N	3gram	Voloshinov_1	Marksizm
1	с точки зрения	6	13
2	не может быть	3	10
3	в связи с	1	7
4	для того чтобы	1	6
5	в том что	1	6
6	в самом деле	2	5
7	то же самое	1	5
8	с самого начала	4	5
9	в большинстве случаев	3	5
10	и того же	1	4
11	бы то ни	1	4
12	то ни было	1	4
13	и пр и	3	4
14	на самом деле	4	4
15	той или иной	1	4
16	одного и того	1	4
17	если бы он	1	3
18	как мы сказали	1	3
19	до сих пор	3	3
20	с одной стороны	1	3
21	в высшей степени	1	3
22	о том что	2	3
23	пр и пр	2	3
24	бы он был	1	2
25	а иногда и	1	2
26	всех без исключения	1	2
27	может быть именно	1	2
28	ни в коем	1	2
29	по крайней мере	3	2
30	в коем случае	1	2
31	во всяком случае	3	2
32	мы уже знаем	1	2
33	оно ни было	1	2
34	мы можем сказать	2	2
35	в нем нет	2	2
36	и прежде всего	1	2
37	как раз того	1	1
38	что иное как	1	1
39	полагаем что здесь	1	1
40	и связанные с	1	1
41	не следует что	1	1
42	прежде всего на	1	1
43	остается таким образом	1	1
44	дело в том	1	1
45	в нем и	1	1
46	коем случае нельзя	1	1
47	есть в сущности	1	1
48	а может быть	1	1
49	в этом отношении	1	1
50	не подлежит конечно	1	1
51	рано или поздно	1	1
52	но оно само	1	1
53	конечно не следует	1	1
54	именно здесь в	1	1
55	как мы знаем	1	1
56	мы полагаем что	3	1
57	связанных с ними	2	1
58	по сравнению с	3	1
59	не могут быть	2	1
60	а с другой	1	1
61	бы оно ни	1	1
62	в его целом	2	1
63	и последовательное выражение	1	1
64	из всего сказанного	1	1
65	может быть ничего	1	1
66	быть именно здесь	1	1
67	из сказанного нами	1	1
68	не существует для	1	1
69	и пр в	1	1
70	каких бы то	1	1
71	так и в	1	1
72	в этом и	1	1
73	но отнюдь не	2	1
74	в конечном счете	2	1
75	не что иное	1	1
76	можно сказать что	3	1
77	есть прежде всего	1	1
78	в каком направлении	1	1
79	друг с другом	1	1
80	быть не может	1	1
81	можем сказать что	1	1
82	не нуждается в	2	1
83	нам кажется что	2	1
