N	2gram	Savitsky_P_1	Istorich
1	и в	14	28
2	и т	3	25
3	может быть	5	25
4	т д	1	22
5	а не	2	15
6	не может	4	15
7	никогда не	1	14
8	мы должны	4	13
9	для нас	2	13
10	то же	9	12
11	не только	17	12
12	что в	4	12
13	мы видим	1	11
14	только в	7	11
15	мы не	3	10
16	все же	1	10
17	и что	1	10
18	но и	6	10
19	прежде всего	3	10
20	т е	3	10
21	не в	5	9
22	то что	4	9
23	в том	9	9
24	и не	12	9
25	в этом	10	8
26	но в	9	8
27	что это	1	8
28	если бы	4	8
29	в ней	6	7
30	это не	3	7
31	исторической действительности	1	7
32	еще не	1	7
33	и здесь	1	7
34	что мы	3	7
35	так же	1	7
36	том что	4	7
37	было бы	6	7
38	в этих	1	7
39	а в	4	7
40	в этой	1	6
41	его в	1	6
42	не менее	2	6
43	что и	1	6
44	вслед за	3	6
45	представляют собой	1	6
46	в исторической	1	6
47	с другой	5	6
48	исторического прошлого	1	6
49	вместе с	1	6
50	например в	2	5
51	должна быть	1	5
52	вопрос о	1	5
53	в своем	4	5
54	более или	1	5
55	в силу	2	5
56	или менее	1	5
57	не будем	2	5
58	на основе	1	5
59	восходит к	1	5
60	в его	2	5
61	но не	3	5
62	в качестве	9	5
63	другой стороны	1	5
64	и на	1	4
65	не все	1	4
66	с этим	2	4
67	представляет собой	1	4
68	на то	1	4
69	и с	2	4
70	с тем	3	4
71	как и	1	4
72	находится в	1	4
73	в пределах	8	4
74	того что	2	4
75	с одной	3	4
76	потому что	3	4
77	в большинстве	1	4
78	большинстве случаев	1	4
79	мы знаем	1	4
80	к ним	1	4
81	и пр	5	4
82	в иной	1	4
83	одной стороны	3	4
84	могут быть	3	4
85	там где	1	4
86	друг с	1	4
87	все это	2	4
88	хотя бы	8	4
89	и другие	1	4
90	они не	1	4
91	также и	1	3
92	не просто	1	3
93	могли бы	1	3
94	к чему	2	3
95	не как	1	3
96	и по	1	3
97	из них	2	3
98	не с	1	3
99	в котором	4	3
100	и эти	1	3
101	по себе	4	3
102	эта мысль	1	3
103	в то	7	3
104	с другом	1	3
105	должен быть	1	3
106	для этого	1	3
107	с того	1	3
108	связь между	1	3
109	в которую	2	3
110	в современной	1	3
111	в какой	1	3
112	может оказаться	1	3
113	если мы	1	3
114	в начале	2	3
115	именно в	2	3
116	наряду с	3	3
117	к сожалению	1	3
118	отношения к	2	2
119	же как	1	2
120	и потому	4	2
121	из всех	1	2
122	что если	1	2
123	не вполне	1	2
124	в некотором	1	2
125	подчеркнуть что	1	2
126	столь же	3	2
127	во всех	2	2
128	отличие от	1	2
129	пути в	2	2
130	и как	3	2
131	не более	1	2
132	в себе	3	2
133	во многих	1	2
134	в жертву	1	2
135	и если	4	2
136	как оно	1	2
137	в нем	3	2
138	связанные с	1	2
139	и вот	2	2
140	момент когда	1	2
141	а затем	1	2
142	и мы	2	2
143	и тем	2	2
144	ведет к	1	2
145	должно быть	2	2
146	в отличие	1	2
147	бы мы	1	2
148	в эпоху	1	2
149	в древней	1	2
150	в русской	4	2
151	тогда когда	1	2
152	одна из	2	2
153	в области	11	2
154	не есть	1	2
155	в ее	2	2
156	мысль о	2	2
157	и этим	1	2
158	уяснить себе	1	2
159	на нее	1	2
160	за то	1	2
161	ясно что	1	2
162	живет в	1	2
163	еще в	1	2
164	что от	1	2
165	он пришел	1	2
166	между тем	3	2
167	во всей	2	2
168	и только	1	2
169	в свете	1	2
170	мы хотим	1	2
171	тот же	3	2
172	их не	1	2
