N	2gram	Ircho_Kome_3	Dialekti
1	т е	16	48
2	и не	21	27
3	а не	4	26
4	точки зрения	4	25
5	и т	4	24
6	и в	22	24
7	не только	5	23
8	т д	1	23
9	не может	3	19
10	ничего не	3	17
11	и что	6	15
12	что все	1	14
13	с точки	3	14
14	то что	4	14
15	в таком	2	14
16	таким образом	12	13
17	что он	8	13
18	вовсе не	4	13
19	может быть	6	13
20	и даже	3	13
21	не менее	5	11
22	не имеет	3	11
23	в сущности	2	10
24	отнюдь не	4	10
25	тем не	3	10
26	то это	5	9
27	что она	4	9
28	ни в	10	9
29	стало быть	1	9
30	но и	4	9
31	нет ничего	2	9
32	в этом	8	8
33	и как	1	8
34	так что	6	8
35	прежде всего	5	8
36	что мы	2	8
37	том что	13	8
38	если же	2	8
39	в самом	9	7
40	как и	3	7
41	никогда не	3	7
42	как раз	6	7
43	потому что	10	7
44	ясно что	6	7
45	в виду	2	7
46	только на	1	7
47	ничем не	4	7
48	что в	5	7
49	самом деле	6	6
50	я не	1	6
51	то же	7	6
52	об этом	7	6
53	и с	4	6
54	вещей и	1	6
55	превращается в	1	6
56	если бы	8	6
57	что и	8	6
58	и только	1	6
59	о том	8	6
60	так как	11	6
61	даже не	3	6
62	не на	1	6
63	и все	2	6
64	все это	5	6
65	но если	3	6
66	вопрос о	1	5
67	что его	5	5
68	хотя и	5	5
69	и к	3	5
70	от чего	1	5
71	он не	5	5
72	по крайней	1	5
73	так и	4	5
74	было бы	3	5
75	от отца	2	5
76	в них	3	5
77	мы не	2	5
78	в том	12	5
79	в то	6	5
80	и притом	1	5
81	и его	6	5
82	только в	1	5
83	одно из	1	5
84	крайней мере	1	5
85	что не	3	5
86	что для	2	5
87	как это	5	5
88	ничего нет	1	5
89	с этой	3	5
90	всякого другого	1	5
91	только как	2	5
92	жизни и	1	5
93	как на	1	5
94	время как	2	4
95	говорить о	3	4
96	первый план	1	4
97	в чем	1	4
98	нет и	4	4
99	в истории	1	4
100	конечно не	3	4
101	подобно тому	1	4
102	это не	2	4
103	на первый	1	4
104	тому что	2	4
105	от того	2	4
106	не могут	2	4
107	а что	1	4
108	и это	2	4
109	нет никакой	1	4
110	то время	2	4
111	жизнь и	1	4
112	к тому	6	4
113	с другой	4	4
114	говорит о	1	4
115	так же	4	4
116	тому как	1	4
117	при всем	2	4
118	хотя бы	4	4
119	только что	7	4
120	е в	2	4
121	сказать что	1	4
122	была бы	1	3
123	той же	1	3
124	зависимости от	1	3
125	и на	2	3
126	и всякий	1	3
127	за пределы	2	3
128	и я	2	3
129	в одной	1	3
130	с этим	3	3
131	в своем	8	3
132	все же	4	3
133	перед нами	1	3
134	все эти	1	3
135	тем более	4	3
136	на то	3	3
137	в нем	3	3
138	он должен	1	3
139	в силу	2	3
140	не будет	2	3
141	он и	2	3
142	как все	1	3
143	и без	2	3
144	не в	4	3
145	того кто	2	3
146	из которых	2	3
147	она не	2	3
148	в основе	2	3
149	на себя	4	3
150	же время	5	3
151	во всем	1	3
152	и о	2	3
153	и этим	3	3
154	из двух	1	3
155	это было	1	3
156	к нему	5	3
157	не надо	1	3
158	все время	2	3
159	и ее	2	3
160	это же	1	3
161	с одной	3	3
162	из них	5	3
163	мы знаем	2	3
164	друг друга	4	3
165	тем что	5	3
166	для того	6	3
167	эти две	1	3
168	не было	2	3
169	одной стороны	3	3
170	как бы	3	3
171	на свете	1	3
172	если не	3	3
173	и от	1	3
174	ни к	1	3
175	не знает	3	3
176	при его	1	3
177	понимать как	1	3
178	все что	3	3
179	в слове	1	3
180	я и	1	2
181	например в	1	2
182	в частности	3	2
183	а из	1	2
184	или к	1	2
185	в первом	1	2
186	в зависимости	1	2
187	его не	2	2
188	если я	1	2
189	из того	3	2
190	которое не	1	2
191	и он	2	2
192	в ней	4	2
193	и говорить	1	2
194	еще не	6	2
195	на них	3	2
196	бы то	2	2
197	с его	3	2
198	но не	1	2
199	силу этого	1	2
200	не видно	1	2
201	его на	2	2
202	целый ряд	2	2
203	но в	5	2
204	то в	1	2
205	из этих	1	2
206	в себе	4	2
207	тому же	6	2
208	и если	2	2
209	при этом	7	2
210	сами эти	1	2
211	что у	1	2
212	и по	1	2
213	на этом	1	2
214	людей и	2	2
215	и обычно	1	2
216	говорил что	1	2
217	ко второму	1	2
218	чаще всего	1	2
219	все равно	3	2
220	показывает что	1	2
221	на основании	2	2
222	этого не	1	2
223	несмотря на	4	2
224	она была	2	2
225	от своего	1	2
226	всяком случае	3	2
227	в их	2	2
228	их в	3	2
229	как видим	2	2
230	с которой	1	2
231	не меньше	1	2
232	на котором	1	2
233	что их	2	2
234	сама она	2	2
235	а для	1	2
236	меня и	1	2
237	же он	1	2
238	ну а	1	2
239	у меня	1	2
240	уже о	1	2
241	могут быть	1	2
242	все еще	2	2
243	из чего	1	2
244	как мы	2	2
245	меня в	1	2
246	и сами	1	2
247	говоря уже	1	2
248	да что	2	2
249	как с	1	2
250	и когда	1	2
251	и всякого	1	2
252	на что	1	2
253	для этого	1	2
254	и здесь	4	2
255	никак не	1	2
256	нас в	1	2
257	и во	2	2
258	в его	8	2
259	что угодно	1	2
260	и она	1	2
261	в третий	1	2
262	тех пор	3	2
263	отца и	2	2
264	взятые вместе	1	2
265	отцу и	1	2
266	даже если	2	2
267	к отцу	2	2
268	не мешает	2	2
269	и тем	1	2
270	со всеми	1	2
271	и у	1	2
272	нового времени	2	2
273	хочет быть	2	2
274	руки и	1	2
275	чтобы она	1	2
276	не о	3	2
277	у него	4	2
278	есть также	1	2
279	так или	2	2
280	со стороны	11	2
281	исходят из	1	2
282	или иначе	2	2
283	а именно	1	2
284	следовательно не	1	2
285	себя и	2	2
286	быть только	1	2
287	но как	1	2
288	нет никаких	2	2
289	меньше чем	2	2
290	и потому	1	2
291	нет ни	2	2
292	этом вопросе	1	2
293	по существу	2	2
294	быть не	1	2
295	призыв к	1	2
296	в смысле	1	2
297	она должна	1	2
298	и для	4	2
299	или в	1	2
300	себя самого	1	2
301	для нас	1	2
302	из себя	3	2
303	бы в	4	2
304	превратился в	1	2
305	но вот	1	2
306	а в	7	2
307	не говоря	1	2
308	другой стороны	2	2
309	обычно не	1	2
310	совершенно не	2	2
311	бы его	1	2
312	из этого	2	2
313	основа всего	1	2
314	но еще	1	2
315	к этой	2	2
316	в своих	2	2
317	они не	1	2
318	во всяком	3	2
319	этой точки	1	2
320	речь идет	5	1
321	отношения к	2	1
322	чтобы не	1	1
323	начинается с	1	1
324	она на	1	1
325	этом отношении	2	1
326	идет о	3	1
327	к другому	1	1
328	едва ли	7	1
329	и должен	1	1
330	а как	2	1
331	скоро же	1	1
332	для своего	1	1
333	и само	1	1
334	ясно только	3	1
335	и себя	1	1
336	за несколько	1	1
337	же что	1	1
338	из ее	1	1
339	думая что	1	1
340	только гипотеза	1	1
341	ли кто-нибудь	1	1
342	конечно это	1	1
343	во всех	2	1
344	сказать и	1	1
345	очевидно и	1	1
346	конечном счете	2	1
347	себе и	1	1
348	тут же	4	1
349	чтобы потом	1	1
350	отличаются от	1	1
351	если она	1	1
352	независимо от	1	1
353	стороны и	2	1
354	как к	1	1
355	не это	1	1
356	и наконец	1	1
