N	3gram	Propp_Russ_2	Myshleni
1	для того чтобы	6	15
2	в том что	18	15
3	с другой стороны	1	9
4	с одной стороны	2	8
5	в другом месте	1	6
6	о том что	4	6
7	из того что	1	5
8	вместе с тем	4	5
9	так же как	4	5
10	не может быть	3	5
11	в то время	2	5
12	же как и	2	4
13	то время как	1	4
14	но вместе с	2	4
15	в этом отношении	1	4
16	к выводу что	1	4
17	можно сказать что	1	4
18	смысле этого слова	1	3
19	на то что	1	3
20	в первую очередь	1	3
21	можно было бы	1	3
22	в том чтобы	2	3
23	в такой же	1	3
24	во всяком случае	1	3
25	в свою очередь	1	3
26	том что в	1	2
27	он показывает что	1	2
28	в данном случае	6	2
29	и таким образом	1	2
30	тем и другим	1	2
31	только тогда когда	3	2
32	еще на некоторые	1	1
33	с тем есть	1	1
34	потому что он	1	1
35	на интересующие нас	1	1
36	к этому же	1	1
37	один из основных	1	1
38	или во всяком	1	1
39	интересующие нас вопросы	1	1
40	дело в том	1	1
41	в том же	1	1
42	тем более что	1	1
43	но и как	1	1
44	из которых одна	2	1
45	в своей книге	2	1
46	в отличие от	3	1
47	но и в	1	1
48	как мы увидим	1	1
49	тех случаях когда	1	1
50	не оставляет сомнений	1	1
51	они представляют собой	2	1
52	то что в	1	1
53	в своем исследовании	1	1
54	своей книги он	1	1
55	как и всем	1	1
56	в этой связи	1	1
57	нас в данном	1	1
58	данном случае интересует	1	1
59	состоит в том	13	1
60	и в этом	1	1
61	что именно в	1	1
62	оставляет сомнений в	1	1
63	в природе и	1	1
64	не только как	1	1
65	указать еще на	1	1
66	все то что	1	1
67	мы видели что	4	1
68	во всей их	1	1
69	в тех случаях	1	1
70	а вместе с	1	1
71	мы не можем	2	1
72	в связь с	1	1
73	потому что в	1	1
74	между тем это	2	1
75	с тем и	1	1
76	одно из первых	1	1
77	как мы уже	1	1
78	предположить что в	1	1
79	и т д	5	1
80	тем не менее	2	1
81	мы уже знаем	1	1
82	а именно в	2	1
83	как и в	1	1
84	приводит нас к	2	1
