N	3gram	Voloshinov_1	Freidism
1	с точки зрения	20	11
2	по отношению к	2	8
3	во всяком случае	2	7
4	не может быть	13	7
5	в самом деле	9	6
6	– все это	2	5
7	в большинстве случаев	3	5
8	и прежде всего	2	5
9	то же время	3	4
10	в то же	3	4
11	на самом деле	1	4
12	можно сказать что	3	4
13	как мы уже	1	4
14	в последнем счете	1	4
15	как мы видели	1	4
16	теперь мы должны	2	3
17	для того чтобы	3	3
18	в таком случае	2	3
19	бы то ни	8	3
20	на этот вопрос	3	3
21	и тот же	3	3
22	в следующей главе	1	3
23	и той же	2	3
24	один и тот	3	3
25	в свою очередь	2	3
26	с самого начала	4	3
27	одной и той	2	3
28	с объективной точки	3	2
29	для него только	1	2
30	то же самое	3	2
31	что же касается	1	2
32	до сих пор	8	2
33	и не может	9	2
34	в отличие от	5	2
35	– это и	2	2
36	это вовсе не	1	2
37	но если мы	1	2
38	во всех областях	2	2
39	может быть и	3	2
40	в предыдущей главе	1	2
41	и есть та	1	2
42	но в то	2	2
43	объективной точки зрения	5	2
44	ничего общего не	1	2
45	так и в	1	2
46	не могут быть	2	2
47	в его целом	1	2
48	в этом отношении	3	2
49	это и есть	2	2
50	в ее целом	3	2
51	то ни было	8	2
52	в узком смысле	2	2
53	– очень важный	1	2
54	с одной стороны	1	2
55	тем не менее	2	2
56	мы уже знаем	1	2
57	снова и снова	1	2
58	в высшей степени	3	2
59	в своей основе	1	2
60	в конце концов	3	2
61	может войти в	1	1
62	важный момент в	1	1
63	это так же	1	1
64	содержание индивидуальной психики	2	1
65	два основных направления	1	1
66	объективного внешнего опыта	1	1
67	нет и не	2	1
68	точка зрения на	1	1
69	нет принципиальной границы	1	1
70	или хотя бы	2	1
71	быть ничего общего	1	1
72	сводится к тому	2	1
73	данной речевой группы	1	1
74	какой степени не	1	1
75	во внешнем опыте	1	1
76	– это та	1	1
77	так как они	1	1
78	в каком бы	2	1
79	равно как и	1	1
80	идеологией нет принципиальной	1	1
81	– но нет	1	1
82	самом деле если	2	1
83	как бы ни	1	1
84	в этом случае	3	1
85	вполне понятно что	3	1
86	как и все	2	1
87	хотя бы и	1	1
88	до известной степени	1	1
89	только в контексте	1	1
90	по отношению ко	1	1
91	отражает в себе	1	1
92	является одним из	2	1
93	на самом же	2	1
94	не было бы	1	1
95	в себе и	1	1
96	как наука о	1	1
97	в котором мы	1	1
98	по аналогии с	1	1
99	в какой степени	2	1
100	– это вовсе	1	1
101	в сознание или	1	1
102	в основе своей	1	1
103	в буржуазной философии	1	1
104	пределах индивидуального организма	1	1
105	со всех сторон	2	1
106	находят свое выражение	1	1
107	и вовсе не	1	1
108	ибо как мы	1	1
109	отнюдь не является	3	1
110	ни в какой	1	1
111	деле если мы	1	1
112	мы полагаем что	1	1
113	во внутренней речи	1	1
114	не чем иным	1	1
115	в двух направлениях	1	1
116	между организмом и	1	1
117	для данного высказывания	1	1
118	тому что все	1	1
119	очень важный момент	1	1
120	таким образом и	1	1
121	среда в которой	1	1
122	все это является	1	1
123	но при этом	2	1
124	каких бы то	3	1
125	быть и речи	2	1
126	все без исключения	3	1
127	и без того	1	1
128	сознания как это	1	1
129	так и с	1	1
130	то что существенно	1	1
131	связанных как с	1	1
132	формы так и	1	1
133	одни и те	5	1
134	в предшествующей главе	1	1
135	должен освободиться от	1	1
136	не может ведь	1	1
137	могут быть сведены	1	1
138	находит свое выражение	1	1
139	природной и социальной	1	1
140	в целом ряде	1	1
141	и пр –	1	1
142	и пр и	2	1
143	может быть ничего	1	1
144	и все другие	1	1
145	психологии в этом	2	1
146	сих пор не	1	1
147	и вот в	1	1
148	таким образом в	1	1
149	по роду своего	1	1
150	чем иным как	1	1
151	но ведь как	1	1
152	от того что	2	1
153	мы не будем	3	1
154	ее должны быть	1	1
155	ничего общего с	2	1
156	не только не	1	1
157	и те же	5	1
158	ни о каком	1	1
159	и его школы	1	1
160	той или иной	1	1
161	но все же	3	1
162	или во всяком	1	1
163	и как мы	1	1
164	как мы видим	1	1
165	смысле этого слова	2	1
166	в этом смысле	2	1
167	не дает никаких	1	1
168	– с помощью	1	1
169	в направлении к	5	1
170	и быть не	1	1
171	роду своего бытия	1	1
172	сказать что вся	1	1
173	части нашей работы	1	1
174	самом деле ведь	2	1
175	но теперь мы	1	1
176	пр и пр	2	1
177	и в нем	1	1
178	самом же деле	2	1
179	в том что	3	1
180	возможно только на	1	1
181	является как бы	1	1
182	и его формы	1	1
183	только с помощью	1	1
