N	2gram	Voloshinov_2	formyVre
1	и в	19	46
2	в этом	15	22
3	прежде всего	7	14
4	вовсе не	11	13
5	и его	16	12
6	во всех	6	11
7	не только	13	11
8	только в	8	11
9	как бы	19	10
10	то есть	2	10
11	во время	1	10
12	точки зрения	17	10
13	в том	7	10
14	но в	7	10
15	мы уже	6	9
16	не в	10	9
17	у него	2	9
18	но и	10	9
19	вместе с	2	9
20	и не	19	9
21	и для	7	9
22	то же	16	8
23	как и	9	8
24	с точки	13	8
25	для того	6	8
26	того чтобы	6	8
27	потому что	1	8
28	связи с	13	8
29	в его	5	8
30	из них	1	8
31	в связи	7	8
32	в основном	4	8
33	жизни и	2	8
34	и на	5	7
35	так сказать	14	7
36	всех этих	1	7
37	так и	10	7
38	в них	1	7
39	может быть	28	7
40	в одном	1	7
41	то что	4	7
42	как мы	15	6
43	еще не	3	6
44	все же	5	6
45	и наконец	1	6
46	при этом	9	6
47	человека в	1	6
48	и с	2	6
49	его в	7	6
50	в основе	9	6
51	никогда не	7	6
52	так как	3	6
53	в особенности	2	6
54	здесь в	2	6
55	все это	1	6
56	и все	6	6
57	но не	2	5
58	с этим	3	5
59	в своем	2	5
60	все эти	3	5
61	связанные с	1	5
62	он не	3	5
63	в нем	11	5
64	этих форм	2	5
65	должно быть	3	5
66	громадное значение	3	5
67	в то	8	5
68	и у	2	5
69	в непосредственном	1	5
70	и др	1	5
71	в пределах	10	5
72	в смысле	6	5
73	что в	2	5
74	отношения к	2	4
75	также и	1	4
76	человека и	1	4
77	и он	2	4
78	значение и	2	4
79	что они	2	4
80	в истории	3	4
81	как в	1	4
82	характер носит	1	4
83	уже в	2	4
84	из этих	1	4
85	в себе	4	4
86	и было	1	4
87	том что	10	4
88	в котором	3	4
89	место в	2	4
90	же время	8	4
91	уже говорили	1	4
92	к себе	1	4
93	с ним	1	4
94	о том	3	4
95	его жизни	1	4
96	все его	2	4
97	вопросу о	1	4
98	так что	1	4
99	конечно не	4	4
100	за ними	1	4
101	с другом	1	4
102	и их	4	4
103	а не	9	4
104	отнюдь не	8	4
105	друг с	1	4
106	еще более	2	4
107	же в	1	4
108	жизни в	1	4
109	дан в	1	3
110	почти все	1	3
111	того же	5	3
112	слова и	6	3
113	а следовательно	1	3
114	точка зрения	1	3
115	для других	3	3
116	хотя и	1	3
117	и как	6	3
118	в этот	1	3
119	уже не	1	3
120	отчасти и	1	3
121	в большинстве	5	3
122	эпохи возрождения	1	3
123	прежде чем	1	3
124	уже сказали	1	3
125	таким образом	14	3
126	здесь мы	3	3
127	в совершенно	1	3
128	связанных с	1	3
129	в их	5	3
130	что было	1	3
131	не могли	1	3
132	вернемся к	1	3
