N	3gram	Bakhtin_Fr_1	EvropaiC
1	в том что	6	16
2	до сих пор	4	12
3	по отношению к	1	10
4	друг с другом	1	9
5	с точки зрения	3	8
6	а между тем	1	7
7	на самом деле	2	7
8	друг от друга	1	6
9	что касается до	1	6
10	для того чтобы	1	6
11	в самом деле	1	5
12	в своем развитии	1	4
13	к тому же	1	4
14	с другой стороны	1	4
15	не может быть	1	4
16	начало и конец	1	4
17	в настоящее время	1	3
18	в связи с	1	3
19	в целом ряде	1	3
20	и может быть	1	2
21	том что он	1	2
22	о которой мы	1	2
23	при этом что	1	2
24	то же время	1	2
25	европейской культуры и	1	2
26	именно потому что	1	2
27	с одной стороны	2	2
28	во всяком случае	1	2
29	во всех этих	2	2
30	но все же	2	2
31	в то же	1	2
32	в вопросе о	1	2
33	и в том	2	2
34	этой культуры в	1	1
35	нет и не	1	1
36	еще далеко не	1	1
37	мы уже говорили	7	1
38	между прочим в	1	1
39	культуры и в	1	1
40	дело в том	2	1
41	мы уже сказали	3	1
42	но при этом	1	1
43	что одним из	1	1
44	сих пор еще	3	1
45	между тем в	1	1
46	и не может	1	1
47	возможным только благодаря	1	1
48	том числе и	7	1
49	развития культуры в	1	1
50	от всех тех	1	1
51	точки зрения на	1	1
52	точки зрения всякой	1	1
53	уже говорили что	2	1
54	жизни и культуры	1	1
55	а как бы	1	1
56	различия между ними	1	1
57	с которыми они	1	1
58	в значительной своей	2	1
59	европейской культуры все	1	1
60	все то что	1	1
61	стало возможным только	1	1
62	входящих в состав	1	1
63	значительной своей части	2	1
64	как бы ни	2	1
65	то есть в	4	1
66	говорили в начале	1	1
67	осталась не раскрытой	1	1
68	из этих элементов	1	1
69	в том числе	10	1
70	мы видим что	1	1
71	и развиваться в	1	1
72	и в нем	1	1
73	во многих отношениях	1	1
74	даже в области	1	1
75	очень медленно и	1	1
76	от друга в	1	1
77	во всех странах	1	1
