N	3gram	Bakhtin_Fr_1	TeoriaLi
1	по отношению к	1	8
2	в отличие от	4	7
3	в том что	6	6
4	то же время	1	6
5	в то же	1	6
6	так и не	3	5
7	с другой стороны	1	3
8	можно сказать что	1	3
9	той или иной	5	3
10	по своей природе	1	2
11	так и его	1	2
12	с точки зрения	3	2
13	при этом что	1	2
14	в самом начале	1	2
15	с одной стороны	2	2
16	в этой системе	1	2
17	тех или иных	1	2
18	не может быть	1	2
19	но прежде всего	1	1
20	это уже не	3	1
21	а между тем	1	1
22	в той или	5	1
23	нет в его	1	1
24	дело в том	2	1
25	к которому впервые	1	1
26	по ту сторону	1	1
27	имеем в виду	1	1
28	и вся она	1	1
29	но в нашем	1	1
30	в настоящее время	1	1
31	в том числе	10	1
32	по преимуществу ночной	1	1
33	этой своей отъединенности	1	1
34	в целом ряде	1	1
35	в последующих частях	1	1
36	можно говорить о	1	1
37	не входит в	2	1
38	том числе и	7	1
39	и здесь мы	1	1
40	в основе своей	2	1
41	и др в	2	1
42	говорит в частности	1	1
43	во всей своей	1	1
44	то или иное	1	1
45	на время в	1	1
46	как раз в	1	1
47	до известной степени	1	1
48	в значительной степени	2	1
49	отношений между людьми	1	1
50	можно даже сказать	1	1
51	и его эстетической	1	1
52	в основе его	2	1
53	контакт между всеми	1	1
54	в отношении к	1	1
55	в себя и	1	1
56	в известном смысле	1	1
57	бы карнавал переживаемый	1	1
58	не могут быть	1	1
59	за пределы всего	1	1
60	в связи с	1	1
61	между всеми людьми	1	1
62	как бы в	1	1
63	как бы карнавал	1	1
64	человека с его	1	1
65	имея в виду	1	1
66	фамильярный контакт между	1	1
67	во внешнем мире	1	1
68	в одиночку с	1	1
69	это по преимуществу	1	1
70	между тем в	1	1
71	включает в себя	1	1
72	и прежде всего	3	1
73	но в то	1	1
74	именно потому что	1	1
75	мы имеем в	1	1
76	бы они ни	1	1
77	в глаза в	1	1
78	в частности с	1	1
79	одиночку с острым	1	1
80	переживаемый в одиночку	1	1
81	в большинстве случаев	2	1
82	карнавал переживаемый в	1	1
83	но дело в	1	1
84	для того чтобы	1	1
85	том что он	1	1
86	вольный фамильярный контакт	1	1
87	к тому же	1	1
