N	2gram	Vinokur_Ku_1	Analitik
1	не только	10	22
2	тогда как	2	20
3	и в	24	18
4	как и	2	14
5	так и	7	14
6	в этом	14	14
7	и его	5	13
8	но и	6	13
9	том что	21	12
10	в качестве	7	12
11	и не	12	12
12	в частности	4	12
13	при этом	6	11
14	а в	5	10
15	как бы	7	10
16	что в	17	9
17	может быть	13	9
18	со стороны	4	9
19	а не	8	9
20	в том	30	9
21	со своей	1	8
22	с его	4	8
23	всего лишь	1	8
24	своего рода	1	8
25	не случайно	6	8
26	и даже	3	8
27	по отношению	8	7
28	как раз	8	7
29	в его	12	7
30	с другой	7	7
31	во второй	1	7
32	но не	5	7
33	отношению к	9	7
34	еще не	5	6
35	в этой	3	6
36	он не	2	6
37	в их	3	6
38	не в	11	6
39	к тому	5	6
40	для него	1	6
41	о том	9	6
42	в начале	1	6
43	того же	4	5
44	той же	3	5
45	мы имеем	6	5
46	как правило	1	5
47	в самом	10	5
48	в случае	1	5
49	лишь в	2	5
50	в слове	2	5
51	однако в	1	5
52	а а	3	5
53	или иной	3	5
54	в сущности	3	5
55	что и	4	5
56	между тем	5	5
57	уже не	8	5
58	в конце	1	5
59	никогда не	2	5
60	в свою	3	5
61	прежде всего	9	5
62	я в	1	5
63	не является	2	5
64	в результате	5	5
65	другой стороны	6	5
66	и на	4	4
67	столь же	1	4
68	что он	6	4
69	отнюдь не	1	4
70	в своем	3	4
71	и как	2	4
72	по пути	1	4
73	таким образом	12	4
74	состоит в	3	4
75	по себе	2	4
76	тем самым	4	4
77	в одном	3	4
78	ли не	3	4
79	не менее	7	4
80	свою очередь	3	4
81	в пределах	4	4
82	и сам	1	4
83	внимание на	4	4
84	можно сказать	3	4
85	крайней мере	5	4
86	себя в	1	4
87	не есть	4	4
88	во втором	2	4
89	однако что	1	4
90	далеко не	1	4
91	по крайней	5	4
92	и а	2	4
93	о чем	2	4
94	в данном	4	4
95	все же	12	4
96	перед нами	1	4
97	я и	1	3
98	едва ли	1	3
99	его не	1	3
100	который в	1	3
101	говорить о	1	3
102	в целом	4	3
103	уже в	3	3
104	в сочетании	1	3
105	здесь не	3	3
106	но как	1	3
107	если в	2	3
108	а всего	1	3
109	что они	4	3
110	как говорит	1	3
111	в рамках	4	3
112	как в	4	3
113	с этим	4	3
114	что касается	2	3
115	из этих	4	3
116	с их	3	3
117	роль в	4	3
118	тому же	1	3
119	роли в	2	3
120	в году	1	3
121	без исключения	1	3
122	то же	8	3
123	в каждом	2	3
124	его в	1	3
125	лишь на	1	3
126	и того	2	3
127	одного и	2	3
128	точки зрения	14	3
129	сочетании с	1	3
130	и без	1	3
131	не столько	2	3
132	все это	6	3
133	в то	2	3
134	дело не	2	3
135	только не	1	3
136	ничего не	2	3
137	же время	2	3
138	той или	1	3
139	указывает на	1	3
140	говорит и	1	3
141	в ее	1	3
142	именно в	6	3
143	было бы	15	3
144	и е	1	3
145	дело с	1	3
146	однако с	1	3
147	этом отношении	5	3
148	были бы	2	3
149	в особенности	3	3
150	еще и	5	3
151	что не	5	3
152	не было	3	3
153	однако и	1	3
154	не всегда	2	3
155	его как	1	3
156	как это	3	3
157	к жизни	2	3
158	пока еще	1	3
159	к этому	1	3
160	только к	2	2
161	например в	5	2
162	самом деле	9	2
163	мере в	6	2
164	в первом	3	2
165	по преимуществу	2	2
166	к собственной	1	2
167	есть не	1	2
168	на себя	3	2
169	и он	3	2
170	в ней	6	2
171	во всех	1	2
172	в стихе	1	2
173	в противовес	3	2
174	в общем	3	2
175	очевидно что	3	2
176	иметь дело	1	2
177	отличие от	1	2
178	это и	4	2
179	как к	1	2
180	когда он	3	2
181	могли бы	2	2
182	но в	2	2
183	бы и	2	2
184	все эти	6	2
185	в ответ	1	2
186	в тех	4	2
187	в себе	3	2
188	после чего	2	2
189	так сказать	5	2
190	на его	3	2
191	что она	3	2
192	в нем	4	2
193	и вот	1	2
194	о его	1	2
195	свое время	2	2
196	и по	1	2
197	это не	7	2
198	в жизни	1	2
199	а вот	1	2
200	в них	7	2
201	с тем	5	2
202	несмотря на	3	2
203	иначе говоря	2	2
204	не мог	2	2
205	с точки	9	2
206	в отличие	1	2
207	в имени	1	2
208	состоит не	1	2
209	тем не	4	2
210	доказывает что	2	2
211	но они	1	2
212	даже в	3	2
213	дело в	1	2
214	одна из	1	2
215	как формы	1	2
216	сводится к	3	2
217	художественной литературы	1	2
218	могут быть	1	2
219	е о	2	2
220	в себя	1	2
221	в дальнейшем	1	2
222	не с	3	2
223	в борьбе	1	2
224	в новом	1	2
225	поэтому в	1	2
226	об этом	1	2
227	и здесь	3	2
228	на примере	2	2
229	любви к	2	2
230	в конечном	1	2
231	в форме	1	2
232	субъекта и	1	2
233	один из	4	2
234	но с	2	2
235	обе эти	3	2
236	только в	11	2
237	тот или	1	2
238	с одной	1	2
239	вопроса о	1	2
240	в большинстве	2	2
241	действующего лица	1	2
242	как справедливо	1	2
243	всяком случае	5	2
244	нуждается в	3	2
245	не для	1	2
246	мы можем	1	2
247	тем что	8	2
248	это по	2	2
249	одной стороны	1	2
250	говорит о	1	2
251	в соответствии	3	2
252	что несмотря	1	2
253	на эту	2	2
254	там где	4	2
255	что мы	1	2
256	не может	7	2
257	вместе с	7	2
258	и потому	4	2
259	по своему	1	2
260	в той	5	2
261	когда мы	2	2
262	да и	1	2
263	этого слова	3	2
264	в контексте	2	2
265	и для	2	2
266	и от	1	2
267	хотя и	3	2
268	и все	2	2
269	однако сама	1	2
270	же в	4	2
271	то что	9	2
272	нам не	3	2
273	сказать что	1	2
274	совершенно не	1	2
275	в свое	2	2
276	тогда не	1	2
277	а также	1	2
278	пушкина а	1	2
279	в искусстве	1	2
280	во всяком	5	2
281	гораздо более	3	2
282	надобности в	2	1
283	также что	1	1
284	речь идет	2	1
285	говоря о	1	1
286	и развитие	1	1
287	лишь после	1	1
288	и фактически	1	1
289	и просил	1	1
290	связана с	1	1
291	утверждение что	1	1
292	на самом	2	1
293	своей первой	1	1
294	и есть	2	1
295	человек который	1	1
296	из самых	1	1
297	из его	1	1
298	не имеют	3	1
299	с таким	1	1
300	в зависимости	5	1
301	собою в	1	1
302	что если	2	1
303	бы служить	1	1
304	вопрос о	2	1
305	никак не	2	1
306	что иное	1	1
307	на практике	3	1
308	я не	2	1
309	мы и	1	1
310	зависимости от	6	1
311	бы сказать	1	1
312	в таком	3	1
313	иное как	2	1
314	этом и	1	1
315	время в	1	1
316	на периферии	1	1
317	тем как	1	1
318	то мы	3	1
319	все больше	1	1
320	сомневаться что	1	1
321	быть достаточно	1	1
322	таковы и	1	1
323	не все	2	1
324	отношение к	1	1
325	друг от	1	1
326	должны были	1	1
327	которые могли	1	1
328	в истории	3	1
329	идет о	2	1
330	в акте	1	1
331	не это	1	1
332	году но	1	1
333	тех случаях	2	1
334	собственно и	1	1
335	из письма	2	1
336	поскольку мы	1	1
337	из фраз	1	1
338	от этого	2	1
339	моментов в	1	1
340	бы ошибочно	1	1
341	та же	1	1
342	и идет	1	1
343	и у	1	1
344	как то	2	1
345	выход в	1	1
346	так или	2	1
347	бы не	1	1
348	в названии	1	1
349	за себя	1	1
350	в известном	1	1
351	во многих	2	1
352	по имени	1	1
353	на то	4	1
354	духовной культуры	2	1
355	не следует	1	1
356	для поэтики	1	1
357	все другие	1	1
358	и еще	2	1
359	чего следует	1	1
360	возвращение к	1	1
361	однако он	1	1
362	в силу	10	1
363	том чтобы	8	1
364	в следующем	1	1
365	чтобы на	1	1
366	но дело	1	1
367	в большой	1	1
368	к г	2	1
369	и может	3	1
370	связанных с	1	1
371	слов о	2	1
372	большинстве случаев	1	1
373	это было	2	1
374	заключается в	2	1
