N	3gram	Losev_Prob_3	StatiiOP
1	и т д	13	21
2	в том что	9	17
3	о том что	3	11
4	для того чтобы	1	10
5	с точки зрения	2	8
6	можно было бы	3	8
7	до сих пор	2	7
8	на самом деле	2	6
9	в данном случае	7	6
10	с другой стороны	5	6
11	во всяком случае	6	6
12	в самом деле	1	5
13	не может быть	5	5
14	дело в том	3	4
15	не только в	2	4
16	но также и	2	4
17	так и в	1	4
18	того или иного	3	4
19	что и в	3	4
20	на то что	1	4
21	в то же	4	4
22	сказать что в	1	3
23	что же касается	4	3
24	только в том	1	3
25	то или иное	2	3
26	так же как	1	3
27	и в этом	6	3
28	это не значит	1	3
29	заключается в том	3	3
30	ничего общего с	2	3
31	не значит что	2	3
32	и только в	2	3
33	одним и тем	1	2
34	т д и	4	2
35	в этом случае	5	2
36	находим и в	1	2
37	тому что в	1	2
38	в той же	1	2
39	в конце первой	1	2
40	но и в	2	2
41	в первую очередь	3	2
42	и то что	7	2
43	что в нем	1	2
44	но если это	1	2
45	может быть и	3	2
46	по крайней мере	5	2
47	но с другой	2	2
48	то обстоятельство что	1	2
49	при таком положении	1	2
50	то что у	3	2
51	если бы мы	1	2
52	с одной стороны	1	2
53	в то время	4	2
54	имеет ничего общего	3	2
55	во втором случае	1	2
56	так или иначе	1	2
57	не имеет ничего	3	2
58	вовсе не в	2	2
59	же и в	1	2
60	и тем же	1	2
61	таком положении дела	1	2
62	на этот раз	3	2
63	речь идет о	1	2
64	в том смысле	3	2
65	тем не менее	10	2
66	дело не в	2	2
67	как и в	1	2
68	как и вообще	1	1
69	а во втором	1	1
70	быть и очень	1	1
71	потому что он	4	1
72	в той или	2	1
73	приходится сказать что	1	1
74	той или иной	8	1
75	само собой разумеется	1	1
76	ответ на этот	1	1
77	с которыми мы	1	1
78	точно и в	1	1
79	то ни стало	1	1
80	так же и	1	1
81	а не в	1	1
82	далеко не все	1	1
83	разумеется что в	1	1
84	как и во	1	1
85	в настоящее время	2	1
86	достаточно привести хотя	1	1
87	в том и	1	1
88	том что он	1	1
89	является не только	1	1
90	же как и	2	1
91	было сделать только	1	1
92	во что бы	1	1
93	т д конечно	1	1
94	другое дело когда	1	1
95	в таких случаях	2	1
96	сами по себе	6	1
97	что он не	1	1
98	также и то	4	1
99	бы то ни	4	1
100	а может быть	1	1
101	только то что	2	1
102	обратить внимание на	1	1
103	это вовсе не	4	1
104	точно так же	3	1
105	на этот вопрос	1	1
106	может быть даже	3	1
107	вовсе не так	1	1
108	только тем что	1	1
109	и говорить о	1	1
110	он является в	1	1
111	и вовсе не	4	1
112	ту или иную	1	1
113	что бы то	1	1
114	о том как	2	1
115	то время как	4	1
116	если не считать	1	1
117	тот факт что	1	1
118	содержит в себе	3	1
119	в прямом смысле	1	1
120	в том чтобы	1	1
121	у нас не	2	1
122	хотя это и	2	1
123	т д во	1	1
124	говорить о том	1	1
125	мы находим например	1	1
126	так что они	1	1
127	при чем как	1	1
128	быть и речи	1	1
129	как будто бы	3	1
130	и не было	1	1
131	на которую указывает	2	1
132	то тем самым	1	1
133	во всех этих	1	1
134	но даже и	4	1
135	у них всегда	1	1
136	всяком случае не	1	1
137	что здесь является	1	1
138	в каком случае	2	1
139	а вовсе не	2	1
140	чтобы читатель мог	1	1
141	это можно было	1	1
142	вовсе еще не	1	1
143	и для нас	1	1
144	как бы они	1	1
145	привести хотя бы	1	1
146	ни в каком	4	1
147	таким образом в	1	1
148	что единственный способ	1	1
149	никогда и не	1	1
150	собой разумеется что	1	1
151	что он гораздо	1	1
152	д и т	4	1
153	лежащий в основе	1	1
154	быть даже и	1	1
155	том смысле что	3	1
156	даже и в	2	1
157	она ни была	2	1
158	из них и	1	1
159	смысле этого слова	1	1
160	несомненно и то	1	1
161	и никогда не	1	1
162	для них это	1	1
163	в котором он	1	1
164	как бы ни	1	1
165	ни о каком	2	1
166	живой речи в	1	1
167	может быть никакого	1	1
168	ни в чем	2	1
169	мы говорим о	2	1
170	каком случае не	1	1
171	друг от друга	2	1
172	в настоящем смысле	1	1
173	как нечто целое	2	1
174	мы приходим к	1	1
175	но это не	1	1
176	к тому что	1	1
177	в результате этого	1	1
178	и могут быть	1	1
179	вовсе не является	2	1
180	как о чем-то	1	1
181	художественного произведения в	1	1
182	нечего и говорить	1	1
183	не было а	1	1
184	т д в	1	1
185	в такой форме	1	1
186	могло бы быть	2	1
187	и это не	1	1
188	и не в	1	1
189	в конце концов	3	1
190	том что и	1	1
191	он не только	1	1
