1	с точки зрения	5	9
2	в том что	1	9
3	ровно ничего не	1	6
4	в то же	6	6
5	то же время	6	6
6	не может быть	4	6
7	для того чтобы	1	5
8	есть то что	1	5
9	только тогда когда	1	4
10	подобно тому как	2	4
11	одной и той	1	3
12	и той же	1	3
13	на то что	1	3
14	ни в коем	1	2
15	в чем же	1	2
16	и в то	2	2
17	по сравнению с	2	2
18	вовсе не в	1	2
19	ни на что	1	2
20	начале и конце	1	2
21	в собственном смысле	2	2
22	в коем случае	1	2
23	но в то	3	2
24	но также и	1	1
25	дело в том	1	1
26	вполне понятно что	2	1
27	и этот момент	1	1
28	и не может	1	1
29	он как бы	2	1
30	содержит в себе	2	1
31	мы будем говорить	1	1
32	ничего не дает	2	1
33	включает в себя	2	1
34	как бы второе	1	1
35	можно сказать что	2	1
36	только потому что	1	1
37	одна и та	1	1
38	свой смысл и	1	1
39	но это есть	1	1
40	новой точки зрения	1	1
41	прежде всего в	1	1
42	можем сказать что	1	1
43	не входит в	1	1
44	на самом же	1	1
45	не только в	5	1
46	самом же деле	1	1
47	и та же	1	1
48	в этом случае	1	1
49	в пределах одной	2	1
50	рождение и смерть	1	1
51	мы можем сказать	1	1
52	когда вся жизнь	1	1
53	именно в этом	1	1
54	в виду в	1	1
55	в конце концов	1	1
56	пределах одной и	1	1
57	но прежде всего	3	1
58	в сущности это	1	1
59	в меру своей	1	1
60	собственном смысле мы	1	1
61	нужно сказать что	3	1
62	но все же	2	1
63	мы сказали что	1	1
64	и прежде всего	1	1
65	с другой стороны	3	1
66	о том что	3	1
67	в себе и	2	1
68	до некоторой степени	1	1
69	после того как	1	1
70	это как бы	1	1
71	в силу того	1	1
72	не только не	1	1
