N	2gram	Vinokur_Vv_1	Literetu
1	не только	21	24
2	при этом	3	19
3	в качестве	7	17
4	но и	5	17
5	в том	31	16
6	а не	3	16
7	в частности	3	15
8	том что	26	14
9	тогда как	2	13
10	может быть	24	13
11	и не	13	12
12	в этом	34	12
13	в своем	3	11
14	состоит в	2	11
15	своего рода	3	11
16	прежде всего	8	11
17	такого рода	2	10
18	то что	17	10
19	или иначе	4	9
20	в целом	5	8
21	так или	4	8
22	не в	8	8
23	в тексте	4	8
24	и в	27	8
25	только в	13	8
26	как это	5	8
27	я и	1	7
28	как бы	5	7
29	в себе	4	7
30	не менее	8	7
31	в его	10	7
32	уже не	5	7
33	и я	1	6
34	как и	5	6
35	точки зрения	7	6
36	и сам	2	6
37	того что	12	6
38	связи с	3	6
39	в жизни	1	6
40	себя в	2	6
41	одним из	5	5
42	то же	8	5
43	отличие от	3	5
44	как в	1	5
45	не столько	2	5
46	в отличие	3	5
47	в то	5	5
48	для себя	1	5
49	казалось бы	2	5
50	искусства и	1	5
51	а также	3	5
52	же время	5	5
53	в конечном	1	5
54	же в	1	5
55	что он	4	5
56	уже в	5	5
57	не может	13	5
58	в данном	11	5
59	с этой	4	5
60	в своей	4	4
61	еще не	4	4
62	но не	7	4
63	в этой	3	4
64	все же	8	4
65	представляет собой	12	4
66	перестает быть	1	4
67	не как	3	4
68	в силу	3	4
69	лишь в	1	4
70	духовной жизни	3	4
71	для этого	3	4
72	и его	5	4
73	данном случае	5	4
74	никогда не	3	4
75	так и	1	4
76	еще в	1	4
77	и тем	5	4
78	из них	3	4
79	в конце	3	4
80	как раз	4	4
81	и т.п	1	4
82	в связи	2	4
83	со стороны	12	4
84	это не	8	4
85	культуры в	5	4
86	в своих	2	4
87	например в	2	3
88	тех же	1	3
89	как совокупность	2	3
90	и есть	3	3
91	также и	16	3
92	что его	1	3
93	по отношению	4	3
94	xix столетия	1	3
95	в самом	12	3
96	с их	5	3
97	в принципе	2	3
98	таким образом	19	3
99	той же	4	3
100	его в	6	3
101	русской культуры	1	3
102	он и	2	3
103	несмотря на	2	3
104	не мог	2	3
105	в их	11	3
106	но в	10	3
107	том же	2	3
108	на рубеже	2	3
109	дело в	3	3
110	одна из	2	3
