N	2gram	Trubetskoy_1	Narrotol
1	не только	9	26
2	а не	2	17
3	тогда как	2	15
4	но и	10	15
5	при этом	5	14
6	в том	17	14
7	в качестве	3	14
8	и не	19	14
9	в этом	17	13
10	и в	14	13
11	том что	9	13
12	состоит в	2	12
13	только в	5	11
14	в частности	2	11
15	может быть	9	10
16	в данном	7	10
17	сводится к	3	9
18	так и	1	9
19	то есть	1	9
20	к тому	7	9
21	а в	5	9
22	в себе	9	8
23	то что	13	8
24	не в	4	8
25	не может	22	8
26	иначе говоря	1	7
27	к себе	2	7
28	у него	2	6
29	в своем	6	6
30	все же	4	6
31	и к	6	6
32	но в	2	6
33	в жизни	1	6
34	никогда не	5	6
35	данном случае	3	6
36	можно сказать	1	6
37	в его	4	6
38	того что	3	6
39	со стороны	4	6
40	прежде всего	8	6
41	как бы	4	6
42	жизни в	5	6
43	что он	6	5
44	в нем	5	5
45	тем не	1	5
46	он не	5	5
47	таким образом	11	5
48	и тем	2	5
49	точки зрения	11	5
50	в котором	2	5
51	место в	2	5
52	не столько	1	5
53	тем самым	2	5
54	в то	10	5
55	на него	1	5
56	о том	7	5
57	по отношению	2	5
58	с другой	1	5
59	отношению к	1	5
60	то же	11	4
61	в ее	1	4
62	в этой	4	4
63	отнюдь не	7	4
64	перед нами	1	4
65	что это	3	4
66	тому же	1	4
67	в силу	2	4
68	уже не	2	4
69	в мире	4	4
70	об этом	1	4
71	в глазах	2	4
72	в своей	5	4
73	не к	2	4
74	в конце	3	4
75	не менее	1	4
76	но при	1	4
77	в себя	1	4
78	если бы	6	4
79	и т.д	4	4
80	в другом	3	4
81	для него	6	4
82	следует признать	1	4
83	как и	4	4
84	как это	1	4
85	не является	1	4
86	и все	1	4
87	с ним	2	4
88	и у	1	4
89	жизни и	4	4
90	что в	4	4
91	все что	4	4
92	для себя	2	3
93	самом деле	7	3
94	но не	4	3
95	что они	3	3
96	все эти	2	3
97	не следует	1	3
98	от которого	1	3
99	и по	3	3
100	самим собой	12	3
101	того или	2	3
102	которой он	4	3
103	о которой	1	3
104	и того	1	3
105	точку зрения	4	3
106	тому что	2	3
107	одна из	3	3
108	того чтобы	8	3
109	же время	10	3
110	по своей	1	3
111	этом отношении	1	3
112	в состав	1	3
113	той или	3	3
114	на том	3	3
115	и когда	1	3
116	между собой	5	3
117	о котором	3	3
118	следует подчеркнуть	1	3
119	это не	1	3
120	к ней	1	3
121	один из	1	3
122	с ними	1	3
123	никак не	1	3
124	между тем	5	3
125	то и	1	3
126	или даже	1	3
127	то у	1	3
128	представить себе	2	3
129	и даже	2	3
130	или иной	5	3
131	только к	3	3
132	да и	3	3
133	с этой	1	3
134	и для	6	3
135	к его	1	3
136	или иного	2	3
137	в таком	2	3
138	и т	3	2
139	он может	1	2
140	должна быть	2	2
141	мы не	1	2
142	же как	1	2
143	в будущем	3	2
144	в ней	2	2
145	еще не	3	2
146	он сам	3	2
147	столь же	1	2
148	на самом	6	2
149	себе и	4	2
150	не являются	1	2
151	за границей	1	2
152	со своей	1	2
153	в самом	3	2
154	из этих	3	2
155	роль в	1	2
156	на то	5	2
157	вследствие этого	1	2
158	в принципе	1	2
159	чтобы в	2	2
160	не будет	7	2
161	себя не	1	2
162	было бы	5	2
163	со своими	1	2
164	несмотря на	3	2
165	бы на	1	2
166	с точки	9	2
167	и что	2	2
168	и другого	1	2
169	стало быть	1	2
170	и более	2	2
171	что с	2	2
172	говорить о	3	2
173	не могло	1	2
174	только не	1	2
175	потому что	5	2
176	для нас	2	2
177	с таким	1	2
178	в сознании	3	2
179	в области	2	2
180	но для	2	2
181	себе самом	1	2
182	мысль о	1	2
183	что у	1	2
184	можно было	4	2
185	те же	1	2
186	быть может	1	2
187	а во	1	2
188	что и	3	2
189	представления о	1	2
190	и дело	1	2
191	может оказаться	1	2
192	узнаем что	1	2
193	себя в	4	2
194	с нею	3	2
195	в виде	3	2
196	в начале	2	2
197	участие в	2	2
198	а то	1	2
199	могло бы	1	2
200	вовсе не	1	2
201	в других	2	2
202	только на	2	2
203	именно в	3	2
204	а с	2	2
205	превращается в	1	2
206	церкви и	9	2
207	зависит от	2	2
208	когда же	1	2
209	если не	2	2
210	так же	2	2
211	по своему	1	2
212	в течение	2	2
213	его жизни	1	2
214	в церкви	1	2
215	но это	2	2
216	к которому	1	2
217	и состоит	2	2
218	в результате	2	2
219	своей собственной	1	2
220	бы в	1	2
221	тем более	1	2
222	не должен	2	2
223	хотя бы	5	2
224	во время	2	2
225	в свою	1	2
226	точно так	2	2
227	в своих	6	2
228	можно назвать	1	2
229	как на	8	2
230	они не	1	2
231	а между	5	1
232	говоря о	2	1
233	из церкви	1	1
234	отношения к	2	1
235	не должны	1	1
236	также и	1	1
237	личности для	1	1
238	противоречие с	2	1
239	к своей	1	1
240	это и	1	1
241	смотрит на	1	1
242	путем не	1	1
243	тем же	1	1
244	далеко и	1	1
245	противном случае	1	1
246	видеть в	2	1
247	в зависимости	1	1
248	ни у	1	1
249	вопрос о	5	1
250	оставаться самим	1	1
251	не была	1	1
252	подобного не	1	1
253	но она	2	1
254	на себя	2	1
255	счастливым когда	1	1
256	проявляется в	2	1
257	и говорить	1	1
258	собой в	1	1
259	иное как	1	1
260	сам а	1	1
261	во всех	5	1
262	в сторону	1	1
263	в общем	1	1
264	очевидно что	1	1
265	не просто	2	1
266	из таких	1	1
267	есть личность	1	1
268	первый взгляд	1	1
269	в одной	1	1
270	своей жизни	1	1
271	данный момент	1	1
272	внутри себя	1	1
273	что касается	1	1
274	в противном	1	1
275	им в	1	1
276	кто не	1	1
277	и как	3	1
278	и наконец	2	1
279	по пути	1	1
280	для которой	1	1
281	более или	4	1
282	то в	3	1
283	даже если	2	1
284	в которой	1	1
285	бы не	1	1
286	без этой	1	1
287	принципиальное отличие	1	1
288	не могла	1	1
289	этой культуры	2	1
290	в общении	1	1
291	иных основаниях	1	1
292	однако при	1	1
293	надежда на	1	1
294	быть самим	4	1
295	что ни	1	1
296	никому не	1	1
297	постольку поскольку	1	1
298	его можно	1	1
299	людей и	2	1
300	лишь с	1	1
301	способен лишь	1	1
302	поскольку она	1	1
303	здесь мы	1	1
304	в будущее	1	1
305	входит в	1	1
306	есть не	1	1
307	которая как	1	1
308	за другой	1	1
309	всю свою	2	1
310	практически не	1	1
311	ни в	2	1
312	но мы	3	1
313	церковь и	1	1
314	не всегда	1	1
315	он имеет	1	1
316	жизни но	1	1
317	становится и	1	1
318	ему по	2	1
319	должно быть	3	1
320	и ничего	1	1
321	одного и	1	1
322	на первый	1	1
323	или менее	4	1
324	человек и	1	1
325	ничего подобного	1	1
326	в такой	1	1
327	и без	1	1
328	всяком случае	6	1
329	в которых	1	1
330	признать что	6	1
331	к новой	1	1
332	другом и	2	1
333	их в	2	1
334	же может	1	1
335	для нее	2	1
336	освободиться от	1	1
337	связи с	3	1
338	ему как	1	1
339	всех их	1	1
340	из нас	1	1
341	каждого отдельного	2	1
342	можно ли	3	1
343	к такой	1	1
344	мы были	1	1
345	она не	2	1
346	в такое	1	1
347	будучи по	2	1
348	принадлежат к	2	1
349	у кого	1	1
350	было не	1	1
351	личности к	1	1
352	в основе	1	1
353	чтобы стать	1	1
354	иметь в	1	1
355	того и	1	1
356	возможно и	1	1
357	быть для	1	1
358	в противоречие	2	1
359	более что	1	1
360	а лишь	4	1
361	и теперь	1	1
362	свидетельствуют о	1	1
363	чтобы вся	1	1
364	не по	1	1
365	только с	2	1
366	как будто	2	1
367	этом направлении	2	1
368	от ее	1	1
369	к той	2	1
