N	3gram	Bakhtin_Pr_2	Marksizm
1	с точки зрения	8	13
2	не может быть	4	10
3	по отношению к	5	8
4	то же время	5	8
5	в то же	5	8
6	в связи с	1	7
7	в том что	1	6
8	в самом деле	4	5
9	то же самое	1	5
10	может быть и	2	5
11	но в то	3	5
12	на этой почве	1	5
13	в большинстве случаев	8	5
14	смысле этого слова	1	4
15	бы то ни	1	4
16	как если бы	2	4
17	то ни было	1	4
18	в отношении к	2	4
19	в точном смысле	1	4
20	на самом деле	1	4
21	той или иной	3	4
22	если бы он	1	3
23	в той или	3	3
24	и не может	4	3
25	как мы сказали	2	3
26	в таком случае	1	3
27	в отличие от	4	3
28	до сих пор	7	3
29	и не в	1	3
30	одно и то	2	3
31	данной социальной группы	1	3
32	с одной стороны	1	3
33	и то же	2	3
34	о том что	1	3
35	как мы уже	1	3
36	как целое и	1	2
37	на чужое слово	13	2
38	одной стороны и	1	2
39	более или менее	3	2
40	в этом последнем	1	2
41	том что он	2	2
42	в данную эпоху	1	2
43	речи и в	1	2
44	от одного поколения	1	2
45	но и в	1	2
46	так как если	1	2
47	в собственном смысле	1	2
48	одного поколения к	1	2
49	поколения к другому	1	2
50	или иной степени	1	2
51	по крайней мере	1	2
52	на чужую речь	4	2
53	в значительной степени	1	2
54	точки зрения своего	2	2
55	во всяком случае	1	2
56	в следующей главе	1	2
57	таком случае это	1	2
58	собственном смысле слова	1	2
59	до настоящего времени	1	2
60	то же слово	1	2
61	мы можем сказать	1	2
62	чужой речи и	1	2
63	на то что	2	2
64	в узком смысле	2	2
65	и до настоящего	1	2
66	в процессе его	1	2
67	к тому же	3	2
68	в авторском контексте	1	1
69	вполне понятно что	1	1
70	а следовательно и	1	1
71	перед нами случай	1	1
72	высказывания и потому	1	1
73	он как и	1	1
74	рядом друг с	1	1
75	слово и на	2	1
76	он совершенно не	1	1
77	не с точки	1	1
78	прежде всего на	1	1
79	значение чужого слова	1	1
80	а вовсе не	1	1
81	дело в том	1	1
82	как и всякое	1	1
83	бы в его	1	1
84	мы увидим в	1	1
85	в том числе	1	1
86	кажется что в	1	1
87	является в сущности	1	1
88	пор совершенно не	2	1
89	привлекать к себе	1	1
90	к нему не	1	1
91	в письменной форме	1	1
92	чужого слова как	1	1
93	сам по себе	5	1
94	сами по себе	1	1
95	в той же	1	1
96	мы как бы	1	1
97	и следовательно к	1	1
98	как мы увидим	3	1
99	именно как чужое	1	1
100	а может быть	1	1
101	в одном направлении	1	1
102	а лишь в	1	1
103	том числе и	1	1
104	в каждую эпоху	1	1
105	авторского и чужого	1	1
106	которых мы упоминали	1	1
107	рано или поздно	1	1
108	конечно совершенно невозможно	1	1
109	и пр он	1	1
110	оно является как	1	1
111	чужое слово и	5	1
112	иной степени в	1	1
113	у него нет	1	1
114	чужого слова и	3	1
115	для себя на	1	1
116	что было бы	1	1
117	и в других	1	1
118	уже говорили что	2	1
119	так или иначе	1	1
120	нем новые стороны	1	1
121	но тем не	1	1
122	как мы знаем	1	1
123	до конца и	1	1
124	взаимоотношение этих двух	1	1
125	лишь в пределах	1	1
126	чужое слово в	3	1
127	ее при этом	1	1
128	и в большинстве	2	1
129	мы здесь не	1	1
130	мы упоминали выше	1	1
131	так же не	1	1
132	отношению к нему	1	1
133	а как бы	1	1
134	слово и не	1	1
135	в равной степени	1	1
136	в одной плоскости	2	1
137	тем не менее	2	1
138	может стремиться к	1	1
139	для него в	1	1
140	рассказчика замещающего автора	1	1
141	в авторский контекст	2	1
142	они могут стать	1	1
143	ориентации по отношению	1	1
144	с другом как	1	1
145	становится как бы	1	1
146	или иной форме	1	1
147	сих пор совершенно	2	1
148	мы уже говорили	3	1
149	само по себе	1	1
150	или еще лучше	1	1
151	с другой стороны	3	1
152	о которых мы	1	1
153	и в том	1	1
154	вовсе не с	1	1
155	контекста в другой	1	1
156	как и речь	1	1
157	так сказать с	1	1
158	как бы не	1	1
159	точки зрения другого	1	1
160	как раз все	1	1
161	в душевной жизни	1	1
162	со словом в	1	1
163	каких бы то	1	1
164	в чужих устах	1	1
165	чужого слова в	3	1
166	в данной социальной	1	1
167	так и в	1	1
168	никогда не может	2	1
169	в нем новые	1	1
170	всего того что	1	1
171	чужое высказывание из	1	1
172	заложенные уже в	1	1
173	и в идеологическом	1	1
174	то перед нами	5	1
175	мы знаем в	1	1
176	не менее в	1	1
177	но все же	2	1
178	неизбежно приводит к	1	1
179	можно сказать что	1	1
180	друг от друга	2	1
181	с чужим словом	4	1
182	может быть лишь	1	1
183	есть прежде всего	1	1
184	конечно не в	1	1
185	интонации и в	1	1
186	друг с другом	4	1
187	но в этом	1	1
188	как и в	3	1
189	бы он и	1	1
190	можем сказать что	1	1
191	не может наоборот	1	1
192	но к этому	1	1
193	нам кажется что	2	1
