N	3gram	Tiupa_Anal_1	Morfolog
1	в связи с	1	8
2	не может быть	16	8
3	подобно тому как	3	5
4	по отношению к	5	4
5	с точки зрения	4	4
6	с другой стороны	2	4
7	далеко не все	1	3
8	как мы увидим	1	3
9	в первом случае	2	3
10	не могут быть	2	3
11	как и в	1	3
12	состоит в том	3	2
13	оно может быть	1	2
14	более или менее	1	2
15	в собственном смысле	1	2
16	с одной стороны	3	2
17	на первый взгляд	1	2
18	собственном смысле слова	1	2
19	и таким образом	1	2
20	в отдельных случаях	1	2
21	для того чтобы	3	2
22	в том что	9	2
23	а вовсе не	1	1
24	а н веселовский	1	1
25	но то что	1	1
26	он может быть	1	1
27	а затем уже	1	1
28	том что он	2	1
29	она может быть	1	1
30	и в качестве	1	1
31	о том как	1	1
32	что иное как	5	1
33	что же касается	1	1
34	герой волшебной сказки	1	1
35	в частности как	1	1
36	до сих пор	1	1
37	во всей своей	1	1
38	в таком случае	3	1
39	том случае если	1	1
40	ни в коем	2	1
41	это не всегда	1	1
42	бы то ни	3	1
43	а в качестве	1	1
44	героя к месту	1	1
45	в противном случае	1	1
46	в том случае	1	1
47	в коем случае	2	1
48	одно и то	1	1
49	может быть определено	1	1
50	в том или	2	1
51	не ощущается как	1	1
52	в данном случае	2	1
53	живой язык есть	1	1
54	и то же	1	1
55	во втором случае	1	1
56	во всяком случае	1	1
57	могут быть зафиксированы	1	1
58	самом деле в	1	1
59	есть не что	3	1
60	то же время	6	1
61	и как будто	1	1
62	но никто не	1	1
63	коем случае не	2	1
64	далеко не всегда	2	1
65	мы имеем в	1	1
66	о том что	3	1
67	той или иной	6	1
68	или во всяком	1	1
69	как будто не	1	1
70	в то же	8	1
71	к тому что	1	1
72	не что иное	4	1
73	друг с другом	1	1
74	дело не в	1	1
75	здесь как и	1	1
