N	4gram	Propp_Isto_6	Problema
1	не что иное как	1	4
2	в то время как	3	4
3	есть не что иное	1	4
4	и тем не менее	1	3
5	одно и то же	1	3
6	в том смысле что	1	3
7	то это значит что	1	2
8	как мы только что	1	1
9	и то и другое	1	1
10	и т д в	1	1
11	во всяком случае не	1	1
12	и т д все	1	1
13	прийти к выводу что	1	1
14	с этой точки зрения	1	1
15	тем не менее в	1	1
16	это не значит что	1	1
17	мы только что видели	1	1
18	в том что он	1	1
19	до сих пор мы	2	1
20	так же как и	1	1
21	не только то что	1	1
22	здесь можно было бы	1	1
23	о котором говорилось выше	1	1
24	в тех случаях когда	3	1
