N	3gram	Bakhtin_Fr_6	Myshleni
1	для того чтобы	1	14
2	по отношению к	1	12
3	в том что	2	11
4	с точки зрения	2	9
5	в этом отношении	3	5
6	заключается в том	1	5
7	можно сказать что	1	5
8	в другом месте	4	4
9	из того что	1	4
10	на этот вопрос	1	4
11	в то время	1	4
12	о том что	5	4
13	и того же	1	3
14	с таким же	1	3
15	того же самого	1	3
16	в лучшем случае	1	3
17	вместо того чтобы	3	3
18	до сих пор	3	3
19	с одной стороны	4	3
20	и тот же	2	3
21	не может быть	1	3
22	один и тот	1	3
23	одного и того	1	3
24	том что в	1	2
25	в самом деле	4	2
26	том что он	1	2
27	о том как	1	2
28	а потому что	1	2
29	что он может	1	2
30	в зависимости от	1	2
31	в той же	4	2
32	таким образом в	2	2
33	и то что	2	2
34	именно в этом	1	2
35	вместе с тем	1	2
36	а с другой	1	2
37	то что он	1	2
38	с другой стороны	2	2
39	но все же	1	2
40	мы видим что	1	2
41	но если мы	1	2
42	того факта что	1	2
43	в обоих случаях	1	1
44	что с ним	1	1
45	сказать что в	2	1
46	в начале этой	1	1
47	более или менее	1	1
48	мы увидим в	1	1
49	никак не может	2	1
50	одной стороны и	2	1
51	обратное влияние на	1	1
52	на первый план	3	1
53	сам по себе	1	1
54	у нас на	1	1
55	что именно в	1	1
56	является одним из	1	1
57	как мы увидим	2	1
58	мы находим в	1	1
59	о чем мы	1	1
60	в своей речи	1	1
61	то в чем	1	1
62	именно то что	1	1
63	составляет самое ядро	1	1
64	если взять его	1	1
65	из того факта	1	1
66	не совпадает с	1	1
67	в этой области	1	1
68	в первом случае	3	1
69	и на все	1	1
70	с каждым новым	1	1
71	с памятью и	1	1
72	совершенно иначе чем	1	1
73	смысле этого слова	1	1
74	в развитии этой	1	1
75	и по отношению	1	1
76	в связи с	1	1
77	а не как	1	1
78	мы уже говорили	11	1
79	друг к другу	1	1
80	прямо сказать что	2	1
81	можно прямо сказать	2	1
82	с ним в	1	1
83	между собой и	1	1
84	не там где	1	1
85	как мы видим	1	1
86	более глубокий и	1	1
87	в то же	5	1
88	и т.п и	2	1
89	тем более не	1	1
90	что уже в	1	1
91	восприятия и осмысления	1	1
92	той или иной	1	1
93	одним из самых	2	1
