N	2gram	Savitsky_E_1	Hudozhes
1	и в	37	28
2	том что	6	19
3	в ее	8	18
4	и не	14	18
5	в том	11	15
6	а не	2	14
7	в этом	12	13
8	не в	5	13
9	о том	3	12
10	не только	18	11
11	при этом	1	11
12	как и	7	11
13	в его	2	11
14	уже не	1	10
15	в себе	9	9
16	но и	14	9
17	так и	10	8
18	между тем	8	8
19	в жизни	1	8
20	может быть	6	8
21	по отношению	1	7
22	тогда как	1	7
23	состоит в	1	7
24	в мире	2	7
25	об этом	1	7
26	к тому	8	7
27	в частности	5	7
28	как это	4	7
29	и все	2	7
30	с ним	1	7
31	жизни в	3	7
32	в котором	2	6
33	то же	15	6
34	не было	1	6
35	и с	2	6
36	в своей	8	6
37	в то	16	6
38	тем что	3	6
39	казалось бы	1	6
40	для себя	1	6
41	если бы	2	6
42	сводится к	1	6
43	можно сказать	4	6
44	человеческой жизни	1	6
45	а в	2	6
46	то что	6	6
47	жизни и	2	6
48	с его	1	5
49	в этой	2	5
50	как в	3	5
51	в самом	4	5
52	что это	2	5
53	рядом с	1	5
54	в своем	14	5
55	не менее	1	5
56	никогда не	3	5
57	и его	1	5
58	она не	2	5
59	и сам	1	5
60	его жизни	1	5
61	одно из	1	5
62	для него	1	5
63	наряду с	2	5
64	как бы	6	5
65	с ее	1	5
66	что в	21	5
67	и другие	1	5
68	и т	1	4
69	но не	5	4
70	то в	4	4
71	он не	2	4
72	в других	2	4
73	для нее	1	4
74	тому что	1	4
75	же время	14	4
76	как будто	2	4
77	и о	1	4
78	того чтобы	6	4
79	вслед за	6	4
80	только в	9	4
81	в качестве	14	4
82	что и	3	4
83	для того	6	4
84	говорит о	3	4
85	то и	1	4
86	не может	9	4
87	бы и	3	4
88	чтобы не	1	3
89	по преимуществу	2	3
90	на себя	3	3
91	в ней	4	3
92	и на	6	3
93	столь же	5	3
94	со стороны	5	3
95	в нем	1	3
96	можно было	3	3
97	что все	2	3
98	с другими	2	3
99	было бы	8	3
100	в них	3	3
101	соответствии с	1	3
102	несмотря на	4	3
103	в этих	2	3
104	со своим	1	3
105	и это	1	3
106	когда в	1	3
107	внимание на	1	3
108	к нему	2	3
109	одной из	5	3
110	с ними	1	3
111	и ее	1	3
112	с одной	8	3
113	для нас	4	3
114	в одном	2	3
115	что на	2	3
