N	3gram	Bakhtin_Pr_2	Analitik
1	не может быть	6	16
2	в том что	4	9
3	в то же	3	8
4	в отличие от	1	6
5	то же время	3	6
6	той или иной	3	6
7	по отношению к	8	5
8	большей или меньшей	1	4
9	с точки зрения	9	4
10	и не может	2	4
11	к тому же	1	4
12	о том что	3	3
13	в той или	2	3
14	подобно тому как	2	3
15	в том числе	2	3
16	в таком случае	1	3
17	для того чтобы	1	3
18	быть не может	1	3
19	и того же	1	2
20	нет и не	1	2
21	от себя и	1	2
22	в самом деле	3	2
23	в том и	1	2
24	сами по себе	1	2
25	в этом отношении	2	2
26	в той мере	1	2
27	в данном случае	1	2
28	далеко не всегда	1	2
29	но в то	3	2
30	в равной степени	1	2
31	по природе своей	1	2
32	с другой стороны	1	2
33	мере в какой	1	2
34	в свое время	2	2
35	одного и того	1	2
36	той мере в	1	2
37	тех или иных	1	2
38	но прежде всего	1	1
39	самом деле в	1	1
40	природе событийна и	1	1
41	и сам автор	2	1
42	не одного только	1	1
43	в пределы одного	2	1
44	и в сущности	1	1
45	оно может быть	1	1
46	я никогда не	1	1
47	так что оно	1	1
48	и той же	1	1
49	более или менее	1	1
50	имеем в виду	2	1
51	а не так	1	1
52	как и сам	1	1
53	от него ответа	1	1
54	как раз и	1	1
55	то есть без	1	1
56	до сих пор	2	1
57	в зависимости от	3	1
58	в самом произведении	1	1
59	лишь одна из	1	1
60	как это происходит	1	1
61	то есть за	1	1
62	том числе и	2	1
63	в то что	1	1
64	в напряженном и	1	1
65	по крайней мере	2	1
66	по природе событийна	1	1
67	а в литературе	1	1
68	и рождается в	1	1
69	все эти три	1	1
70	не только в	1	1
71	в точке соприкосновения	1	1
72	смысле этого слова	2	1
73	не я а	1	1
74	и в пределах	1	1
75	но в таком	1	1
76	и как бы	2	1
77	соприкосновения разных сознаний	1	1
78	в большей или	1	1
79	или меньшей степени	1	1
80	прежде всего в	1	1
81	событийна и рождается	1	1
82	могла бы быть	1	1
83	я не могу	1	1
84	что же касается	1	1
85	пределы одного сознания	2	1
86	смерти если бы	1	1
87	этой точки зрения	2	1
88	далеко не все	1	1
89	во всех своих	1	1
90	один из возможных	1	1
91	принципиально не может	1	1
92	это происходит в	1	1
93	и в самом	2	1
94	точке соприкосновения разных	1	1
95	рождается в точке	1	1
96	он не есть	1	1
97	мы имеем в	2	1
98	в себе все	1	1
99	в этом смысле	5	1
100	одной и той	1	1
101	друг с другом	2	1
102	или лучше сказать	1	1
103	не так как	1	1
104	таком случае это	1	1
105	с самим собой	1	1
