N	3gram	Trubetskoy_1	Psycholo
1	совершенно ясно что	1	14
2	в том что	15	9
3	не может быть	3	8
4	на то что	7	8
5	в самом деле	5	7
6	о том что	4	7
7	во всяком случае	2	6
8	заключается в том	2	6
9	в зависимости от	1	5
10	то время как	1	5
11	в то время	2	5
12	не в том	1	5
13	этой точки зрения	1	5
14	с другой стороны	4	5
15	с одной стороны	2	5
16	для того чтобы	7	5
17	психологической точки зрения	1	4
18	с этой точки	1	4
19	так же как	3	4
20	как и в	2	4
21	только тогда когда	1	4
22	не в состоянии	2	3
23	и той же	1	3
24	только в том	1	3
25	до сих пор	8	3
26	точно так же	1	3
27	одной и той	1	3
28	то что у	2	3
29	в конце концов	4	3
30	с психологической точки	1	3
31	что у него	1	3
32	и так как	1	3
33	надо сказать что	1	3
34	не только не	1	3
35	все то что	1	3
36	хотя и не	1	2
37	состоит в том	1	2
38	более или менее	7	2
39	в настоящее время	2	2
40	в том и	2	2
41	никак не может	1	2
42	то же самое	1	2
43	с точки зрения	8	2
44	а потому не	1	2
45	в одинаковой мере	1	2
46	несмотря на то	2	2
47	вместе с тем	2	2
48	в том случае	4	2
49	ясно что и	1	2
50	в противоречие с	1	2
51	благодаря тому что	1	2
52	потому не может	1	2
53	в целом ряде	3	2
54	и таким образом	1	2
55	а в том	1	2
56	и что следовательно	1	2
57	то есть в	1	2
58	при этом не	1	2
59	смысле этого слова	1	2
60	мы видим что	1	2
61	по этому поводу	1	2
62	на самом деле	7	2
63	тем не менее	4	2
64	мы видели что	1	2
65	и в конце	1	1
66	потому что как	1	1
67	и того же	3	1
68	друг к другу	2	1
69	что эта психология	1	1
70	есть как бы	1	1
71	и тому же	1	1
72	не может не	3	1
73	того чтобы проверить	1	1
74	таким образом оказывается	1	1
75	а следовательно и	1	1
76	еще далеко не	1	1
77	точки зрения на	1	1
78	таким образом психика	1	1
79	его к жизни	1	1
80	дело в том	1	1
81	но так как	2	1
82	так точно и	1	1
83	то ясно что	4	1
84	выпадает на долю	1	1
85	может показаться что	1	1
86	в том числе	1	1
87	том что он	2	1
88	что это действительно	1	1
89	те же самые	1	1
90	сознательно или бессознательно	1	1
91	в том же	3	1
92	что и для	1	1
93	ничего такого что	1	1
94	он не может	2	1
95	вступить в противоречие	1	1
96	по сравнению с	5	1
97	принять во внимание	2	1
98	том случае если	4	1
99	на точку зрения	1	1
100	таким образом как	1	1
101	и при помощи	1	1
102	что мы можем	1	1
103	а может быть	1	1
104	в таком же	2	1
105	независимо от того	1	1
106	и для того	1	1
107	совершенно так же	4	1
108	заключает в себе	2	1
109	том или ином	1	1
110	широком смысле слова	1	1
111	вместе с ними	1	1
112	и то что	3	1
113	совершенно в таком	1	1
114	во внимание что	1	1
115	на основании этих	1	1
116	психологией таким образом	1	1
117	и более или	1	1
118	в этой области	4	1
119	между тем как	1	1
120	мы все же	2	1
121	мы не знаем	1	1
122	в приложении к	1	1
123	и то же	1	1
124	должны рассматриваться как	1	1
125	это имеет место	1	1
126	разница только в	1	1
127	что в таком	1	1
128	приводит к тому	1	1
129	в том или	1	1
130	в связи с	3	1
131	столь же мало	1	1
132	все что мы	1	1
133	но вместе с	1	1
134	уже и сейчас	1	1
135	как мы знаем	1	1
136	вместо того чтобы	1	1
137	что при этом	1	1
138	образом оказывается что	1	1
139	в широком смысле	1	1
140	образом мы видим	1	1
141	в тех случаях	1	1
142	только то что	2	1
143	у него в	1	1
144	до тех пор	1	1
145	в своих общих	1	1
146	но для того	1	1
147	мы знаем и	1	1
148	таким образом мы	1	1
149	в свою очередь	2	1
150	та или иная	1	1
151	не может служить	2	1
152	не принадлежат к	1	1
153	с самого начала	1	1
154	но даже в	1	1
155	к тем же	1	1
156	несмотря на все	1	1
157	случае если бы	2	1
158	одного и того	3	1
159	из этих частей	1	1
160	тогда когда оно	1	1
161	таком же виде	1	1
162	так что от	1	1
163	в вопросе о	2	1
164	это действительно так	1	1
165	и в том	2	1
166	одно и то	1	1
167	именно потому что	2	1
168	к тому же	5	1
169	от него в	1	1
170	на задний план	1	1
171	одному и тому	1	1
172	этого слова что	1	1
173	в нем не	1	1
174	том числе и	1	1
175	всех других видов	1	1
