N	3gram	Vinokur_Ku_3	VelikijI
1	то что мы	1	3
2	к тому что	1	3
3	но и в	1	2
4	не будет уже	1	2
5	это еще не	1	2
6	в вопросе о	1	2
7	в том что	8	2
8	и т д	8	2
9	но все же	1	1
10	есть один из	1	1
11	то ни стало	1	1
12	во что бы	1	1
13	есть прежде всего	1	1
14	т д и	1	1
15	хотя бы и	1	1
16	с тем чтобы	2	1
17	является и будет	1	1
18	бы то ни	1	1
19	лишь в процессе	1	1
20	и в русском	1	1
21	по крайней мере	1	1
22	вместе с тем	1	1
23	что бы то	1	1
24	в известном смысле	2	1
25	и в этом	4	1
26	не могут быть	2	1
27	и что ты	1	1
28	в этих словах	1	1
29	нет и что	1	1
30	с другой стороны	3	1
31	речь идет конечно	1	1
32	a с другой	1	1
33	не могут и	1	1
34	д и т	1	1
35	против того что	1	1
36	так и в	3	1
37	и вместе с	1	1
38	есть еще и	1	1
39	после того как	4	1
40	и в вопросе	1	1
41	получается в результате	1	1
