N	2gram	Losev_Vlad_3	Analitik
1	не только	25	22
2	и в	40	18
3	как и	7	14
4	так и	6	14
5	в этом	16	14
6	и его	10	13
7	но и	18	13
8	том что	18	12
9	в качестве	3	12
10	и не	25	12
11	в частности	1	12
12	при этом	3	11
13	то есть	24	10
14	а в	7	10
15	как бы	3	10
16	что в	17	9
17	может быть	8	9
18	со стороны	2	9
19	а не	8	9
20	в том	18	9
21	с его	2	8
22	и даже	6	8
23	в первой	1	8
24	как раз	10	7
25	в его	14	7
26	с другой	5	7
27	во второй	1	7
28	но не	4	7
29	и самого	1	6
30	еще не	4	6
31	в этой	8	6
32	он не	8	6
33	в их	2	6
34	не в	3	6
35	к тому	7	6
36	для него	8	6
37	о том	11	6
38	в начале	2	6
39	того же	2	5
40	мы имеем	3	5
41	в самом	4	5
42	лишь в	1	5
43	в мире	2	5
44	или иной	1	5
45	в сущности	2	5
46	что и	7	5
47	уже не	9	5
48	в конце	12	5
49	никогда не	11	5
50	в свою	1	5
51	прежде всего	10	5
52	не является	2	5
53	такого рода	4	5
54	в результате	4	5
55	другой стороны	2	5
56	принадлежит к	1	4
57	и на	6	4
58	а и	2	4
59	что он	5	4
60	отнюдь не	5	4
61	в своем	8	4
62	и как	7	4
63	что по	1	4
64	и к	2	4
65	таким образом	11	4
66	по себе	6	4
67	тем самым	2	4
68	в одном	5	4
69	не менее	9	4
70	и сам	1	4
71	внимание на	1	4
72	можно сказать	1	4
73	не есть	10	4
74	однако что	1	4
75	далеко не	3	4
76	о чем	1	4
77	в данном	5	4
78	все же	4	4
79	перед нами	3	4
80	я и	1	3
81	здесь и	2	3
82	едва ли	11	3
83	по его	2	3
84	его не	1	3
85	который в	2	3
86	мы не	2	3
87	в целом	2	3
88	уже в	3	3
89	здесь не	3	3
90	но как	2	3
91	если в	1	3
92	а всего	1	3
93	что они	1	3
94	как говорит	2	3
95	как в	1	3
96	с этим	2	3
97	что касается	2	3
98	поскольку он	4	3
99	из этих	3	3
100	с их	3	3
101	роль в	2	3
102	тому же	5	3
103	в году	10	3
104	то же	4	3
105	не будет	6	3
106	его в	2	3
107	ко второму	2	3
108	точки зрения	13	3
109	и без	1	3
110	не столько	3	3
111	все это	1	3
112	в то	7	3
113	только не	1	3
114	ничего не	5	3
115	же время	2	3
116	личности в	1	3
117	той или	2	3
118	указывает на	1	3
119	с ее	1	3
120	в ее	1	3
121	данном случае	2	3
122	так в	1	3
123	жизнь и	3	3
124	путь к	2	3
125	именно в	3	3
126	было бы	4	3
127	во всем	6	3
128	этом отношении	2	3
129	еще и	18	3
130	не было	5	3
131	однако и	4	3
132	не всегда	1	3
133	как это	4	3
134	к жизни	1	3
135	пока еще	1	3
136	по поводу	1	3
137	к этому	2	3
138	только к	2	2
139	отношения к	5	2
140	например в	1	2
141	самом деле	1	2
142	по преимуществу	2	2
143	есть не	2	2
144	на себя	2	2
145	в составе	1	2
146	и он	1	2
147	в ней	5	2
148	освобождения от	1	2
149	нам представляется	2	2
150	во всех	1	2
151	свою жизнь	1	2
152	в общем	1	2
153	очевидно что	1	2
154	отличие от	3	2
155	это и	1	2
156	сама по	1	2
157	не видно	1	2
158	когда он	1	2
159	но в	4	2
160	не такое	1	2
161	бы и	4	2
162	все эти	5	2
163	в тех	1	2
164	в себе	9	2
165	так сказать	1	2
166	наш взгляд	1	2
167	что она	2	2
168	в нем	3	2
169	о которой	1	2
170	не как	2	2
171	и вот	1	2
172	и по	2	2
173	согласуется с	1	2
174	этом он	1	2
175	это не	3	2
176	с самим	1	2
177	в жизни	2	2
178	а вот	2	2
179	в них	1	2
180	о которых	2	2
181	с тем	7	2
182	несмотря на	7	2
183	не мог	6	2
184	к первому	2	2
185	с точки	6	2
186	в отличие	3	2
187	тем не	10	2
188	даже в	4	2
189	человеческого я	1	2
190	дело в	5	2
191	одна из	1	2
192	на наш	1	2
193	по своей	2	2
194	сводится к	3	2
195	сравнении с	2	2
196	его за	1	2
197	подход к	1	2
198	в себя	1	2
199	в дальнейшем	4	2
200	те же	1	2
201	не с	4	2
202	в новом	1	2
203	об этом	6	2
204	произведения как	1	2
205	и здесь	6	2
206	о своей	1	2
207	на примере	1	2
208	в глаза	4	2
209	в глазах	1	2
210	тех пор	1	2
211	один из	1	2
212	но с	2	2
213	с появлением	1	2
214	только в	13	2
215	то в	6	2
216	с одной	3	2
217	все они	2	2
218	но сам	1	2
219	вопроса о	1	2
220	всяком случае	3	2
221	нуждается в	1	2
222	не для	1	2
223	тем что	5	2
224	указание на	1	2
225	одной стороны	3	2
226	который не	1	2
227	и прежде	1	2
228	говорит о	4	2
229	что несмотря	2	2
230	на эту	1	2
231	что мы	2	2
232	не может	14	2
233	вместе с	7	2
234	и потому	10	2
235	по своему	1	2
236	когда мы	1	2
237	да и	6	2
238	этого слова	1	2
239	в контексте	1	2
240	на пути	1	2
241	и для	3	2
242	и от	6	2
243	мира и	1	2
244	хотя и	7	2
245	и все	4	2
246	в сравнении	2	2
247	же в	3	2
248	то что	28	2
249	нам не	1	2
250	сказать что	12	2
251	совершенно не	2	2
252	а также	8	2
253	во всяком	3	2
254	гораздо более	1	2
255	оба они	1	1
256	а между	1	1
257	как известно	1	1
258	также что	1	1
259	речь идет	1	1
260	таком случае	2	1
261	человека и	3	1
262	сам по	2	1
263	молодого человека	1	1
264	себе путь	1	1
265	на самом	3	1
266	в христианском	2	1
267	думал о	1	1
268	и есть	1	1
269	не признает	1	1
270	из самых	1	1
271	из его	1	1
272	не имеют	2	1
273	с таким	2	1
274	есть на	1	1
275	мы уже	5	1
276	и само	2	1
277	на первом	3	1
278	что если	4	1
279	вопрос о	4	1
280	начинается с	1	1
281	никак не	4	1
282	что иное	1	1
283	оно есть	6	1
284	я не	3	1
285	мы и	2	1
286	был еще	1	1
287	и был	3	1
288	в таком	3	1
289	он был	2	1
290	он сам	2	1
291	иное как	1	1
292	на их	1	1
293	и внимательно	1	1
294	всего этого	1	1
295	там и	1	1
296	то мы	1	1
297	это бывает	1	1
298	второму изданию	2	1
299	мы будем	2	1
300	легко может	2	1
301	к богу	2	1
302	не все	3	1
303	не путем	1	1
304	уже как	1	1
305	должны были	1	1
306	за пределы	3	1
307	один и	1	1
308	и первый	1	1
309	в истории	5	1
310	независимо от	3	1
311	с чисто	1	1
312	отгородиться от	1	1
313	первых двух	1	1
314	кто из	1	1
315	этом же	2	1
316	напомнить читателю	1	1
317	говорит что	1	1
318	один ряд	1	1
319	мир и	1	1
320	себе не	1	1
321	с целым	1	1
322	сам бог	2	1
323	и свою	1	1
324	от этого	2	1
325	к чему	1	1
326	не можем	2	1
327	та же	1	1
328	он идет	1	1
329	и у	3	1
330	как то	1	1
331	так или	2	1
332	без учета	1	1
333	бы не	1	1
334	поскольку в	3	1
335	в известном	1	1
336	на стадии	1	1
337	на то	4	1
338	у а	1	1
339	что каждая	1	1
340	письма от	1	1
341	в свет	1	1
342	в статье	1	1
343	и еще	2	1
344	чего следует	1	1
345	в силу	2	1
346	какой бы	1	1
347	всех своих	2	1
348	которое как	1	1
349	от других	1	1
350	такого же	1	1
351	этим самым	1	1
352	выходит далеко	1	1
353	того кто	1	1
354	в другом	2	1
355	с позиций	1	1
356	мыслится как	1	1
