N	2gram	Bakhtin_fo_1	Problema
1	то что	6	42
2	вовсе не	13	35
3	то есть	33	33
4	и в	50	32
5	и не	14	31
6	в этом	25	19
7	не только	9	17
8	потому что	4	16
9	в себе	3	15
10	по себе	2	15
11	а не	3	15
12	но в	10	14
13	у нас	1	14
14	может быть	11	14
15	как бы	2	14
16	что мы	2	13
17	в нем	24	13
18	при помощи	1	13
19	как раз	13	13
20	сказать что	3	13
21	бесконечный ряд	1	12
22	вещи и	1	12
23	том что	4	12
24	что в	5	12
25	так и	12	12
26	и т	8	11
27	также и	2	11
28	так как	6	11
29	о том	1	11
30	и даже	2	11
31	если мы	2	11
32	то же	11	10
33	отнюдь не	5	10
34	в этой	1	10
35	об этом	2	10
36	ничего не	9	10
37	прежде всего	15	10
38	нет ничего	4	10
39	еще не	5	9
40	но не	5	9
41	раз и	2	9
42	того чтобы	5	9
43	и это	4	9
44	но и	8	9
45	по своему	1	9
46	в данном	2	9
47	в том	9	9
48	так же	6	9
49	в таком	3	9
50	и ее	3	8
51	и на	8	8
52	все эти	9	8
53	на то	1	8
54	для того	5	8
55	было бы	2	8
56	в своей	2	8
57	когда мы	1	8
58	есть только	2	8
59	данном случае	1	8
60	не может	6	8
61	смысле слова	2	7
62	во всех	6	7
63	тоже не	1	7
64	всех этих	5	7
65	ни в	8	7
66	в них	4	7
67	между собою	1	7
68	и является	2	7
69	как мы	14	7
70	здесь не	4	7
71	никогда не	2	7
72	того что	2	7
73	что он	1	7
74	только в	4	7
75	тем что	2	7
76	все это	4	7
77	и все	6	7
78	во всяком	3	7
79	и то	4	6
80	самом деле	1	6
81	и есть	1	6
82	есть не	3	6
83	но как	1	6
84	и как	10	6
85	в самом	8	6
86	при этом	3	6
87	его в	3	6
88	это не	6	6
89	в то	9	6
90	таким образом	11	6
91	в виду	3	6
92	разного рода	2	6
93	и здесь	1	6
94	в его	13	6
95	так что	1	6
96	то и	1	6
97	в конце	9	6
98	о чем	1	6
99	не существует	1	6
100	хотя и	3	6
101	всегда есть	1	6
102	совершенно не	2	6
103	не имеют	3	5
104	мы уже	11	5
105	а только	2	5
106	она есть	1	5
107	в своем	4	5
108	перед нами	1	5
109	не являются	2	5
110	но уже	1	5
111	далеко не	2	5
112	с тем	3	5
113	в котором	4	5
114	есть именно	2	5
115	связи с	6	5
116	той или	2	5
117	и которые	1	5
118	для нас	2	5
119	есть в	2	5
120	в других	9	5
121	или иной	2	5
122	еще и	2	5
123	не знал	1	5
124	не является	2	5
125	тем более	1	5
126	мы должны	2	5
127	функции в	1	4
128	в их	6	4
129	мы и	4	4
130	совсем не	2	4
131	есть по	1	4
132	сама по	1	4
133	в истории	2	4
134	как в	6	4
135	как он	2	4
136	их в	3	4
137	входит в	3	4
138	предметы в	1	4
139	мы говорили	3	4
140	не в	5	4
141	а в	3	4
142	и искусства	1	4
143	в дальнейшем	6	4
144	на том	1	4
145	если бы	5	4
146	а также	2	4
147	и только	1	4
148	в литературе	16	4
149	ровно ничего	1	4
150	один из	3	4
151	философии и	1	4
152	только на	3	4
153	мы можем	1	4
154	именно как	4	4
155	именно в	3	4
156	не было	7	4
157	в одно	3	4
158	если не	1	4
159	и вообще	2	4
160	и для	4	4
161	в связи	5	4
162	или в	3	4
163	и ни	1	4
164	же в	3	4
165	он всегда	1	3
166	но она	2	3
167	того же	8	3
168	в чем	2	3
169	в ее	6	3
170	в буквальном	2	3
171	с этим	6	3
172	однако не	1	3
173	что это	1	3
174	но он	2	3
175	как оно	2	3
176	да и	3	3
177	он не	5	3
178	и еще	2	3
179	его от	2	3
180	но все	5	3
181	что все	2	3
182	или на	1	3
183	в жизни	6	3
184	о которых	1	3
185	как и	8	3
186	и уже	3	3
187	что значит	1	3
188	в этих	3	3
189	точки зрения	5	3
190	с точки	2	3
191	в которых	2	3
192	есть еще	1	3
193	в отношении	3	3
194	дело в	2	3
195	в самой	2	3
196	или как	4	3
197	буквальном смысле	2	3
198	и его	16	3
199	в каком	2	3
200	к тому	3	3
201	что оно	1	3
202	для себя	7	3
203	ясно что	2	3
204	не на	1	3
205	но отнюдь	1	3
206	только и	5	3
207	и во	7	3
208	во всей	3	3
209	в теории	1	3
210	и следовательно	4	3
211	мы увидим	1	3
212	очень много	1	3
213	по этому	1	3
214	же и	2	3
215	уже не	2	3
216	уже в	2	3
217	об его	1	3
218	из них	1	3
219	говорит о	1	3
220	всяком случае	1	3
221	сами по	1	3
222	до сих	3	3
223	с другой	2	3
224	не обязательно	2	3
225	здесь в	2	3
226	а наоборот	1	3
227	оно не	2	3
228	что не	3	3
229	сколько угодно	2	3
230	быть и	2	3
231	сих пор	3	3
232	но для	2	3
233	не больше	1	3
234	необходимо чтобы	2	3
235	от всего	1	3
236	хотя бы	2	3
237	с ним	2	3
238	или не	2	3
239	мы говорим	1	3
240	себе не	1	3
241	в искусстве	1	3
242	этого романа	4	2
243	я и	1	2
244	например в	6	2
245	же как	2	2
246	и потому	3	2
247	по преимуществу	3	2
248	и до	5	2
249	по его	1	2
250	для своего	1	2
251	мы имеем	1	2
252	мы не	3	2
253	и ничего	1	2
254	науки и	1	2
255	в сущности	3	2
256	на себя	2	2
257	он сам	1	2
258	с его	9	2
259	то он	1	2
260	мы будем	2	2
261	его во	1	2
262	нет и	2	2
263	только ее	1	2
264	внутренняя жизнь	2	2
265	кроме того	4	2
266	этой идеи	1	2
267	в которой	2	2
268	из этих	1	2
269	вообще не	3	2
270	все другие	2	2
271	которая является	1	2
272	он должен	2	2
273	с такими	1	2
274	как они	1	2
275	и может	2	2
276	конечно в	1	2
277	и с	4	2
278	здесь то	1	2
279	это было	1	2
280	с другими	3	2
281	для них	3	2
282	должно быть	1	2
283	и того	6	2
284	одного и	5	2
285	на первый	1	2
286	в эту	1	2
287	и при	1	2
288	нас не	1	2
289	оказывается что	2	2
