N	3gram	Ircho_Kome_1	StatiiOP
1	в том что	9	16
2	о том что	3	11
3	в этом отношении	3	9
4	и т д	4	6
5	том что он	4	5
6	до сих пор	2	5
7	вместе с тем	1	5
8	для того чтобы	1	5
9	к тому что	1	5
10	что он не	1	4
11	после того как	3	4
12	в одном из	4	3
13	и т п	5	3
14	так же как	1	3
15	обращает на себя	1	3
16	с другой стороны	5	3
17	во всяком случае	2	3
18	с самого начала	1	3
19	речь идет о	3	3
20	том что в	1	2
21	на себя внимание	1	2
22	только что в	1	2
23	в том же	1	2
24	в отличие от	1	2
25	бы то ни	2	2
26	и его друзья	1	2
27	в которой между	1	2
28	в это время	1	2
29	в значительной степени	1	2
30	ни в одном	1	2
31	то ни было	2	2
32	более или менее	1	2
33	в политическом отношении	3	2
34	на то что	2	2
35	не представляется возможным	1	2
36	в предисловии к	1	2
37	тем не менее	1	2
38	к тому же	5	2
39	которой между прочим	1	2
40	е в том	1	1
41	а между тем	1	1
42	да и в	1	1
43	в обоих случаях	1	1
44	он был очень	1	1
45	не говоря уже	2	1
46	в ответ на	1	1
47	ни малейшего намека	1	1
48	лет спустя после	1	1
49	что же касается	1	1
50	и тому же	1	1
51	идет о том	1	1
52	сам по себе	1	1
53	в той же	1	1
54	в первую очередь	2	1
55	в первые десятилетия	1	1
56	и в тех	1	1
57	говоря уже о	2	1
58	с тех пор	1	1
59	в зависимости от	1	1
60	малейшего намека на	1	1
61	т е в	2	1
62	как раз против	1	1
63	из того же	1	1
64	в чем же	1	1
65	в данном случае	1	1
66	вопрос о чем	1	1
67	к сожалению не	1	1
68	это предположение и	1	1
69	в высшей степени	1	1
70	в конце концов	4	1
71	трагедии так и	1	1
72	так или иначе	1	1
73	трагедии в качестве	1	1
74	в г и	1	1
75	что у него	1	1
76	поэтому и в	1	1
77	но это еще	1	1
78	и в том	1	1
79	потому что они	1	1
80	еще в г	1	1
81	не мог не	1	1
82	по отношению к	3	1
83	то же время	4	1
84	из наиболее ярких	1	1
85	в то время	5	1
86	о том каким	1	1
87	середины х годов	1	1
88	т п иной	1	1
89	но он не	1	1
90	и все это	1	1
91	новых идей и	1	1
92	т п в	1	1
93	в трагедии в	1	1
94	во второй половине	2	1
95	в то же	4	1
96	можно судить по	2	1
97	него самого и	1	1
98	в том числе	1	1
99	который в своем	1	1
100	таким образом в	2	1
101	был одним из	1	1
102	в отношении к	1	1
103	в которой на	1	1
104	до нас не	1	1
105	одному и тому	1	1
106	как мы видели	1	1
