N	2gram	Ircho_Kome_2	Myslijsy
1	потому что	6	49
2	для нас	3	31
3	и в	26	24
4	может быть	11	23
5	в сознании	1	23
6	то что	6	20
7	и не	14	19
8	в том	11	18
9	а не	1	18
10	что в	9	16
11	не только	7	15
12	по себе	1	15
13	того же	3	14
14	не в	2	13
15	было бы	8	13
16	то же	3	12
17	но не	3	12
18	мы можем	3	12
19	не может	3	12
20	мы не	2	11
21	таким образом	6	11
22	вместе с	9	11
23	если бы	9	11
24	что и	7	11
25	только в	4	11
26	как в	3	10
27	в себе	1	10
28	для него	1	10
29	так что	5	10
30	так как	4	10
31	независимо от	5	9
32	в нем	6	9
33	вовсе не	2	9
34	то и	1	9
35	но и	10	9
36	как бы	2	9
37	точно так	1	9
38	и на	7	8
39	в этом	10	8
40	более или	1	8
41	том что	9	8
42	или менее	1	8
43	в одно	1	8
44	а в	3	8
45	в чем	1	7
46	во всех	3	7
47	с этим	5	7
48	мысль о	1	7
49	как и	4	7
50	всяком случае	2	7
51	того как	3	7
52	прежде всего	4	7
53	тем что	3	7
54	во всяком	2	7
55	и т	2	6
56	и как	1	6
57	в состоянии	1	6
58	тем не	1	6
59	в то	6	6
60	не имеет	3	6
61	связи с	3	6
62	свою очередь	1	6
63	между тем	4	6
64	в одном	2	6
65	с другой	2	6
66	не было	3	6
67	в свою	1	6
68	только как	1	6
69	по поводу	3	6
70	столь же	9	5
71	все же	4	5
72	мертвых душ	1	5
73	уже в	4	5
74	и уже	1	5
75	не менее	4	5
76	с ним	1	5
77	судя по	4	5
78	так и	12	5
79	о том	6	5
80	тот же	2	5
81	из них	7	5
82	от того	2	5
83	в них	4	5
84	для того	5	5
85	что не	1	5
86	и их	3	5
87	представляется нам	1	5
88	приводит в	1	5
89	только для	1	5
90	же в	4	5
91	в памяти	1	5
92	в которой	5	5
93	в самом	4	4
94	время как	2	4
95	еще не	6	4
96	но в	3	4
97	из этих	4	4
98	одно время	1	4
99	как он	3	4
100	главным образом	1	4
101	и если	2	4
102	а вместе	1	4
103	с тем	5	4
104	в котором	3	4
105	место в	4	4
106	сих пор	2	4
107	стало быть	1	4
108	тем самым	1	4
109	чувства в	1	4
110	одна из	2	4
111	таким путем	1	4
112	то время	3	4
113	так в	2	4
114	никогда не	1	4
115	и что	2	4
116	что он	5	4
117	с одной	2	4
118	в других	2	4
119	до сих	2	4
120	там где	1	4
121	если не	2	4
122	во время	6	4
123	говоря о	1	3
124	например в	3	3
125	этого последнего	1	3
126	тем же	1	3
127	той же	3	3
128	но даже	1	3
129	то это	2	3
130	же что	1	3
131	что его	3	3
132	в создании	1	3
133	если в	2	3
134	со стороны	2	3
135	помнить что	1	3
136	хотя и	4	3
137	на нас	1	3
138	что это	4	3
139	в целом	4	3
140	думать что	1	3
141	имеет для	1	3
142	подобным образом	1	3
143	что она	2	3
144	человека в	3	3
145	могла бы	3	3
146	его не	1	3
147	на все	1	3
148	его в	4	3
149	это не	2	3
150	о которых	1	3
151	рядом с	2	3
152	и тогда	1	3
153	в эту	1	3
154	в этих	4	3
155	и при	1	3
156	ни было	2	3
157	быть не	1	3
158	бы быть	1	3
159	в ней	3	3
160	в каком	1	3
161	если мы	1	3
162	как не	2	3
163	что само	1	3
164	не с	1	3
165	мог бы	1	3
166	но мы	1	3
167	от них	1	3
168	и во	2	3
169	вслед за	2	3
170	как например	1	3
171	и у	2	3
172	одно из	2	3
173	не так	1	3
174	искать в	3	3
