N	3gram	Potebnia_M_3	Psycholo
1	в том что	16	17
2	для того чтобы	3	13
3	в самом деле	1	11
4	заключается в том	1	10
5	и т п	2	8
6	не может быть	3	8
7	с таким образом	1	8
8	на то что	1	6
9	то же самое	1	6
10	на самом деле	1	5
11	до сих пор	3	5
12	в этом отношении	2	5
13	в художественном произведении	1	5
14	и той же	2	4
15	сам по себе	5	4
16	в том случае	1	4
17	в данном случае	1	4
18	тем не менее	3	4
19	о том что	1	4
20	и в самом	2	4
21	только в том	3	4
22	одной и той	2	4
23	том что она	1	3
24	в том виде	1	3
25	том что он	2	3
26	сами по себе	1	3
27	в том чтобы	2	3
28	в то время	4	3
29	само по себе	3	3
30	таким образом и	1	3
31	что и в	3	3
32	это было бы	1	2
33	подобно тому как	2	2
34	те же самые	1	2
35	в сознании и	2	2
36	что он не	3	2
37	как и в	2	2
38	того и другого	1	2
39	и тем что	1	2
40	и то что	1	2
41	то время как	1	2
42	и что в	1	2
43	не в том	5	2
44	в первый раз	1	2
45	и таким образом	1	2
46	и в том	2	2
47	таким образом в	1	2
48	то же время	5	2
49	в свою очередь	3	2
50	это значит что	1	2
51	возможны только в	1	2
52	с другой стороны	4	2
53	в то же	5	2
54	заключает в себе	5	2
55	к тому что	2	2
56	то же что	4	2
57	только потому что	2	2
58	и т д	3	2
59	то что называют	1	2
60	самих по себе	2	1
61	то все же	1	1
62	слова в этом	1	1
63	и в поэзии	1	1
64	и может быть	2	1
65	а между тем	2	1
66	чувства и в	1	1
67	иначе как в	1	1
68	если бы в	1	1
69	которые не могут	1	1
70	в силу того	1	1
71	в чем же	1	1
72	потому что в	1	1
73	то есть не	4	1
74	в глаза что	1	1
75	один и тот	1	1
76	что для него	1	1
77	и там где	1	1
78	и как он	1	1
79	но опыт показывает	1	1
80	между тем в	1	1
81	в таком случае	2	1
82	от присоединения к	1	1
83	он относится к	1	1
84	по себе и	1	1
85	лишь тогда когда	1	1
86	то что при	1	1
87	но и в	4	1
88	что все эти	1	1
89	и та же	1	1
90	только то что	1	1
91	что не только	1	1
92	тогда когда он	1	1
93	каждом шагу в	1	1
94	и в других	1	1
95	одного образа в	1	1
96	за то что	1	1
97	на каждом шагу	1	1
98	несмотря на свою	1	1
99	к поэзии и	1	1
100	только при помощи	1	1
101	опыт показывает что	1	1
102	что в то	3	1
103	в противном случае	1	1
104	мы знаем только	1	1
105	по крайней мере	5	1
106	силу того что	1	1
107	вместе с тем	4	1
108	получает власть над	1	1
109	одно и то	5	1
110	не только из	1	1
111	же что и	1	1
112	потому что с	1	1
113	потому что он	3	1
114	ясно что и	1	1
115	от того что	5	1
116	может быть не	1	1
117	не есть еще	2	1
118	с одной стороны	3	1
119	что для нас	1	1
120	и тот же	1	1
121	и то же	5	1
122	не зависит от	1	1
123	если мы не	1	1
124	в том как	3	1
125	мы можем предположить	1	1
126	точки зрения и	1	1
127	на это не	1	1
128	в произведении искусства	3	1
129	не могут быть	2	1
130	в самом художнике	1	1
131	и что только	2	1
132	а не как	1	1
133	а потому и	1	1
134	одна и та	1	1
135	того что при	1	1
136	только в очень	1	1
137	формы в какой	1	1
138	тем что в	1	1
139	и далее и	1	1
140	в свое время	1	1
141	бросается в глаза	1	1
142	форма и содержание	1	1
143	по себе не	1	1
144	художественного произведения и	1	1
145	и в таком	1	1
146	друг с другом	1	1
147	самое понятие о	1	1
148	то увидим что	1	1
149	более или менее	3	1
150	не само по	1	1
151	по себе а	4	1
152	том смысле что	1	1
153	то что мы	2	1
154	которого в сущности	1	1
155	ничего общего с	1	1
156	и тем самым	1	1
157	не только не	2	1
158	и не иметь	1	1
159	именно потому что	1	1
160	можно сказать что	2	1
161	с тем и	2	1
162	художественное произведение есть	2	1
163	входящее в сознание	1	1
164	до тех пор	1	1
165	может и не	1	1
166	друг от друга	1	1
167	с другом и	1	1
168	то или другое	2	1
169	после того как	1	1
170	что оно не	1	1
171	по этому поводу	1	1
172	в том смысле	3	1
173	в первом случае	2	1
174	может быть объяснено	1	1
175	произведении искусства и	1	1
176	формы и содержания	1	1
