N	3gram	Voloshinov_1	slovoVRo
1	не может быть	3	15
2	в отличие от	1	12
3	в этом случае	1	6
4	с одной стороны	1	5
5	в большинстве случаев	4	5
6	по отношению к	9	4
7	во всех областях	1	4
8	в зависимости от	2	4
9	то же время	5	4
10	но все же	1	4
11	в то же	5	4
12	в узком смысле	1	4
13	в том что	4	4
14	с точки зрения	10	3
15	в этом отношении	2	3
16	в собственном смысле	1	3
17	но в то	3	3
18	так и в	2	3
19	в чем не	2	2
20	в свою очередь	1	2
21	и наконец в	1	2
22	а также и	1	2
23	до сих пор	3	2
24	хотя бы и	2	2
25	может быть и	1	2
26	же время это	1	2
27	не могут быть	3	2
28	во всяком случае	3	2
29	сих пор не	1	2
30	ни в чем	2	2
31	как мы уже	4	2
32	для того чтобы	1	2
33	во всех его	1	2
34	лежит на границе	1	2
35	и т д	1	2
36	общие для всех	1	1
37	в нем происходит	1	1
38	и может быть	2	1
39	а следовательно и	2	1
40	хотя и не	1	1
41	всех его многообразных	1	1
42	конечно и в	1	1
43	в чем же	1	1
44	иметь в виду	1	1
45	том что в	1	1
46	и даже не	1	1
47	том что он	2	1
48	и до конца	3	1
49	он не только	1	1
50	и только ими	1	1
51	говорит о том	1	1
52	до известной степени	1	1
53	и ни в	1	1
54	и здесь оно	1	1
55	но и в	1	1
56	и в дальнейшем	1	1
57	и не может	1	1
58	жизни и в	1	1
59	со всех сторон	1	1
60	он никогда не	1	1
61	все снова и	2	1
62	на этой почве	1	1
63	однако и здесь	1	1
64	его роль в	1	1
65	могут быть и	1	1
66	что он не	1	1
67	смысл и значение	1	1
68	настолько велико что	1	1
69	приемов могут быть	1	1
70	прежде всего тот	1	1
71	могут быть сведены	1	1
72	в целом ряде	1	1
73	все то что	2	1
74	мы видели что	1	1
75	в самую гущу	1	1
76	тем не менее	2	1
77	по ту сторону	3	1
78	о том что	1	1
79	во всех этих	1	1
80	моментов и оттенков	1	1
81	таким образом в	1	1
82	вместе с ним	1	1
83	социальной и политической	1	1
84	мы не можем	1	1
85	только одна из	1	1
86	и притом в	1	1
87	и связанная с	1	1
88	до конца и	1	1
89	связанная с ним	1	1
90	мы можем сказать	2	1
91	к нему и	1	1
92	с самого начала	5	1
93	нужно сказать что	1	1
94	это как бы	2	1
95	мы не знаем	1	1
96	так и по	1	1
97	снова и снова	2	1
98	но именно в	1	1
99	цели и служит	1	1
100	она не может	1	1
101	выходят за пределы	1	1
102	мы увидим что	4	1
103	этой цели и	1	1
104	как мы видели	4	1
