N	3gram	Losev_Prob_2	Psycholo
1	в самом деле	2	18
2	на то что	4	12
3	в том что	4	11
4	то же самое	5	8
5	для того чтобы	2	8
6	заключается в том	2	6
7	с самого начала	2	6
8	до сих пор	4	5
9	совершенно ясно что	1	5
10	с одной стороны	5	5
11	с другой стороны	5	5
12	и т д	6	4
13	до такой степени	1	3
14	самом деле когда	1	3
15	и в этом	3	3
16	не имеет никакого	2	3
17	мы могли бы	1	3
18	и то что	7	3
19	она должна быть	1	3
20	уже это одно	1	3
21	о том что	14	3
22	то и другое	1	3
23	о том как	1	2
24	должны были бы	2	2
25	в какой мере	1	2
26	а вовсе не	1	2
27	на самом деле	2	2
28	только в том	4	2
29	только то что	3	2
30	то что в	1	2
31	вместе с тем	1	2
32	не то что	1	2
33	то время как	1	2
34	и заставляет нас	1	2
35	не совпадает с	2	2
36	в данном случае	5	2
37	все больше и	1	2
38	и то же	1	2
39	все более и	1	2
40	во всяком случае	10	2
41	потому что они	1	2
42	мы не можем	1	2
43	в то время	1	2
44	больше и больше	1	2
45	более и более	1	2
46	для нас важно	1	1
47	и для всякой	1	1
48	но все же	1	1
49	и до наших	1	1
50	таким образом что	1	1
51	какой мере не	1	1
52	что в этом	1	1
53	но как мы	1	1
54	указание на то	1	1
55	деле когда мы	1	1
56	того что в	1	1
57	утверждать что в	1	1
58	это было бы	1	1
59	более или менее	4	1
60	в том единственном	2	1
61	имеем в виду	2	1
62	что при такой	1	1
63	и если мы	1	1
64	самом деле если	1	1
65	никак не может	2	1
66	внимание на то	1	1
67	нам кажется что	1	1
68	того или иного	5	1
69	не так уж	2	1
70	он не может	1	1
71	одной стороны это	1	1
72	в зависимости от	1	1
73	в том случае	2	1
74	в этом отношении	1	1
75	что не только	1	1
76	с тем чтобы	1	1
77	можно было бы	2	1
78	это вовсе не	1	1
79	исследователи уже давно	1	1
80	ни в какой	1	1
81	и здесь мы	2	1
82	но если мы	2	1
83	что и здесь	1	1
84	может быть и	2	1
85	уже то что	1	1
86	таким образом ни	1	1
87	не могли бы	1	1
88	том случае если	1	1
89	но как же	1	1
90	и в своем	1	1
91	том что всякое	1	1
92	и в своих	1	1
93	здесь мы имеем	1	1
94	в противоречие с	1	1
95	не потому что	1	1
96	у нас такое	1	1
97	мы все же	3	1
98	тот же самый	1	1
99	как один из	1	1
100	в обычном смысле	1	1
101	и к его	1	1
102	а с другой	1	1
103	и ничего не	1	1
104	как это ясно	1	1
105	во всех отношениях	1	1
106	перед нами в	1	1
107	мы отнюдь не	1	1
108	в точном смысле	1	1
109	а на самом	1	1
110	и той же	2	1
111	что до сих	1	1
112	каждый раз в	1	1
113	один и тот	2	1
114	а в том	1	1
115	и все другие	1	1
116	и тут же	2	1
117	всему тому что	1	1
118	хотя бы в	1	1
119	не только не	2	1
120	к тому чтобы	1	1
121	можно сказать что	3	1
122	но и не	2	1
123	самом деле она	1	1
124	никак не могут	1	1
125	ли это что	1	1
126	по этому поводу	2	1
127	одной и той	2	1
128	так что в	2	1
129	только один вывод	1	1
130	вовсе не является	3	1
131	не может быть	3	1
132	на то чтобы	1	1
133	подобно тому как	2	1
134	хотя она и	2	1
135	уже с самого	2	1
136	если он действительно	1	1
137	и тот же	2	1
