N	3gram	Propp_Isto_3	formyVre
1	с точки зрения	1	8
2	в связи с	3	7
3	не только в	1	5
4	друг с другом	1	4
5	в том числе	1	3
6	но и в	1	3
7	мы уже говорили	1	3
8	и прежде всего	1	3
9	в большинстве случаев	1	3
10	в том что	5	3
11	и т д	15	3
12	что в этом	1	2
13	равно как и	1	2
14	в этом случае	5	2
15	до сих пор	5	2
16	сами по себе	1	2
17	и столько же	1	2
18	может быть и	1	2
19	то что было	1	2
20	мы имеем в	2	2
21	друг от друга	1	2
22	с этим в	1	1
23	из него и	1	1
24	имеется и в	1	1
25	на самом деле	1	1
26	здесь не можем	1	1
27	как мы увидим	1	1
28	а так как	1	1
29	но в этом	1	1
30	это вовсе не	1	1
31	мертвец и в	1	1
32	с тех пор	1	1
33	с этой точки	1	1
34	здесь еще не	1	1
35	вместе с тем	1	1
36	мы увидим дальше	1	1
37	то время как	2	1
38	как и в	2	1
39	в данном случае	3	1
40	с полной ясностью	1	1
41	таким образом и	2	1
42	с одной стороны	2	1
43	мы здесь не	1	1
44	в себя и	1	1
45	обстоит дело с	1	1
46	до того что	1	1
47	руки и ноги	1	1
48	приведем несколько примеров	1	1
49	на землю и	1	1
50	большую роль в	1	1
51	с другой стороны	7	1
52	не может быть	1	1
53	заключил союз с	1	1
54	этой точки зрения	1	1
55	что он видел	1	1
56	в то время	2	1
57	и вместе с	1	1
58	в свою очередь	1	1
59	и никому не	1	1
60	в них и	1	1
61	о том что	2	1
62	в одном из	2	1
63	с тем что	1	1
64	такую большую роль	1	1
65	с самого начала	1	1
66	но все же	2	1
67	можно сказать что	1	1
68	также и в	1	1
69	что и в	2	1
70	то и дело	1	1
71	мы будем рассматривать	1	1
72	как мы видели	5	1
