N	3gram	Tiupa_Lite_1	Vladivir
1	в том что	11	10
2	тем не менее	2	9
3	о том что	2	8
4	с точки зрения	2	6
5	а также и	1	6
6	не может быть	1	6
7	как раз и	1	5
8	и в этом	1	5
9	дело в том	2	5
10	к тому же	1	5
11	и то что	2	4
12	только в том	2	3
13	бы то ни	1	3
14	во всяком случае	2	3
15	с одной стороны	2	3
16	в то же	5	3
17	в отличие от	5	3
18	иметь в виду	1	2
19	в этом отношении	2	2
20	а с другой	1	2
21	то в чем	1	2
22	нельзя сказать что	1	2
23	в это время	1	2
24	в данном случае	4	2
25	еще и в	1	2
26	так или иначе	8	2
27	в связи с	4	2
28	а не только	1	2
29	с другой стороны	1	2
30	как мы знаем	1	2
31	то же время	5	2
32	еще в году	2	2
33	ничего общего с	1	2
34	на то что	1	2
35	иной раз и	1	2
36	а иной раз	1	1
37	говоря уже об	1	1
38	на вопрос что	1	1
39	не мог бы	1	1
40	уже не просто	1	1
41	что он один	2	1
42	а потому и	1	1
43	и не только	1	1
44	между прочим и	1	1
45	что перед нами	1	1
46	в этом последнем	1	1
47	том что он	1	1
48	в том же	3	1
49	может и не	1	1
50	все та же	2	1
51	и противоположный ему	1	1
52	до сих пор	1	1
53	не так просто	1	1
54	только то что	1	1
55	как это было	1	1
56	несмотря на свою	1	1
57	можно было бы	1	1
58	перед нами не	1	1
59	он не мог	1	1
60	с этой точки	3	1
61	в году к	1	1
62	по этому поводу	1	1
63	не могло быть	2	1
64	при всем своем	1	1
65	на эту тему	1	1
66	далеко не всегда	1	1
67	не только в	4	1
68	то ни было	1	1
69	быть каким угодно	1	1
70	не говоря уже	2	1
71	запада и востока	1	1
72	в себя и	1	1
73	в последнее время	1	1
74	какой бы то	1	1
75	хотя бы на	1	1
76	избегал не только	1	1
77	этой точки зрения	3	1
78	только при условии	1	1
79	имел в виду	1	1
80	только то в	1	1
81	нет ничего кроме	1	1
82	никогда и нигде	1	1
83	с самого начала	1	1
84	собственно говоря и	1	1
85	уже в году	2	1
86	в самом деле	1	1
87	что же именно	1	1
88	резко отличается от	1	1
89	не выходит за	1	1
90	однако и здесь	1	1
91	не только на	1	1
92	в том числе	1	1
93	есть бог и	1	1
94	в каком отношении	1	1
95	и самого себя	1	1
96	не только от	1	1
97	не для понимания	1	1
98	тем что в	1	1
99	да и сам	2	1
100	на наш взгляд	5	1
