N	3gram	Losev_Vlad_2	slovoVRo
1	то же время	3	12
2	в то же	3	12
3	с точки зрения	3	8
4	не может не	1	5
5	и в то	1	5
6	во всяком случае	6	5
7	и т д	1	5
8	как мы сказали	2	4
9	но в то	1	4
10	в данном случае	2	3
11	до конца и	1	3
12	более или менее	3	3
13	мы уже сказали	1	2
14	в этом случае	1	2
15	до сих пор	1	2
16	до известной степени	1	2
17	то время как	1	2
18	не только в	2	2
19	в то время	6	2
20	на том же	1	2
21	и кроме того	1	2
22	в свою очередь	2	2
23	как мы уже	1	2
24	можно было бы	2	2
25	и в том	1	2
26	и на этот	2	1
27	да и в	1	1
28	сам он в	1	1
29	не могла быть	1	1
30	дело в том	3	1
31	но это не	1	1
32	но и по	1	1
33	и в более	1	1
34	и не в	1	1
35	в отличие от	3	1
36	бы то ни	1	1
37	с ним в	1	1
38	в этом отношении	1	1
39	во всех своих	1	1
40	кроме того и	2	1
41	по крайней мере	4	1
42	он никогда не	2	1
43	может быть и	1	1
44	и в частности	1	1
45	каждый из этих	1	1
46	и в них	1	1
47	в первый раз	1	1
48	и все его	1	1
49	а также и	1	1
50	и на его	2	1
51	в его сознании	1	1
52	к одному из	1	1
53	так или иначе	3	1
54	и не могла	1	1
55	в разной степени	1	1
56	не может быть	1	1
57	разве только в	1	1
58	в свое время	1	1
59	здесь перед нами	1	1
60	тем не менее	6	1
61	и во всяком	1	1
62	в письмах и	1	1
63	о том что	3	1
64	у него до	1	1
65	этого общего языка	1	1
66	не может сделать	1	1
67	равно как и	1	1
68	его отношение к	1	1
69	с самого начала	1	1
70	общего языка у	1	1
71	еще более резко	1	1
72	и прежде всего	1	1
73	можно сказать что	1	1
74	уже не только	1	1
75	но во всяком	1	1
76	для нас в	1	1
77	это не только	1	1
78	для того чтобы	1	1
79	в том что	9	1
80	то и в	1	1
81	самого начала в	1	1
82	как мы видели	2	1
83	вся та часть	1	1
