N	3gram	Bakhtin_Pr_3	Problemy
1	с точки зрения	2	8
2	в большинстве случаев	4	8
3	до сих пор	5	7
4	по отношению к	1	5
5	то же время	5	5
6	с самим собою	4	5
7	в то же	5	5
8	и не может	1	4
9	как и все	1	4
10	в отличие от	1	4
11	не может быть	1	4
12	в той или	1	3
13	к себе самому	6	3
14	более или менее	3	3
15	можно было бы	1	3
16	глубины души человеческой	1	3
17	в произведениях достоевского	1	3
18	мы уже говорили	2	3
19	с другой стороны	1	3
20	но в то	1	3
21	той или иной	1	3
22	с самим собой	1	3
23	как и в	3	3
24	хотя и не	1	2
25	в этом смысле	1	2
26	в творчестве достоевского	5	2
27	как мы сказали	1	2
28	может быть и	2	2
29	в конце концов	1	2
30	но при этом	1	2
31	друг к другу	1	2
32	я не могу	1	2
33	тем не менее	2	2
34	друг от друга	1	2
35	человека и его	3	2
36	духе и в	1	1
37	а между тем	2	1
38	может быть еще	1	1
39	очень важное место	1	1
40	очень хорошо и	1	1
41	у достоевского почти	1	1
42	прежде всего в	1	1
43	и наконец в	2	1
44	здесь перед нами	1	1
45	большей или меньшей	3	1
46	и до сих	1	1
47	в романы достоевского	1	1
48	также и в	1	1
49	в том числе	11	1
50	то же самое	1	1
51	и в стиле	1	1
52	самим собою и	1	1
53	по крайней мере	1	1
54	со всеми ее	1	1
55	и во всех	3	1
56	в сущности все	1	1
57	и скрытой полемикой	1	1
58	в сознании и	1	1
59	является одним из	1	1
60	но и в	1	1
61	а может быть	1	1
62	в собственном смысле	2	1
63	том числе и	10	1
64	униженных и оскорбленных	1	1
65	к этому мы	1	1
66	может быть даже	1	1
67	человека с человеком	1	1
68	иногда же она	1	1
69	становятся все более	1	1
70	то что было	1	1
71	его жизнь в	1	1
72	всего его творчества	1	1
73	со всеми его	1	1
74	которая до сих	1	1
75	на этой почве	1	1
76	проявляется прежде всего	1	1
77	стиль и тон	1	1
78	человека из подполья	1	1
79	им и не	1	1
80	смысле этого слова	1	1
81	в связи с	1	1
82	в той же	1	1
83	и отчасти с	1	1
84	которое совершается в	1	1
85	творчестве достоевского в	1	1
86	скрытой полемики с	1	1
87	отношение к слову	1	1
88	так или иначе	1	1
89	ивана карамазова с	2	1
90	в большей или	2	1
91	или меньшей степени	2	1
92	или иной форме	1	1
93	в следующей главе	1	1
94	не хочу и	1	1
95	во всяком случае	1	1
96	мы не найдем	1	1
97	достаточно сравнить например	1	1
98	и не о	1	1
99	тон и стиль	1	1
100	о том что	2	1
101	если б я	2	1
102	почти каждый из	1	1
103	мы здесь конечно	1	1
104	но тем не	1	1
105	так и в	2	1
106	мы можем сказать	1	1
107	как бы уже	1	1
108	проявляется и в	2	1
109	при этом каждое	1	1
110	можно сказать что	4	1
111	конечно далеко не	1	1
112	как мы видим	1	1
113	в его творчестве	2	1
114	и вообще всех	1	1
115	времени и пространства	1	1
116	после того как	1	1
117	как мы уже	3	1
118	таким образом и	1	1
119	эта тема в	1	1
120	типа а не	1	1
121	в каждой детали	1	1
122	в каждом из	3	1
123	и в нем	1	1
124	во всех его	1	1
125	в том что	3	1
126	значение для понимания	1	1
127	в процессе его	1	1
128	можем сказать что	1	1
129	в своих произведениях	1	1
130	но к этому	1	1
