N	2gram	Bakhtin_Pr_1	Psycholo
1	то что	8	37
2	и в	38	30
3	в том	8	27
4	что в	7	24
5	и что	2	23
6	том что	3	21
7	того чтобы	2	20
8	таким образом	10	20
9	все время	1	20
10	для того	2	20
11	как бы	22	19
12	на то	2	17
13	что он	2	17
14	не только	9	16
15	и мы	1	16
16	в этом	15	14
17	в самом	7	14
18	то есть	46	13
19	так же	1	13
20	показать что	2	12
21	с одной	3	12
22	одной стороны	3	12
23	вместе с	1	12
24	может быть	26	11
25	если бы	3	11
26	что мы	1	11
27	о том	4	10
28	никогда не	5	9
29	с другой	7	9
30	не может	27	9
31	сказать что	4	9
32	мы увидим	3	9
33	самом деле	6	8
34	мы имеем	2	8
35	что это	2	8
36	он должен	2	8
37	при этом	5	8
38	с тем	1	8
39	не в	7	8
40	к тому	1	8
41	и это	3	8
42	тому что	1	8
43	того что	2	8
44	а не	5	8
45	могут быть	5	8
46	и т	14	7
47	то же	5	7
48	но не	12	7
49	все же	6	7
50	и как	8	7
51	в нем	15	7
52	точки зрения	8	7
53	по себе	1	7
54	в основе	5	7
55	этих двух	1	7
56	мы можем	6	7
57	как это	2	7
58	мы уже	1	6
59	в своем	5	6
60	и если	1	6
61	на этом	2	6
62	что все	2	6
63	ясно что	3	6
64	как и	7	6
65	что с	1	6
66	и его	16	6
67	в совершенно	1	6
68	или в	2	6
69	и здесь	2	6
70	о котором	2	6
71	и тем	3	6
72	тем что	2	6
73	но и	9	6
74	именно в	1	6
75	мы все	1	6
76	и не	42	6
77	и для	11	6
78	что оно	2	6
79	совершенно не	7	6
80	жизни и	1	6
81	в искусстве	12	6
82	и есть	2	5
83	еще не	7	5
84	в себе	4	5
85	в целом	3	5
86	в этой	1	5
87	материала и	2	5
88	было бы	8	5
89	рядом с	5	5
90	несмотря на	3	5
91	был бы	1	5
92	сих пор	1	5
93	же самое	2	5
94	как мы	7	5
95	но в	4	5
96	искусства и	3	5
97	в двух	2	5
98	дело с	6	5
99	только в	13	5
100	именно на	1	5
101	до сих	1	5
102	и потому	4	5
103	художественное произведение	8	5
104	бы в	1	5
105	обратиться к	1	5
106	другой стороны	4	5
107	в своих	2	5
108	исходит из	1	4
109	как только	3	4
110	в виду	4	4
111	в ней	4	4
112	стороны и	1	4
113	могли бы	1	4
114	и к	3	4
115	есть не	2	4
116	в них	5	4
117	именно то	1	4
118	в своей	7	4
119	не могли	2	4
120	что эта	2	4
121	из которых	2	4
122	и именно	2	4
123	у нас	2	4
124	по сравнению	1	4
125	действия и	1	4
126	в его	43	4
127	в него	2	4
128	только что	1	4
129	этот вопрос	1	4
130	не можем	2	4
131	только на	1	4
132	чувств и	1	4
133	содержания и	6	4
134	содержание и	2	4
135	прежде всего	13	4
136	которых мы	4	4
137	как ни	1	4
138	там где	6	4
139	в частности	2	4
140	о чем	1	4
141	сравнению с	1	4
