N	3gram	Vinokur_St_1	Komedia
1	до сих пор	7	9
2	в том что	17	9
3	в самом деле	5	6
4	для того чтобы	10	6
5	в то же	4	4
6	о том что	11	4
7	то же время	4	4
8	по отношению к	3	3
9	нет и речи	1	3
10	о том как	1	3
11	с точки зрения	8	3
12	судя по всему	1	3
13	и т п	9	3
14	здесь нет и	1	3
15	во всяком случае	6	3
16	и в самом	3	3
17	речь идет о	2	3
18	с одной стороны	2	3
19	тем не менее	2	3
20	само собой разумеется	1	2
21	так или иначе	2	2
22	в этом случае	2	2
23	что он не	1	2
24	бы то ни	1	2
25	в этом отношении	7	2
26	то время как	1	2
27	т е в	2	2
28	в конце концов	1	2
29	с другой стороны	6	2
30	собой разумеется что	1	2
31	то обстоятельство что	2	2
32	из того же	1	2
33	в то время	2	2
34	но все же	3	2
35	на этот раз	2	2
36	что и в	4	2
37	однако и в	1	1
38	ясно что ни	1	1
39	в чем он	1	1
40	потому что он	1	1
41	в обоих случаях	1	1
42	по собственному усмотрению	1	1
43	в г в	1	1
44	чуть ли не	2	1
45	сказать что пока	1	1
46	не говоря уже	1	1
47	в том числе	2	1
48	в соответствии с	1	1
49	именно об этом	1	1
50	должно было бы	1	1
51	сих пор еще	1	1
52	во время своего	1	1
53	ни одно из	1	1
54	говоря уже о	1	1
55	и в то	1	1
56	в зависимости от	1	1
57	в первую очередь	2	1
58	за то что	3	1
59	и не может	1	1
60	и нуждается в	1	1
61	совсем в другом	1	1
62	на то что	4	1
63	кем иным как	1	1
64	об этом не	1	1
65	по крайней мере	2	1
66	не менее и	1	1
67	на мой взгляд	1	1
68	и его современники	1	1
69	как раз в	2	1
70	того чтобы не	1	1
71	в настоящее время	1	1
72	в рукописи не	1	1
73	в том чтобы	1	1
74	ответа на вопрос	1	1
75	время своего пребывания	1	1
76	имеет ничего общего	2	1
77	и в отношении	1	1
78	трудно было бы	1	1
79	то что он	1	1
80	и не могла	1	1
81	о положении в	1	1
82	вот о чем	1	1
83	через сто лет	1	1
84	несколько в ином	1	1
85	об этом и	1	1
86	со всеми их	1	1
87	нет ни одного	1	1
88	но столь же	1	1
89	сих пор не	1	1
90	не по душе	1	1
91	и для нас	1	1
92	что и у	1	1
93	и о том	1	1
94	т е из	1	1
95	навлечь на себя	1	1
96	так и в	4	1
97	при его жизни	2	1
98	и без того	1	1
99	сто лет назад	1	1
100	и не хочет	1	1
101	ничего общего с	3	1
102	и никогда не	1	1
103	вопрос о том	2	1
104	гораздо ближе к	1	1
105	после того как	1	1
106	в сохранившемся тексте	1	1
107	она не могла	1	1
108	по этому поводу	2	1
109	к тому что	1	1
110	в каждом из	1	1
111	друг от друга	1	1
112	не виноват в	1	1
113	за сто лет	1	1
114	и в этом	3	1
115	вовсе не является	1	1
116	мы встречаем в	1	1
117	своего пребывания в	1	1
118	не имеет ничего	2	1
119	в том же	1	1
120	том числе и	2	1
121	и т д	21	1
122	в свое время	2	1
