N	2gram	Vinokur_Ku_3	Myshleni
1	в том	22	42
2	том что	11	35
3	с помощью	6	31
4	в процессе	3	27
5	таким образом	9	25
6	в этом	16	24
7	точки зрения	23	24
8	в качестве	2	21
9	и в	23	20
10	что в	13	19
11	заключается в	4	18
12	в основе	1	17
13	то же	6	16
14	не только	17	15
15	то что	4	15
16	что они	2	14
17	как мы	5	13
18	в их	6	12
19	при этом	6	12
20	может быть	14	12
21	с другой	7	12
22	потому что	12	12
23	с точки	16	11
24	в его	11	11
25	так же	2	11
26	этого слова	4	11
27	в целом	4	11
28	мы должны	3	11
29	и то	1	10
30	на основе	1	10
31	в себе	1	10
32	в отношении	3	10
33	того что	11	10
34	мы видим	1	10
35	только в	6	10
36	если мы	7	10
37	так как	9	10
38	того же	4	9
39	и другие	1	9
40	и как	2	9
41	согласно которому	2	9
42	как и	5	9
43	между тем	4	9
44	что и	6	9
45	тот же	6	9
46	с одной	4	9
47	слова в	4	9
48	одной стороны	4	9
49	как это	7	9
50	другой стороны	3	9
51	но и	3	9
52	и тем	6	8
53	было бы	16	8
54	этом смысле	1	8
55	тогда когда	4	8
56	и что	7	8
57	вместе с	2	8
58	и не	10	8
59	в результате	3	8
60	самом деле	14	7
61	собственном смысле	2	7
62	один и	2	7
63	и тот	2	7
64	то увидим	1	7
65	в своей	4	7
66	и более	3	7
67	тем самым	4	7
68	они являются	1	7
69	могут быть	6	7
70	же самое	1	7
71	того чтобы	11	7
72	в собственном	1	7
73	тем что	5	7
74	а не	11	7
75	что мы	2	7
76	смысле этого	2	7
77	как бы	5	7
78	же как	1	6
79	в самом	13	6
80	той же	3	6
81	и на	1	6
82	тому же	3	6
83	этот процесс	1	6
84	те же	7	6
85	с тем	6	6
86	мы видели	3	6
87	одного и	2	6
88	по своей	1	6
89	к тому	3	6
90	можно было	11	6
91	в силу	6	6
92	его в	2	6
93	что он	6	6
94	уже в	3	6
95	не может	6	6
96	слово в	3	6
97	сказать что	7	6
98	речь идет	3	5
99	между собой	1	5
100	как в	4	5
101	с этим	1	5
102	все же	5	5
103	перед нами	1	5
104	целый ряд	4	5
105	и к	3	5
106	увидим что	2	5
107	все эти	7	5
108	одной и	1	5
109	это не	3	5
110	и того	2	5
111	только не	1	5
112	и его	1	5
113	никогда не	1	5
114	так и	6	5
115	если бы	8	5
116	о том	6	5
117	раньше чем	1	5
118	говорит он	1	5
119	для того	12	5
120	в частности	2	5
121	слова и	7	5
122	что такое	4	5
123	тем же	2	4
124	в сущности	4	4
125	в своем	4	4
126	как уже	1	4
127	в нашем	7	4
128	нами в	1	4
129	и те	1	4
130	как он	2	4
131	состоит в	2	4
132	как они	2	4
133	и с	3	4
134	первую очередь	3	4
135	уже сказано	1	4
136	с этой	3	4
137	в первую	3	4
138	и при	2	4
139	и той	1	4
140	которые в	4	4
141	не в	5	4
142	тому что	4	4
143	что с	1	4
144	становится возможным	1	4
145	на том	2	4
146	и только	3	4
147	все время	1	4
148	с нашей	1	4
149	словом и	1	4
150	только что	2	4
151	является не	1	4
152	образом что	1	4
153	в области	14	4
154	в речи	1	4
155	по своему	2	4
156	обратимся к	1	4
157	в смысле	1	4
158	и для	1	4
159	для нас	4	4
160	между ними	1	4
161	к этому	1	4
162	во всяком	2	4
163	этой точки	1	4
164	идет о	1	3
165	на деле	1	3
166	почти всегда	1	3
167	не имеют	1	3
168	с таким	1	3
169	приходит к	1	3
170	на место	1	3
171	в виду	8	3
172	бы сказать	3	3
173	значением слова	1	3
174	столь же	4	3
175	в чем	5	3
176	тем как	1	3
177	а только	1	3
178	отнюдь не	3	3
179	когда он	2	3
180	говорит что	1	3
181	но в	2	3
182	в которой	1	3
183	это утверждение	1	3
184	то обстоятельство	3	3
185	на этом	2	3
186	что все	2	3
187	он приходит	1	3
188	ни в	3	3
