N	3gram	Bakhtin_sl_1	FransuaR
1	то же время	12	10
2	в то же	12	10
3	до сих пор	2	8
4	в большинстве случаев	6	6
5	в том что	1	6
6	и в то	5	5
7	как и в	1	4
8	большей или меньшей	4	3
9	в большей или	3	3
10	или меньшей степени	3	3
11	более или менее	3	2
12	и в особенности	4	2
13	с точки зрения	8	2
14	в основе их	2	2
15	бы то ни	1	2
16	во всех областях	1	2
17	как мы видели	1	2
18	в узком смысле	10	2
19	ни с одним	1	2
20	с одним из	1	2
21	в данном случае	3	2
22	и в них	1	2
23	но в то	4	2
24	с одной стороны	4	2
25	дело в том	1	2
26	здесь как бы	1	2
27	в то время	2	2
28	в нем и	1	2
29	о том что	1	2
30	не только не	1	2
31	в особенности на	2	2
32	эпохи и в	1	2
33	можно сказать что	1	2
34	с другой стороны	4	2
35	существенную роль в	1	2
36	как мы уже	2	2
37	мы видим что	1	2
38	для того чтобы	1	2
39	не может быть	1	2
40	результате этой работы	1	1
41	и до наших	1	1
42	а следовательно и	1	1
43	зрения на мир	4	1
44	точка зрения на	2	1
45	в нем до	1	1
46	еще далеко не	1	1
47	перед нами типичная	1	1
48	прямо сказать что	1	1
49	есть таких которые	1	1
50	и не могут	1	1
51	говорит не на	1	1
52	сложнее обстоит дело	1	1
53	все эти слова	1	1
54	прежде всего в	1	1
55	на том же	2	1
56	бы ни был	1	1
57	а также и	1	1
58	здесь перед нами	1	1
59	основе их лежат	1	1
60	то есть уже	1	1
61	мы уже сказали	2	1
62	же время этот	1	1
63	слова в романе	2	1
64	какая бы то	1	1
65	является в сущности	1	1
66	и там где	2	1
67	между собой в	1	1
68	в этом языке	1	1
69	а не к	1	1
70	уст которых он	1	1
71	он присутствовал при	1	1
72	к диалектам и	1	1
73	и единственного языка	3	1
74	до известной степени	2	1
75	же время в	1	1
76	только в условиях	1	1
77	труда и быта	1	1
78	в отличие от	1	1
79	но и в	1	1
80	и др и	2	1
81	одна из существеннейших	1	1
82	на самом же	1	1
83	в этом отношении	1	1
84	эти слова и	2	1
85	или наоборот как	1	1
86	как раз те	1	1
87	или иной степени	9	1
88	заложенные в них	1	1
89	вовсе не были	1	1
90	интерес к диалектам	1	1
91	в той или	9	1
92	языка и стиля	1	1
93	может быть и	1	1
94	жизни слова в	1	1
95	и некоторые другие	1	1
96	языков и диалектов	1	1
97	и в частности	1	1
98	национального языка и	1	1
99	стилистической жизни слова	2	1
100	единого национального языка	2	1
101	как мы сказали	4	1
102	если бы мы	1	1
103	начинает звучать как	1	1
104	то ни было	1	1
105	как у рабле	1	1
106	так и в	3	1
107	к языку и	2	1
108	и в отношении	1	1
109	обстоит дело с	1	1
110	в известном смысле	2	1
111	и в этом	2	1
112	нем до конца	1	1
113	во всех сферах	3	1
114	автора и его	1	1
115	бы оно ни	1	1
116	можно прямо сказать	1	1
117	все эти формы	1	1
118	самом же деле	1	1
119	в свое время	1	1
120	до наших дней	1	1
121	и других языков	1	1
122	во всех этих	1	1
123	большинстве случаев не	1	1
124	оно ни было	1	1
125	автора к языку	2	1
126	таким образом в	3	1
127	не был бы	1	1
128	не на языке	1	1
129	в сущности и	1	1
130	никогда не может	1	1
131	на протяжении всего	1	1
132	в результате этой	1	1
133	с самого начала	1	1
134	никогда не бывает	1	1
135	включает в себя	1	1
136	в пределах одной	2	1
137	и так сказать	1	1
138	и прежде всего	1	1
139	выходит за пределы	3	1
140	до конца ни	2	1
141	как бы ни	2	1
142	как мы видим	1	1
143	органически и стройно	1	1
144	они не только	1	1
145	лишь там где	1	1
146	можно было бы	2	1
147	и борьба с	1	1
148	с жизнью и	1	1
149	друг с другом	2	1
150	языковой и речевой	1	1
151	к языку как	1	1
152	той или иной	9	1
153	на мир и	1	1
154	высказываний в пределах	1	1
