N	3gram	Propp_Isto_5	Vladivir
1	в том что	2	10
2	тем не менее	4	9
3	о том что	4	8
4	с точки зрения	1	6
5	вместе с тем	6	6
6	не может быть	3	6
7	это значит что	2	6
8	точно так же	1	4
9	в то время	1	4
10	ничего не говорит	1	4
11	только в том	1	3
12	во всяком случае	1	3
13	с одной стороны	7	3
14	в то же	1	3
15	в отличие от	1	3
16	само по себе	1	3
17	как мы видели	1	3
18	что и в	2	3
19	иметь в виду	1	2
20	свидетельствует о том	1	2
21	одной стороны и	1	2
22	сам по себе	1	2
23	совершенно так же	1	2
24	в это время	2	2
25	так же как	3	2
26	в данном случае	2	2
27	только в виде	1	2
28	и потому что	1	2
29	то время как	1	2
30	в связи с	4	2
31	еще и потому	1	2
32	с другой стороны	8	2
33	как мы знаем	1	2
34	и в таком	1	2
35	в себе и	1	2
36	обращает на себя	1	2
37	то же время	1	2
38	и вместе с	2	2
39	едва ли можно	1	2
40	на то что	2	2
41	как и его	1	1
42	потому что он	2	1
43	уже знаем что	1	1
44	что он один	1	1
45	потому что в	1	1
46	в виду что	1	1
47	и не только	1	1
48	что перед нами	1	1
49	это было бы	1	1
50	так как в	2	1
51	о том как	2	1
52	в этом случае	7	1
53	же как и	2	1
54	не имеют никакого	1	1
55	до сих пор	2	1
56	бы допустить что	1	1
57	мы не будем	2	1
58	мира и не	1	1
59	еще не был	1	1
60	с тем что	1	1
61	но и здесь	1	1
62	с этой точки	1	1
63	у него нет	1	1
64	и тем не	1	1
65	так как иначе	1	1
66	вопрос о том	1	1
67	если бы мы	2	1
68	не только в	2	1
69	при помощи которой	2	1
70	он знает что	1	1
71	если не считать	2	1
72	а именно работы	1	1
73	категории а именно	1	1
74	и потому не	1	1
75	не будем здесь	2	1
76	но вместе с	3	1
77	можно найти в	1	1
78	то что он	1	1
79	понимает что это	1	1
80	мы уже видели	1	1
81	видели и в	1	1
82	этой точки зрения	1	1
83	тот что все	1	1
84	об этом он	1	1
85	все того же	1	1
86	но уже в	1	1
87	в одно целое	1	1
88	с самого начала	1	1
89	в самом деле	1	1
90	мы знаем что	4	1
91	не было ни	1	1
92	в том числе	1	1
93	в том смысле	1	1
94	мы видим что	4	1
95	мы уже знаем	1	1
96	он не только	1	1
97	для того чтобы	3	1
98	и не могло	1	1
99	и в виде	1	1
