N	2gram	Propp_Russ_2	Literetu
1	не только	10	24
2	при этом	6	19
3	в качестве	3	17
4	но и	8	17
5	в том	22	16
6	а не	4	16
7	том что	22	14
8	в году	3	13
9	тогда как	2	13
10	может быть	13	13
11	и не	1	12
12	в этом	11	12
13	в своем	1	11
14	состоит в	15	11
15	своего рода	1	11
16	прежде всего	2	11
17	в русской	1	10
18	то что	5	10
19	не в	4	8
20	и в	29	8
21	только в	1	8
22	как это	4	8
23	как бы	18	7
24	не менее	2	7
25	в его	1	7
26	уже не	4	7
27	как и	11	6
28	того что	3	6
29	связи с	2	6
30	одним из	2	5
31	то же	4	5
32	отличие от	3	5
33	как в	7	5
34	не столько	2	5
35	в отличие	3	5
36	в то	2	5
37	а также	4	5
38	же в	6	5
39	что он	1	5
40	уже в	1	5
41	не может	5	5
42	в данном	6	5
43	с этой	2	5
44	в своей	2	4
45	еще не	6	4
46	но не	5	4
47	в этой	3	4
48	все же	2	4
49	представляет собой	2	4
50	с собой	1	4
51	для этого	5	4
52	и его	1	4
53	данном случае	7	4
54	никогда не	2	4
55	так и	1	4
56	еще в	2	4
57	из них	4	4
58	мир в	1	4
59	в конце	1	4
60	друг друга	3	4
61	как раз	1	4
62	это не	5	4
63	в своих	2	4
64	например в	1	3
65	и есть	1	3
66	что его	1	3
67	в самом	1	3
68	таким образом	6	3
69	исходя из	1	3
70	его в	8	3
71	далеко не	4	3
72	несмотря на	1	3
73	в их	2	3
74	но в	5	3
75	том же	4	3
76	мир иной	1	3
77	дело в	1	3
78	одна из	11	3
79	в основе	1	3
80	к себе	1	3
81	в виду	2	3
82	в пределах	1	3
83	приводит к	1	3
84	по аналогии	1	3
85	сводится к	1	3
86	по своей	1	3
87	один из	2	3
88	очерки русской	1	3
89	потому что	5	3
90	одно из	2	3
91	и даже	1	3
92	с другой	2	3
93	и др	1	3
94	не было	2	3
95	аналогии с	1	3
96	при всем	1	3
97	что в	22	3
98	а в	9	3
99	же и	1	3
100	во всяком	1	3
101	человека и	1	2
102	и то	2	2
103	та же	2	2
104	на себя	2	2
105	из того	1	2
106	то это	1	2
107	как правило	1	2
108	относится к	1	2
109	отнюдь не	1	2
110	следующим образом	5	2
111	этой цели	2	2
112	все эти	3	2
113	не оставляет	1	2
114	из этих	2	2
115	тому же	1	2
116	во многих	9	2
117	как он	1	2
118	в нем	1	2
119	не к	2	2
120	подобно тому	3	2
121	на этом	3	2
122	было бы	3	2
123	для них	2	2
124	в москве	1	2
