N	2gram	Bakhtin_Pr_5	Mirosoze
1	у достоевского	12	42
2	может быть	14	30
3	не только	10	29
4	и в	35	28
5	не может	18	28
6	но и	14	25
7	а не	4	25
8	он не	13	24
9	в этом	14	20
10	достоевского есть	1	19
11	у него	4	17
12	не в	10	16
13	потому что	8	16
14	в ней	2	15
15	в своей	4	15
16	переходит в	2	15
17	он был	1	14
18	никогда не	4	14
19	до конца	4	14
20	человека в	1	13
21	в нем	16	13
22	и он	2	12
23	и это	5	12
24	в самом	6	11
25	для него	14	11
26	и не	27	11
27	из подполья	35	10
28	в своем	2	10
29	в творчестве	4	10
30	человек не	1	10
31	было бы	3	10
32	достоевского и	2	10
33	что в	6	10
34	в мире	4	10
35	прежде всего	12	10
36	что он	24	10
37	и потому	1	10
38	и все	15	10
39	те которые	1	9
40	достоевского в	3	9
41	с тем	3	9
42	но он	4	9
43	и его	14	9
44	в его	21	9
45	есть лишь	1	9
46	человек в	1	9
47	в глубине	1	8
48	в котором	3	8
49	иван карамазов	2	8
50	но не	6	8
51	в человеке	1	8
52	ивана карамазова	4	7
53	менее всего	1	7
54	но в	19	7
55	в себе	5	7
56	достоевского он	1	7
57	в конце	5	7
58	в самой	1	7
59	любви к	1	7
60	к нему	13	7
61	того что	3	7
62	нет ничего	1	7
63	и на	6	6
64	он сам	6	6
65	в которой	2	6
66	лишь в	7	6
67	в этой	1	6
68	достоевский не	1	6
69	все в	1	6
70	только в	6	6
71	он уже	3	6
72	вместе с	2	6
73	все это	14	6
74	человек и	4	6
75	в том	5	6
76	нет и	4	5
77	это не	3	5
78	как и	18	5
79	достоевского нет	3	5
80	записок из	3	5
81	весь в	1	5
82	не могут	1	5
83	достоевского к	1	5
84	то что	10	5
85	и человека	1	5
86	у человека	2	5
87	великого инквизитора	1	5
88	для достоевского	2	5
89	отношения к	1	4
90	это и	3	4
91	и этот	2	4
92	есть не	1	4
93	обращен к	4	4
94	отношение к	6	4
95	за пределы	3	4
96	увидим что	2	4
97	что достоевский	1	4
98	чем у	1	4
99	не как	3	4
100	и по	2	4
101	в них	4	4
102	в этих	2	4
103	точки зрения	7	4
104	в их	1	4
105	в которых	2	4
106	к концу	3	4
107	к ней	2	4
108	она не	1	4
109	мог бы	2	4
110	что и	3	4
111	тему о	2	4
112	в середине	1	4
113	один из	1	4
114	герои достоевского	1	4
115	уже не	3	4
116	уже в	3	4
117	есть уже	1	4
118	творчестве достоевского	7	4
119	а в	7	4
120	тем что	4	4
121	и вместе	1	4
122	нет в	3	4
123	был в	1	4
124	всю жизнь	2	4
125	не знал	2	4
126	с этой	2	4
127	которых он	1	4
128	от него	6	4
129	не знает	6	4
130	с его	7	3
131	к богу	1	3
132	с этим	3	3
133	когда он	3	3
134	бы и	2	3
135	в братьях	3	3
136	этот процесс	2	3
137	и вот	4	3
138	на этом	2	3
139	заключает в	1	3
140	и с	12	3
141	то есть	16	3
142	его в	4	3
143	его личности	1	3
144	в жизни	2	3
145	только одно	1	3
146	достоевский и	1	3
147	не мог	3	3
148	том что	3	3
149	ничего не	3	3
150	к тому	6	3
151	в ее	3	3
152	особенно в	2	3
153	с собой	2	3
154	все его	4	3
155	нет у	1	3
156	в него	3	3
157	это очень	1	3
158	себя в	2	3
159	конечно не	2	3
160	и их	1	3
161	так как	4	3
162	братьях карамазовых	3	3
163	что человек	1	3
164	человека а	1	3
165	себя и	8	3
166	я хочу	2	3
167	о себе	17	3
168	ко всем	1	3
169	такого отношения	1	3
170	в мир	1	3
171	должно быть	3	3
172	он должен	1	3
173	хотя бы	2	3
174	будто бы	2	3
175	мы увидим	2	3
176	одним из	1	2
177	чтобы не	2	2
178	в этот	2	2
