N	2gram	Tiupa_Narr_1	Myslijsy
1	потому что	1	49
2	для нас	1	31
3	то есть	19	30
4	и в	19	24
5	может быть	25	23
6	то что	11	20
7	и не	20	19
8	в том	18	18
9	а не	12	18
10	что в	3	16
11	не только	32	15
12	по себе	5	15
13	того же	1	14
14	при этом	9	13
15	в слове	1	13
16	не в	14	13
17	было бы	4	13
18	то же	4	12
19	но не	5	12
20	мы можем	1	12
21	не может	10	12
22	мы не	1	11
23	таким образом	1	11
24	если бы	1	11
25	что и	1	11
26	что мы	2	11
27	только в	4	11
28	тогда как	12	10
29	как в	7	10
30	в себе	8	10
31	для него	2	10
32	независимо от	2	9
33	в нем	4	9
34	вовсе не	1	9
35	то и	1	9
36	но и	23	9
37	как бы	4	9
38	точно так	2	9
39	и на	3	8
40	в этом	17	8
41	более или	2	8
42	том что	14	8
43	или менее	2	8
44	могут быть	3	8
45	а в	11	8
46	в чем	1	7
47	во всех	1	7
48	мысль о	1	7
49	как и	7	7
50	зрения и	2	7
51	или же	1	7
52	не могут	1	7
53	быть может	2	7
54	прежде всего	4	7
55	сами по	2	7
56	тем что	3	7
57	того что	1	7
58	между двумя	5	6
59	что если	1	6
60	и как	5	6
61	в состоянии	1	6
62	и того	1	6
63	одного и	1	6
64	тем не	3	6
65	в то	3	6
66	не имеет	2	6
67	связи с	4	6
68	свою очередь	3	6
69	между тем	3	6
70	и только	2	6
71	с другой	8	6
72	не было	2	6
73	этого слова	2	6
74	не есть	3	6
75	в свою	3	6
76	по поводу	1	6
77	столь же	3	5
78	что они	3	5
79	все же	7	5
80	уже в	3	5
81	бы не	2	5
82	есть не	1	5
83	и уже	1	5
84	не от	2	5
85	не менее	3	5
86	по крайней	1	5
87	с ним	1	5
88	так и	9	5
89	о том	6	5
90	с другими	1	5
91	крайней мере	1	5
92	тот же	1	5
93	слова в	1	5
94	из них	3	5
95	от того	1	5
96	в них	1	5
97	что не	4	5
98	представляется нам	1	5
99	же в	4	5
100	в памяти	2	5
101	сам по	1	4
102	к другому	2	4
103	в самом	1	4
104	еще не	7	4
105	одним словом	1	4
106	но в	6	4
107	уже не	5	4
108	из этих	3	4
109	так сказать	1	4
110	в котором	1	4
111	место в	1	4
112	сих пор	1	4
113	они не	2	4
114	тем самым	6	4
115	подобно тому	2	4
116	одна из	3	4
117	и сами	1	4
118	никогда не	3	4
119	к языку	1	4
120	свет и	1	4
121	что он	6	4
122	с прежним	1	4
123	с одной	7	4
124	как кажется	2	4
125	до сих	1	4
126	если не	4	4
127	тому как	2	4
128	что оно	1	4
129	от него	1	4
130	мысли о	1	4
131	себе не	2	4
132	в таком	2	4
133	например в	2	3
134	и то	1	3
135	с таким	1	3
136	есть нечто	1	3
137	но она	1	3
138	если в	3	3
139	очевидно что	1	3
140	со стороны	9	3
141	хотя и	3	3
142	что это	3	3
143	в целом	1	3
144	имеет для	1	3
145	с чем	2	3
146	слова а	1	3
147	не как	2	3
148	отношений между	1	3
149	человека в	2	3
150	и может	1	3
151	его в	2	3
152	от одного	2	3
153	это не	2	3
154	и тем	4	3
155	далеко не	5	3
156	и тогда	1	3
157	и при	1	3
158	но во	1	3
159	ни было	3	3
160	быть не	1	3
161	бы быть	3	3
162	в ней	3	3
163	на него	3	3
164	оно не	2	3
165	как не	1	3
166	языка и	2	3
167	те же	4	3
168	не с	3	3
169	мог бы	3	3
170	и вообще	1	3
171	не имеем	1	3
172	и во	1	3
173	вслед за	4	3
174	которое мы	1	3
175	и у	1	3
176	одно из	2	3
177	не так	1	3
178	искать в	1	3
179	что на	2	3
180	одной стороны	7	3
181	а от	1	3
182	в самой	1	3
183	но это	1	3
184	и для	2	3
185	и от	1	3
186	и все	2	3
187	с ними	1	3
188	таком случае	2	2
189	самом деле	2	2
190	на самом	1	2
191	и есть	1	2
192	чего не	1	2
193	на две	1	2
194	к другой	2	2
195	отношения к	2	2
196	боль в	1	2
197	изменение в	1	2
198	с его	6	2
199	совсем не	1	2
200	не то	2	2
201	только потому	1	2
202	не все	5	2
203	с которыми	1	2
204	по отношению	7	2
205	в общем	1	2
206	могли бы	1	2
207	в действительности	1	2
208	это определение	1	2
209	отношения между	1	2
210	все эти	2	2
211	и тот	2	2
212	но на	1	2
213	состоит в	13	2
214	что ни	1	2
215	и по	1	2
216	на этом	1	2
217	ни был	1	2
218	но все	4	2
219	в другом	1	2
220	вместе со	1	2
221	ни с	1	2
222	нет возможности	1	2
223	не столько	4	2
224	но он	1	2
225	их в	1	2
226	без участия	1	2
227	и его	5	2
228	есть прежде	1	2
229	сказать что	4	2
230	для кого	1	2
231	вытекает из	1	2
232	же время	4	2
233	к ней	1	2
234	на природу	1	2
235	у нас	1	2
236	когда мы	2	2
237	как для	1	2
238	не противоречит	1	2
239	для образования	1	2
240	оно может	2	2
241	что все	1	2
242	на другой	2	2
243	в собственном	2	2
244	в себя	6	2
245	на другом	1	2
246	что у	2	2
247	было в	2	2
248	и здесь	1	2
249	внимание на	1	2
250	нас в	1	2
251	не заключает	1	2
252	это было	1	2
253	если это	1	2
254	этом смысле	1	2
255	один из	3	2
256	в какой	2	2
257	во времени	8	2
258	отдельных лиц	1	2
259	есть в	2	2
260	с нею	1	2
261	в нашей	1	2
262	а то	1	2
263	не дает	1	2
264	в пространстве	4	2
265	у него	4	2
266	само по	1	2
267	к которому	2	2
268	а с	3	2
269	себя и	2	2
270	между ними	2	2
271	точке зрения	1	2
272	по направлению	1	2
273	ничем не	1	2
274	не на	2	2
275	зависит от	2	2
276	было для	1	2
277	в связи	2	2
278	так же	2	2
279	и потому	2	2
280	как это	6	2
281	не сразу	1	2
282	для обозначения	1	2
283	быть только	1	2
284	в его	9	2
285	или в	2	2
286	что нет	2	2
287	о котором	1	2
288	хотя бы	4	2
289	что вообще	1	2
290	нами не	2	2
291	другой стороны	4	2
292	имеет место	4	2
293	взгляда на	1	2
294	можно назвать	1	2
295	чем было	1	1
296	одним из	2	1
297	отношение к	2	1
298	он может	1	1
299	значении этого	3	1
300	переход от	4	1
301	мере в	1	1
302	что смысл	1	1
303	а непосредственно	1	1
304	и до	2	1
305	должна быть	2	1
306	видеть в	1	1
307	уже по	1	1
308	и за	1	1
309	и могут	1	1
310	мы уже	1	1
311	им самим	1	1
312	связаны между	1	1
313	уже более	1	1
314	говоря и	1	1
315	изменений в	1	1
316	этом не	1	1
317	оно есть	1	1
318	от друга	1	1
319	которое не	1	1
320	мы и	1	1
321	а теперь	1	1
322	последней в	1	1
323	и самого	3	1
324	двух или	1	1
325	столько же	1	1
326	в отличие	5	1
327	событием и	1	1
328	бы то	3	1
329	бы она	1	1
330	без которого	1	1
331	в ее	3	1
332	прочих не	1	1
333	понимания не	1	1
334	могло быть	1	1
335	всякий раз	1	1
336	мы будем	1	1
337	но как	2	1
338	ответ на	1	1
339	быть так	1	1
340	отличие от	5	1
341	друг от	1	1
342	один и	1	1
343	что именно	2	1
344	с чисто	1	1
345	дает нам	1	1
346	как к	2	1
347	новое состояние	1	1
348	перед нами	4	1
349	впечатление как	1	1
350	что по	2	1
351	и наконец	1	1
352	это вообще	1	1
353	которая тем	1	1
354	в противоположность	2	1
355	от этого	1	1
356	то в	6	1
357	будто и	1	1
358	точкой зрения	2	1
359	и способность	1	1
360	из опыта	1	1
361	в известном	2	1
362	рассказ о	1	1
363	речи но	1	1
364	его и	1	1
365	тому же	5	1
366	человек не	1	1
367	например как	2	1
368	по-видимому не	1	1
369	иногда нет	1	1
370	не отвечает	1	1
371	он не	3	1
372	но само	1	1
373	на том	3	1
374	к одному	1	1
375	без чего	3	1
376	создается только	1	1
377	том чтобы	1	1
378	есть факт	1	1
379	на земле	1	1
380	свою силу	1	1
381	его от	1	1
382	значительной степени	2	1
383	том же	1	1
384	то ни	3	1
385	как они	1	1
386	не будет	3	1
387	же не	4	1
388	различие между	2	1
389	чего он	1	1
390	об этом	1	1
391	и с	4	1
392	лишь в	1	1
393	входит в	1	1
394	содержание к	1	1
395	деле не	1	1
396	делает его	1	1
397	ни в	3	1
398	из нее	1	1
399	не всегда	2	1
400	мы видели	1	1
401	основывается на	1	1
402	жизни но	2	1
403	оно имеет	1	1
404	в чистом	1	1
405	в развитии	1	1
406	можно сказать	5	1
407	в ходе	1	1
408	похоже было	1	1
409	таким же	1	1
410	а как	1	1
411	с точки	2	1
412	в их	1	1
413	как часовая	1	1
414	себе оно	1	1
415	все и	1	1
416	в которых	1	1
417	мысли и	1	1
418	внутренней речи	1	1
419	не понимает	1	1
420	теми же	1	1
421	и более	1	1
422	последовательности не	1	1
423	со многими	1	1
424	есть всегда	2	1
425	между людьми	1	1
426	человека есть	1	1
427	она могла	1	1
428	это дает	1	1
429	ними не	1	1
430	дело в	1	1
431	к этим	1	1
432	в единство	1	1
433	какой бы	1	1
434	появляется в	1	1
435	не всякий	1	1
436	а еще	1	1
437	почему в	1	1
438	ничего не	2	1
439	обратим внимание	1	1
440	этих двух	1	1
441	по своей	3	1
442	этот способ	2	1
443	же было	1	1
444	другой но	1	1
445	которая не	1	1
446	есть к	1	1
447	известной степени	1	1
448	начиная с	1	1
449	к себе	5	1
450	и сам	1	1
451	указать на	1	1
452	отличается от	4	1
453	для такого	1	1
454	к тому	7	1
455	бы он	1	1
456	он видит	1	1
457	где он	1	1
458	не ограничивается	1	1
459	как мы	3	1
460	был его	1	1
461	напротив они	1	1
462	здесь не	4	1
463	не могло	2	1
464	только то	1	1
465	хотя не	1	1
466	лучше сказать	1	1
467	всего к	1	1
468	происходят в	1	1
469	или нескольких	1	1
470	предложения или	1	1
471	времени и	7	1
472	здесь как	1	1
473	начала и	1	1
474	всей вероятности	2	1
475	на них	1	1
476	не кто	1	1
477	с человеком	2	1
478	то они	2	1
479	именно с	1	1
480	что каждый	1	1
481	его жизни	2	1
482	одного из	4	1
483	на что	1	1
484	имеет значения	1	1
485	времени в	2	1
486	или меньшую	1	1
