N	3gram	Losev_Prob_1	RusskieA
1	в том что	5	15
2	и т д	10	9
3	вместе с тем	1	6
4	в этом случае	2	5
5	как мы увидим	2	5
6	и в других	3	4
7	в связи с	4	4
8	о том что	5	4
9	к тому что	1	4
10	в настоящее время	3	3
11	с точки зрения	3	3
12	тем не менее	18	3
13	что иное как	2	2
14	мы не будем	1	2
15	может быть и	3	2
16	в это время	1	2
17	один из них	1	2
18	так как они	2	2
19	и потому что	1	2
20	это не значит	1	2
21	в других случаях	2	2
22	мы увидим ниже	2	2
23	по этому поводу	3	2
24	не значит что	1	2
25	не что иное	2	2
26	ни о каких	1	1
27	а следовательно и	1	1
28	хотя и не	2	1
29	только потому что	2	1
30	на себя внимание	1	1
31	иметь в виду	3	1
32	и того же	2	1
33	точно так же	4	1
34	на самом деле	4	1
35	подобно тому как	2	1
36	т д и	4	1
37	же как и	1	1
38	том что это	1	1
39	не может считаться	1	1
40	тому что в	1	1
41	ниже мы увидим	1	1
42	деле это не	1	1
43	в таком случае	6	1
44	на самом же	1	1
45	в этом отношении	1	1
46	и т п	1	1
47	можно было бы	2	1
48	это не символ	1	1
49	нечто совсем другое	1	1
50	о том кто	1	1
51	так как он	2	1
52	вот что пишет	1	1
53	их в себе	1	1
54	не потому что	2	1
55	не только в	1	1
56	не менее здесь	2	1
57	в жизни человека	1	1
58	года в таком	1	1
59	даже если бы	3	1
60	имеет ничего общего	2	1
61	как будто бы	1	1
62	и в этом	2	1
63	ничего не знает	1	1
64	во всех этих	2	1
65	и как бы	2	1
66	и на то	1	1
67	потому что она	1	1
68	обладает для нас	1	1
69	для нас особенно	1	1
70	во всяком случае	3	1
71	в одно целое	2	1
72	необходимо иметь в	1	1
73	так же как	2	1
74	и в том	1	1
75	самом же деле	1	1
76	не имеет ничего	2	1
77	сливаются в одно	2	1
78	перед нами как	1	1
79	в то время	1	1
80	в расцвете своих	1	1
81	не только потому	1	1
82	ничего общего с	7	1
83	никак не может	1	1
84	с тем что	2	1
85	так как это	1	1
86	в чем именно	1	1
87	ни одна из	1	1
88	один от другого	1	1
89	можно сказать что	3	1
90	или может быть	1	1
91	на то что	8	1
92	одного и того	2	1
93	в этих случаях	2	1
94	как мы уже	1	1
95	у нас в	1	1
96	или на холмах	1	1
97	как и в	1	1
98	из них в	1	1
99	же деле это	1	1
100	только тогда когда	1	1
101	между прочим в	1	1
102	его по существу	1	1
103	в данном случае	8	1
104	как мы видели	1	1
105	но и этого	1	1
