N	3gram	Vygotskiy__3	Istorich
1	и т д	4	18
2	мы знаем что	1	10
3	до сих пор	5	6
4	вместе с тем	2	5
5	мы видим что	7	5
6	в том что	11	5
7	но все же	1	4
8	что он не	1	4
9	мы увидим ниже	2	4
10	подобно тому как	1	3
11	с тем что	1	3
12	можно было бы	1	3
13	с одной стороны	5	3
14	мы уже видели	1	3
15	мы увидим что	7	3
16	и может быть	1	2
17	потому что он	1	2
18	на самом деле	2	2
19	но они не	1	2
20	здесь мы видим	1	2
21	и ничего не	1	2
22	с другой стороны	5	2
23	не может быть	1	2
24	о том что	3	2
25	и вместе с	2	2
26	с самого начала	6	2
27	на то что	12	2
28	уже с самого	1	2
29	дело не в	1	2
30	к тому же	1	2
31	о том как	2	1
32	и здесь он	1	1
33	бросается в глаза	1	1
34	что под этим	1	1
35	не только нет	1	1
36	образом мы видим	2	1
37	и той же	1	1
38	но это только	1	1
39	должен был бы	2	1
40	увидим что герой	1	1
41	самая важная сторона	1	1
42	дело вовсе не	1	1
43	в зависимости от	1	1
44	в отличие от	1	1
45	мы перейдем к	1	1
46	именно в тех	1	1
47	мы видим в	2	1
48	с этим и	1	1
49	и здесь мы	1	1
50	т д вот	1	1
51	что и здесь	1	1
52	не то что	2	1
53	что он видит	1	1
54	в какой это	1	1
55	когда она была	1	1
56	таким образом мы	1	1
57	в высшей степени	1	1
58	в сущности это	1	1
59	смысле этого слова	2	1
60	в себя и	1	1
61	и то же	2	1
62	как один из	1	1
63	в течение месяца	1	1
64	параллельно с этим	2	1
65	то что он	2	1
66	показывает что он	1	1
67	как мы увидим	2	1
68	том что они	1	1
69	один из его	1	1
70	а на самом	1	1
71	почему он не	1	1
72	не только у	1	1
73	потому что они	2	1
74	он признает что	1	1
75	и говорит если	1	1
76	указать на то	1	1
77	в тех случаях	1	1
78	мы можем сказать	1	1
79	так например в	1	1
80	все это только	1	1
81	вовсе не в	2	1
82	мы не можем	2	1
83	что у него	2	1
84	можно показать что	1	1
85	не только не	1	1
86	по его мнению	1	1
87	на многих примерах	1	1
88	то что под	1	1
89	тех случаев которые	1	1
90	оно стоит в	1	1
91	по этому поводу	1	1
92	одной и той	1	1
93	не в этом	1	1
94	мы видели что	2	1
95	но если мы	1	1
96	и в другом	2	1
