N	2gram	Bakhtin_Pr_1	DiskursI
1	в качестве	1	34
2	не только	15	28
3	в том	8	23
4	а не	22	22
5	тогда как	1	19
6	том что	7	19
7	может быть	24	17
8	как и	12	16
9	и в	29	16
10	в этом	22	15
11	еще не	5	14
12	но и	14	14
13	при этом	2	13
14	но не	9	11
15	прежде всего	7	11
16	и не	31	11
17	как в	6	10
18	далеко не	3	10
19	с другой	3	10
20	по отношению	8	9
21	в нем	19	9
22	не может	12	9
23	в частности	1	9
24	отношению к	8	9
25	но в	7	8
26	своего рода	1	8
27	о том	1	8
28	так и	7	8
29	не было	4	7
30	в себе	7	7
31	то же	14	7
32	не в	7	7
33	в основе	4	7
34	роль в	1	7
35	со стороны	1	7
36	в его	24	7
37	только в	10	7
38	в своем	8	6
39	и как	7	6
40	и на	7	5
41	во всех	1	5
42	в рамках	1	5
43	в котором	2	5
44	в их	3	5
45	в процессе	4	5
46	в себя	3	5
47	по природе	1	5
48	можно сказать	1	5
49	а с	1	5
50	в данном	2	5
51	как бы	19	5
52	к тому	1	5
53	а в	7	5
54	то что	15	5
55	в своей	8	5
56	и о	5	4
57	в которых	2	4
58	с его	9	4
59	отношение к	2	4
60	в истории	2	4
61	и к	2	4
62	уже не	13	4
63	в целом	6	4
64	на его	2	4
65	не как	14	4
66	лишь в	1	4
67	в них	3	4
68	потому что	8	4
69	могут быть	6	4
70	для себя	2	4
71	же время	9	4
72	между тем	5	4
73	во втором	1	4
74	одной из	1	4
75	что он	8	4
76	для него	18	4
77	в особенности	1	4
78	по своим	2	4
79	что не	1	4
80	связи с	2	4
81	такого рода	1	4
82	что в	8	4
83	и потому	6	3
84	в первом	1	3
85	в каждой	1	3
86	во мне	1	3
87	в одной	6	3
88	с этим	2	3
89	перед нами	5	3
90	в самом	10	3
91	вследствие этого	2	3
92	зрения на	7	3
93	заключается в	1	3
94	это не	9	3
95	ведет к	1	3
96	точки зрения	19	3
97	в своих	3	3
98	однако в	2	3
99	бы быть	1	3
100	по себе	8	3
101	в то	10	3
102	к той	1	3
103	таким образом	12	3
104	должны быть	1	3
105	они и	1	3
106	как не	8	3
107	свою очередь	1	3
108	но при	1	3
109	в ее	1	3
110	в произведении	4	3
111	времени и	1	3
112	и даже	2	3
113	что и	4	3
114	в сферу	1	3
115	хотя бы	2	3
116	из них	1	3
117	к ним	1	3
118	тем что	4	3
119	именно в	5	3
120	при всей	1	3
121	это прежде	1	3
122	себе не	1	3
123	мира в	5	3
124	к содержанию	1	3
125	тому как	3	3
126	того что	1	3
127	один из	2	3
128	все же	9	3
129	как уже	1	3
130	в свою	1	3
131	сказать что	3	3
132	другой стороны	3	3
133	в действительности	1	3
134	отношения к	3	2
135	одним из	6	2
136	например в	3	2
137	и есть	2	2
138	к другому	2	2
139	едва ли	1	2
140	для своего	2	2
141	мы имеем	1	2
142	в сущности	5	2
143	совпадает с	2	2
144	на себя	2	2
145	в виду	1	2
146	но как	3	2
147	за пределы	7	2
148	себя в	1	2
149	стороны и	1	2
150	как к	3	2
151	что касается	1	2
152	хотя и	1	2
153	сознания в	1	2
154	более или	1	2
155	в противоположность	2	2
156	не приходится	1	2
157	точкой зрения	1	2
158	в тех	1	2
159	в этой	4	2
160	всей его	2	2
161	так сказать	4	2
162	не следует	1	2
163	он ни	2	2
164	становления и	1	2
165	подобно тому	3	2
166	и по	1	2
167	на этом	1	2
168	человека в	4	2
169	в каждом	8	2
170	могла бы	1	2
171	об этом	1	2
172	того или	1	2
173	к области	1	2
174	не всегда	1	2
175	одного и	1	2
176	или менее	1	2
177	мысли и	5	2
178	по крайней	1	2
179	и герой	1	2
180	но они	2	2
181	не могло	1	2
182	а о	1	2
183	как формы	1	2
184	и его	14	2
185	в момент	1	2
186	крайней мере	1	2
187	к себе	2	2
188	отличается от	3	2
189	же самое	1	2
190	мысли о	1	2
191	не есть	2	2
192	оно не	3	2
193	и он	1	2
194	в едином	4	2
195	как мы	4	2
196	данном случае	2	2
197	характер и	1	2
198	в пределах	13	2
199	приводит к	3	2
200	же касается	1	2
201	в другом	1	2
202	строго говоря	1	2
203	в построении	4	2
204	о нем	9	2
205	во всяком	5	2
206	и что	2	2
207	времени в	1	2
208	это было	1	2
209	и во	2	2
210	в форме	7	2
211	в литературе	4	2
212	большей или	1	2
213	и одновременно	3	2
214	в какой	1	2
215	и ее	2	2
216	точка зрения	12	2
217	уже в	3	2
218	миров и	1	2
219	или даже	2	2
220	как их	3	2
221	в одном	10	2
222	сами по	3	2
223	как его	1	2
224	заметить что	2	2
225	никогда не	3	2
226	бы это	1	2
227	на ее	1	2
228	здесь в	1	2
229	к которому	1	2
230	и др	5	2
231	героя и	10	2
232	более того	5	2
233	зависит от	1	2
234	его как	4	2
235	то она	1	2
236	к его	1	2
237	автора в	3	2
238	что же	4	2
239	для понимания	2	2
240	своего времени	2	2
241	высказывания и	1	2
242	в особом	3	2
243	в начале	1	2
244	рассматривать как	1	2
245	известной степени	1	2
246	и все	1	2
247	будто бы	1	2
248	или меньшей	1	2
249	может и	1	2
250	что даже	1	2
251	героя в	4	2
252	речи как	1	2
253	это в	1	2
254	они не	4	2
255	к этому	1	2
256	зрения как	1	1
257	в обычном	2	1
258	самом деле	6	1
259	на самом	5	1
260	это и	5	1
261	всего это	1	1
262	идет о	4	1
263	и до	3	1
264	из его	2	1
265	видеть в	1	1
