N	3gram	Bakhtin_Fr_4	Narrotol
1	в том что	1	8
2	с одной стороны	2	7
3	о том что	2	6
4	в том числе	3	6
5	в отличие от	1	5
6	не может быть	1	5
7	том числе и	2	4
8	в данном случае	1	4
9	все же не	1	4
10	к тому же	1	4
11	с другой стороны	3	4
12	можно сказать что	1	4
13	в этом отношении	1	3
14	как будто он	1	3
15	то же время	8	3
16	в свою очередь	1	3
17	в то же	8	3
18	более или менее	3	2
19	подобно тому как	3	2
20	с точки зрения	2	2
21	не только в	2	2
22	на первый взгляд	1	2
23	в связи с	1	2
24	то есть в	2	2
25	в конечном счете	1	2
26	между людьми и	1	1
27	и того же	1	1
28	существенно связаны с	1	1
29	что каждый из	1	1
30	между жизнью и	1	1
31	дело в том	1	1
32	хотя они и	1	1
33	на самом деле	1	1
34	что один из	1	1
35	то же самое	1	1
36	в том же	1	1
37	что у нее	1	1
38	до сих пор	1	1
39	да и в	1	1
40	и в то	4	1
41	до известной степени	1	1
42	и то что	1	1
43	из них в	1	1
44	но это не	1	1
45	он не мог	1	1
46	до наших дней	2	1
47	между ними здесь	1	1
48	же время они	1	1
49	некоторые из них	2	1
50	может быть и	1	1
51	к нему в	1	1
52	в первый раз	1	1
53	и тот же	2	1
54	а также и	1	1
55	содержащий в себе	1	1
56	а с другой	1	1
57	и как бы	1	1
58	к одному из	1	1
59	так и от	1	1
60	как мы увидим	1	1
61	один и тот	2	1
62	и до наших	1	1
63	лишь одной из	1	1
64	они и не	1	1
65	так и в	1	1
66	при этом и	1	1
67	прежде всего к	1	1
68	но в его	1	1
69	включает в себя	1	1
70	далеко не все	1	1
71	том что у	1	1
72	в этой системе	3	1
73	как своего рода	1	1
74	одного и того	1	1
75	как мы уже	5	1
76	жизнью и смертью	1	1
77	тех или иных	1	1
78	в соответствии с	1	1
79	тех кто не	1	1
80	смертью в той	1	1
81	как мы видели	2	1
