N	2gram	Vinokur_St_1	Myshleni
1	в процессе	1	27
2	и в	44	25
3	в развитии	1	24
4	в том	36	23
5	на основе	1	22
6	и речи	2	20
7	том что	29	20
8	таким образом	7	17
9	так же	5	17
10	что в	30	17
11	с тем	1	16
12	в основе	3	16
13	как и	9	15
14	в его	9	15
15	то что	18	15
16	в этом	21	14
17	вместе с	1	14
18	между собой	1	13
19	может быть	15	13
20	в целом	5	13
21	так как	5	12
22	в качестве	4	12
23	на основании	1	11
24	что они	7	10
25	перед нами	1	10
26	и что	4	10
27	что и	6	10
28	было бы	17	10
29	того что	9	10
30	только в	10	10
31	как бы	4	10
32	и не	16	10
33	мы не	2	9
34	заключается в	4	9
35	ни в	3	9
36	как в	13	9
37	как мы	1	8
38	того чтобы	11	8
39	тем что	5	8
40	показывает что	1	8
41	не является	3	8
42	столь же	4	7
43	по своей	2	7
44	все эти	5	7
45	по себе	1	7
46	в области	14	7
47	является то	1	7
48	уже в	2	7
49	для того	10	7
50	что мы	5	7
51	как это	4	7
52	же как	3	6
53	того же	3	6
54	совпадает с	2	6
55	зависимости от	1	6
56	и на	1	6
57	но не	3	6
58	потому что	6	6
59	от этого	2	6
60	не только	18	6
61	не может	8	6
62	точки зрения	11	6
63	не в	12	6
64	в отношении	9	6
65	не менее	5	6
66	с самого	1	6
67	можно было	13	6
68	что он	10	6
69	со всеми	2	6
70	и у	2	6
71	с другой	9	6
72	все это	5	6
73	все же	8	6
74	в зависимости	1	5
75	как говорит	1	5
76	и к	1	5
77	что это	4	5
78	что она	4	5
79	при этом	2	5
80	и по	5	5
81	факт что	1	5
82	тем не	2	5
83	и другое	1	5
84	но это	6	5
85	могут быть	5	5
86	о том	17	5
87	так и	9	5
88	если бы	9	5
89	в этой	11	5
90	в пользу	2	5
91	входит в	1	5
92	с одной	3	5
93	для него	6	5
94	именно в	6	5
95	тот факт	1	5
96	из которых	1	5
97	одной стороны	2	5
98	тем же	3	4
99	мы имеем	2	4
100	бы что	2	4
101	время как	2	4
102	в деле	3	4
103	еще не	3	4
104	так называемая	3	4
105	в своем	2	4
106	ни один	2	4
107	из этих	6	4
108	не обнаруживает	1	4
109	в известном	1	4
110	на то	4	4
111	он не	2	4
112	в основу	4	4
113	той же	5	4
114	не столько	1	4
115	речи в	1	4
116	что с	2	4
117	в то	9	4
118	тогда когда	1	4
119	этого слова	2	4
120	никогда не	5	4
121	не могут	1	4
122	к тому	1	4
123	что оно	3	4
124	и это	2	4
125	то время	2	4
126	мог бы	1	4
127	значит что	3	4
128	в какой	3	4
129	всяком случае	6	4
130	какой степени	1	4
131	из них	8	4
132	могло бы	2	4
133	от того	1	4
134	но и	10	4
135	в ряде	1	4
136	прежде всего	7	4
137	там где	5	4
138	нет никаких	2	4
139	с этим	3	4
140	смысле этого	2	4
141	тем и	1	4
142	и все	2	4
143	а в	17	4
144	сказать что	7	4
145	в частности	4	4
146	во всяком	6	4
147	как известно	1	3
148	знака в	2	3
149	на деле	1	3
150	то в	3	3
151	в котором	5	3
152	оба эти	2	3
153	но как	1	3
154	если в	2	3
155	с которыми	2	3
156	по отношению	3	3
157	в самом	7	3
158	то обстоятельство	2	3
159	им в	1	3
160	но на	2	3
161	в случае	2	3
162	что эти	1	3
163	как он	1	3
164	не как	1	3
165	и сам	2	3
166	его в	2	3
167	можно считать	1	3
168	значение как	1	3
169	в которых	5	3
170	которые в	2	3
171	их в	2	3
172	того как	1	3
173	но только	1	3
174	недостаточно для	1	3
175	обстоятельство что	3	3
176	отличается от	1	3
177	ничего общего	3	3
178	были бы	1	3
179	последнее время	1	3
180	на том	1	3
181	когда в	1	3
182	является в	1	3
183	этот вопрос	4	3
184	дело с	2	3
