N	2gram	Propp_Isto_3	Problemy
1	и в	22	35
2	как бы	1	31
3	и не	12	27
4	что он	9	24
5	в его	3	21
6	но в	10	19
7	как и	3	18
8	к себе	1	18
9	не может	4	18
10	о себе	3	17
11	в нем	9	16
12	то же	6	15
13	и все	3	15
14	в этом	17	14
15	и его	4	14
16	может быть	11	14
17	но и	12	14
18	все это	1	14
19	он не	5	13
20	к нему	5	13
21	с другим	1	13
22	и с	4	12
23	в другом	2	12
24	прежде всего	3	12
25	и к	3	12
26	в пределах	4	11
27	в то	2	11
28	самом деле	1	10
29	не только	14	10
30	не в	4	10
31	героя и	1	10
32	то что	7	10
33	а я	2	10
34	на самом	2	9
35	мы уже	6	8
36	я не	3	8
37	все же	5	8
38	самого начала	1	8
39	как мы	8	8
40	с самого	1	8
41	так и	2	8
42	себя и	1	8
43	и для	2	8
44	потому что	3	8
45	еще не	10	7
46	на них	1	7
47	себе и	2	7
48	там где	7	7
49	таким образом	10	7
50	и сам	1	7
51	в виде	2	7
52	вовсе не	2	7
53	так же	3	7
54	что же	1	7
55	точки зрения	2	7
56	с ним	1	7
57	а в	6	7
58	отношению к	2	7
59	и на	4	6
60	он сам	1	6
61	но не	7	6
62	по отношению	2	6
63	отношение к	4	6
64	что они	8	6
65	что у	3	6
66	в плане	1	6
67	у меня	5	6
68	к тому	3	6
69	в одном	2	6
70	и что	2	6
71	только в	4	6
72	но это	3	6
73	от него	2	6
74	не знает	1	6
75	что в	15	6
76	и то	2	5
77	как в	2	5
78	я все	1	5
79	он и	3	5
80	даже в	2	5
81	во время	6	5
82	да и	2	5
83	уже говорили	1	5
84	и это	2	5
85	я теперь	2	5
86	в том	9	5
87	с ними	3	5
88	так что	5	5
89	и даже	2	5
90	к своему	1	5
91	этого слова	1	5
92	героя в	1	5
93	в мире	1	4
94	он в	1	4
95	в чем	3	4
96	нет и	1	4
97	что это	1	4
98	на его	3	4
99	и вот	2	4
100	друг с	1	4
101	но все	2	4
102	же не	2	4
103	из своего	1	4
104	его в	3	4
105	в них	6	4
106	в эту	1	4
107	в своей	1	4
108	в такой	1	4
109	но он	4	4
110	друг другу	2	4
111	по себе	1	4
112	меня не	1	4
113	никогда не	3	4
114	во всем	1	4
115	как будто	2	4
116	его за	1	4
117	где он	1	4
118	между тем	2	4
119	все время	2	4
120	ну так	1	4
121	и так	2	4
122	и у	3	4
123	только на	2	4
124	всяком случае	2	4
125	так как	7	4
126	у него	3	4
127	тем что	4	4
128	с другой	7	4
129	и прежде	1	4
130	с другом	1	4
131	что не	2	4
132	а не	6	4
133	но как	1	4
134	по своему	1	4
135	человек и	1	4
136	тот же	1	4
137	что ты	4	4
138	во всяком	2	4
139	это и	1	3
140	а он	5	3
141	в одной	3	3
142	с этим	8	3
143	его к	1	3
144	в целом	3	3
145	все эти	4	3
146	и кто	1	3
147	тому же	2	3
148	него и	2	3
149	было бы	3	3
150	с тем	2	3
151	такой же	2	3
152	в котором	2	3
153	не как	1	3
154	героя из	1	3
155	с миром	2	3
156	а так	1	3
157	ничего не	6	3
158	им и	1	3
159	только с	1	3
160	с ее	1	3
161	в ее	1	3
162	и говорит	9	3
163	там в	1	3
164	под влиянием	1	3
165	что и	9	3
166	это не	6	3
167	в него	2	3
168	того что	5	3
169	со всеми	1	3
170	уже не	7	3
171	уже в	1	3
172	из них	7	3
173	его и	4	3
174	свое лицо	2	3
175	другого и	1	3
176	i это	1	3
177	мы остановимся	1	3
178	сам не	1	3
179	в начале	1	3
180	которой он	1	3
181	не мог	2	3
182	и от	3	3
183	мы должны	7	3
184	том что	8	3
185	сказать что	3	3
186	другой стороны	7	3
187	бы его	1	3
188	например в	2	2
189	не хочет	1	2
190	и этот	1	2
191	смерти отца	1	2
192	он ничего	2	2
193	а как	1	2
194	она в	1	2
195	же ты	1	2
196	время как	2	2
197	в ней	2	2
198	в которых	2	2
199	быть в	1	2
200	столь же	1	2
201	что его	1	2
202	бы не	1	2
203	но конечно	2	2
204	не просто	1	2
205	однако в	1	2
206	по которому	1	2
207	в своем	2	2
208	мы можем	6	2
209	хотя и	2	2
210	и как	3	2
211	в этот	2	2
212	вообще не	1	2
213	при этом	2	2
214	всех этих	2	2
215	этот процесс	1	2
216	их в	3	2
217	и по	1	2
218	на этом	4	2
219	а затем	3	2
220	той же	2	2
221	с другими	1	2
