N	2gram	Tiupa_Anal_1	FransuaR
1	и в	18	41
2	то есть	11	24
3	и т.п	5	19
4	мы уже	1	18
5	во всех	1	17
6	таким образом	3	17
7	в нем	3	16
8	и с	2	16
9	и его	5	13
10	но и	17	13
11	в этом	13	12
12	как мы	2	12
13	все эти	2	11
14	в самом	6	10
15	не только	15	10
16	так как	2	10
17	и др	1	10
18	прежде всего	6	10
19	то что	6	10
20	и на	5	9
21	во время	1	9
22	о том	5	9
23	здесь в	1	9
24	и все	3	9
25	в сущности	6	8
26	но в	8	8
27	в этой	5	8
28	никогда не	2	8
29	и до	2	7
30	в них	1	7
31	как и	13	7
32	том что	12	7
33	в его	13	7
34	вовсе не	2	7
35	у него	1	7
36	на части	1	7
37	в особенности	1	7
38	как бы	5	7
39	что в	5	7
40	также и	2	6
41	например в	1	6
42	в году	1	6
43	в то	9	6
44	один из	2	6
45	вместе с	4	6
46	или в	1	6
47	что он	3	6
48	с его	3	5
49	в ее	1	5
50	что это	1	5
51	в себе	11	5
52	то же	9	5
53	той же	2	5
54	еще в	2	5
55	но он	1	5
56	в эпизоде	2	5
57	во всем	1	5
58	так и	4	5
59	и что	1	5
60	а также	3	5
61	же время	6	5
62	в литературе	4	5
63	из них	2	5
64	в одном	1	5
65	между собою	1	5
66	в той	8	5
67	одним из	3	4
68	того же	4	4
69	самом деле	2	4
70	в ней	1	4
71	меньшей степени	1	4
72	он был	1	4
73	как в	1	4
74	и как	5	4
75	и наконец	1	4
76	та же	1	4
77	а затем	1	4
78	в другом	4	4
79	не в	14	4
80	даже в	3	4
81	в основе	6	4
82	того чтобы	3	4
83	все же	4	4
84	нового времени	1	4
85	роль в	2	4
86	с ним	4	4
87	все время	1	4
88	тот же	1	4
89	с одной	3	4
90	в результате	1	4
91	в котором	3	4
92	и даже	1	4
93	с другой	4	4
94	именно в	4	4
95	одной стороны	3	4
96	более того	3	4
97	большей или	4	4
98	и от	1	4
99	о котором	1	4
100	в большей	1	4
101	а в	9	4
102	не может	22	4
103	из этого	1	4
104	все что	1	4
105	не остается	2	3
106	он сам	1	3
107	людей в	1	3
108	в чем	1	3
109	мы будем	1	3
110	перед нами	1	3
111	в первом	2	3
112	при этом	12	3
113	и сам	2	3
114	на все	2	3
115	с другими	4	3
116	было бы	2	3
117	на первый	1	3
118	втором случае	1	3
119	к этим	1	3
120	потому что	2	3
121	только с	1	3
122	этом отношении	2	3
123	мы встречаем	1	3
124	миром и	1	3
125	те же	1	3
126	до сих	1	3
127	к нему	3	3
128	во втором	1	3
129	романа в	2	3
130	в него	1	3
131	того что	4	3
132	мы увидим	1	3
133	только в	6	3
134	в начале	2	3
135	есть в	1	3
136	в целях	1	3
137	выходит за	1	3
138	или меньшей	4	3
139	что не	3	3
140	и особенно	1	3
141	в данном	2	3
142	с миром	1	3
143	и не	21	3
144	с этой	1	3
145	сих пор	1	3
146	но это	1	3
147	и для	1	3
148	между ними	1	3
149	первом случае	2	3
150	жизни и	1	3
151	в искусстве	2	3
152	они не	1	3
153	как известно	3	2
154	и то	2	2
155	тех же	1	2
156	с точки	4	2
157	должна быть	1	2
158	было и	1	2
159	включая и	1	2
160	мы не	1	2
161	есть нечто	1	2
162	из того	4	2
163	начало и	1	2
164	но не	10	2
165	то он	2	2
166	в новом	2	2
167	в наиболее	3	2
168	за пределы	2	2
169	точки зрения	6	2
170	что именно	2	2
171	хотя и	1	2
172	он в	1	2
173	и тот	1	2
174	и те	1	2
175	как он	3	2
176	на его	2	2
177	он не	3	2
178	всех этих	1	2
179	на этом	2	2
180	что все	1	2
181	самим собой	2	2
182	лишь в	5	2
183	заключается в	1	2
184	только во	1	2
185	одного и	2	2
186	и конец	1	2
187	из этих	2	2
188	в своей	6	2
189	мы находим	1	2
190	борьбу с	1	2
191	их в	1	2
192	для этого	2	2
193	тогда когда	2	2
194	так что	1	2
195	связи с	1	2
196	превращается в	1	2
197	к себе	1	2
198	не могут	3	2
199	в области	4	2
200	должен быть	6	2
201	данном случае	2	2
202	всех трех	1	2
203	литературы и	1	2
204	времени и	6	2
205	в романе	1	2
206	образом в	1	2
207	что самая	1	2
208	внимание на	1	2
209	между тем	5	2
210	и во	1	2
211	из древнейших	1	2
212	тем более	2	2
213	его то	1	2
214	а именно	3	2
215	на которой	1	2
216	себя в	6	2
217	себе в	2	2
218	никто не	3	2
219	каждый из	2	2
220	может быть	29	2
221	как раз	1	2
222	человека и	1	2
223	а не	17	2
224	одну из	1	2
225	мира в	2	2
226	в частности	19	2
227	начиная с	1	2
228	и потому	2	2
229	как это	1	2
230	внешнем мире	2	2
231	однако они	1	2
232	что мы	3	2
233	мира и	1	2
234	для нас	1	2
235	от него	1	2
236	в этих	1	2
237	в том	27	2
238	все они	1	2
239	в эпосе	1	2
240	другой стороны	2	2
241	что даже	1	2
242	из четырех	2	2
243	сам по	1	1
244	он показывает	1	1
245	на самом	2	1
246	он может	2	1
247	или говоря	1	1
248	то в	2	1
249	между двумя	3	1
250	он уже	1	1
251	и больше	1	1
252	в зависимости	1	1
253	в их	5	1
254	этого определения	1	1
255	в литературном	1	1
256	он как	1	1
257	совпадает с	2	1
258	принадлежит к	1	1
259	не вполне	1	1
260	в последующих	1	1
261	сложнее и	1	1
262	и другая	1	1
263	хотел сказать	1	1
