N	2gram	Potebnia_M_2	Tvorches
1	и в	24	20
2	и т	6	13
3	не только	15	13
4	т д	3	11
5	никогда не	4	11
6	как бы	9	11
7	таким образом	11	10
8	в то	6	10
9	в его	2	10
10	и его	2	9
11	же с	1	9
12	и не	19	9
13	при этом	13	8
14	и с	1	8
15	в том	18	8
16	может быть	23	8
17	в этом	8	8
18	прежде всего	7	8
19	но и	9	8
20	то же	12	7
21	это не	3	7
22	же время	2	7
23	потому что	49	7
24	не может	12	7
25	что в	16	7
26	в целом	3	6
27	как и	7	6
28	что он	4	6
29	так и	5	6
30	у него	2	6
31	именно в	1	6
32	а не	18	6
33	все это	2	6
34	например в	3	5
35	еще не	4	5
36	и на	8	5
37	но не	12	5
38	все же	5	5
39	и сам	1	5
40	то есть	30	5
41	о том	5	5
42	но это	3	5
43	так же	2	5
44	с из	1	4
45	мы не	11	4
46	все эти	2	4
47	что они	5	4
48	как в	10	4
49	хотя и	3	4
50	но в	4	4
51	не в	13	4
52	что она	3	4
53	первой части	1	4
54	что у	2	4
55	об этом	1	4
56	на стороне	1	4
57	если бы	11	4
58	тем самым	4	4
59	а а	2	4
60	ничего не	1	4
61	в известной	1	4
62	в чем	7	4
63	мы видим	2	4
64	в душе	23	4
65	а в	8	4
66	если не	4	4
67	и потому	2	4
68	и от	3	4
69	том что	8	4
70	одним из	1	3
71	человека и	3	3
72	по мнению	1	3
73	а с	2	3
74	по отношению	2	3
75	тогда как	10	3
76	в одной	1	3
77	это определение	2	3
78	в себе	10	3
79	с чувством	1	3
80	в нем	9	3
81	он не	1	3
82	так например	3	3
83	человека в	3	3
84	его в	3	3
85	в самом	4	3
86	в котором	4	3
87	в их	1	3
88	место в	4	3
89	в которых	1	3
90	заставляет нас	1	3
91	тем что	7	3
92	одна из	4	3
93	боль в	2	3
94	и это	2	3
95	быть может	7	3
96	с ним	5	3
97	до сих	4	3
98	любви к	1	3
99	между тем	6	3
100	уже не	4	3
101	для него	10	3
102	так как	10	3
103	то что	20	3
104	и др	1	3
105	что не	5	3
106	превращается в	2	3
107	вместе с	11	3
108	несколько раз	2	3
109	с этой	1	3
110	сих пор	4	3
111	один из	2	3
112	в своих	1	3
113	к этому	2	3
114	в таком	4	3
115	таком случае	2	2
116	самом деле	2	2
117	и есть	2	2
118	в ее	1	2
119	они имеют	2	2
120	во многом	1	2
121	так что	10	2
122	в истории	1	2
123	и поэтому	2	2
124	и наконец	1	2
125	имеет в	1	2
126	в этот	1	2
127	но эта	1	2
128	в которой	5	2
129	бы не	5	2
130	т п	3	2
131	тому же	1	2
132	во многих	3	2
133	так сказать	4	2
134	и если	4	2
135	а скорее	2	2
136	при виде	3	2
137	и по	2	2
138	том же	1	2
139	при помощи	1	2
140	или наконец	1	2
141	известно что	1	2
142	такой же	4	2
143	и еще	1	2
144	в такой	1	2
145	не столько	2	2
146	в отличие	1	2
147	что я	1	2
148	одном из	4	2
149	их в	2	2
150	в устах	1	2
151	для определения	1	2
152	между людьми	1	2
153	не менее	5	2
154	эта мысль	1	2
155	на него	3	2
156	в процессе	1	2
157	другой стороны	2	2
158	что на	3	2
159	однако это	1	2
160	у нас	2	2
161	могут быть	8	2
162	же не	1	2
163	так в	4	2
164	и что	4	2
165	чтобы вызвать	1	2
166	что его	3	2
167	и только	6	2
168	крайней мере	5	2
169	всяком случае	7	2
170	в ту	1	2
171	к которому	2	2
172	д и	1	2
173	всякого рода	1	2
174	с ними	3	2
175	только в	11	2
176	в стороне	1	2
177	наше время	1	2
178	и у	3	2
179	уже в	5	2
180	на ней	3	2
181	и других	2	2
182	из них	5	2
183	его и	1	2
184	не так	3	2
185	в одном	6	2
186	вовсе не	9	2
187	давно уже	1	2
188	может служить	1	2
189	друг друга	2	2
190	только с	1	2
191	отличие от	1	2
192	этой задачи	1	2
193	рядом с	3	2
194	с другим	1	2
195	с другой	6	2
196	не было	6	2
197	зависит от	2	2
198	по крайней	5	2
199	и вообще	3	2
200	начиная с	1	2
201	не знал	1	2
202	о человеке	1	2
203	это его	1	2
204	в первой	1	2
205	можно принять	2	2
206	только для	5	2
207	и тогда	3	2
208	в наше	1	2
209	это уже	1	2
210	с другими	5	2
211	к самому	1	2
212	связь с	1	2
213	но если	2	2
214	и без	1	2
215	но эти	2	2
216	во всяком	7	2
217	с новыми	1	1
218	вряд ли	3	1
219	чем было	1	1
220	ту же	1	1
221	если б	5	1
222	не видим	1	1
223	а между	4	1
224	не имел	1	1
225	есть форма	1	1
226	на другой	2	1
227	только потому	2	1
228	переход от	1	1
229	мы говорим	3	1
230	нас на	2	1
231	представлял себе	1	1
232	видеть в	1	1
233	этот и	1	1
234	и за	1	1
235	с в	2	1
236	мы уже	1	1
237	той же	3	1
238	из всех	1	1
239	со всех	1	1
240	если дон-кихот	1	1
241	из всего	1	1
242	что если	6	1
243	влияют на	1	1
244	не делает	1	1
245	что уже	1	1
246	на место	1	1
247	из своих	1	1
248	все данные	1	1
249	этом не	1	1
250	не была	1	1
251	оба эти	2	1
252	но такое	1	1
253	чувство может	1	1
254	мы получаем	1	1
255	как я	1	1
256	мы и	1	1
