N	2gram	Bakhtin_Fr_1	Sovremen
1	не может	3	17
2	может быть	6	12
3	точки зрения	7	12
4	мы не	1	9
5	в этом	15	7
6	и в	65	7
7	ничего не	3	6
8	как и	5	6
9	и не	22	6
10	в результате	1	6
11	и наконец	2	5
12	все эти	10	5
13	прежде всего	11	5
14	с точки	3	5
15	в условиях	13	5
16	в стадии	2	5
17	в дальнейшем	8	4
18	нет и	2	4
19	в том	16	4
20	в целом	2	4
21	из них	4	4
22	же это	1	4
23	так как	6	4
24	не только	10	4
25	в развитии	1	4
26	как бы	22	4
27	это не	3	4
28	точку зрения	1	4
29	их в	2	4
30	жизни и	7	4
31	на две	1	3
32	то же	1	3
33	его развития	5	3
34	все же	6	3
35	еще не	6	3
36	но в	14	3
37	он в	1	3
38	в этой	4	3
39	в себе	3	3
40	уже в	1	3
41	как он	1	3
42	в одном	5	3
43	в конце	1	3
44	в нем	13	3
45	при этом	6	3
46	на этой	3	3
47	было бы	1	3
48	а не	1	3
49	и потому	10	3
50	мы называем	1	3
51	не в	4	3
52	все это	9	3
53	при таком	2	3
54	не подлежит	2	3
55	одна из	1	3
56	для нас	4	3
57	и все	5	3
58	в системе	3	3
59	у нас	1	3
60	и к	4	3
61	отличается от	1	3
62	в области	7	3
63	как мы	6	2
64	жизни мы	1	2
65	между всеми	3	2
66	приводит к	2	2
67	роль в	2	2
68	времени и	6	2
69	на этом	1	2
70	из одного	1	2
71	и даже	8	2
72	говорить о	1	2
73	настоящее время	1	2
74	и во	3	2
75	самом деле	3	2
76	в которую	1	2
77	в его	9	2
78	с этим	1	2
79	в самом	4	2
80	в которой	1	2
81	в нашем	1	2
82	из этих	2	2
83	с одной	2	2
84	и они	1	2
85	уже не	3	2
86	то и	1	2
87	развития мы	1	2
88	так сказать	4	2
89	с другом	1	2
90	на его	2	2
91	всяком случае	1	2
92	этой стадии	1	2
93	у него	1	2
94	явления на	1	2
95	и по	2	2
96	отличие от	5	2
97	ее на	1	2
98	но все	3	2
99	что все	1	2
100	конечно в	2	2
101	своим особым	1	2
102	или иной	5	2
103	развития в	1	2
104	в живом	1	2
105	в некоторых	2	2
106	и пр	5	2
107	а на	1	2
108	на этот	2	2
109	такой же	1	2
110	что такое	1	2
111	из которых	1	2
112	в отличие	4	2
113	друг с	1	2
114	не менее	1	2
115	на котором	3	2
116	и именно	2	2
117	в настоящее	1	2
118	этих двух	2	2
119	в науке	1	2
120	еще более	5	2
121	мы видим	2	2
122	совершенно не	4	2
123	не могут	3	2
124	могут быть	2	2
125	что при	1	2
126	что в	3	2
127	в таком	2	2
128	во всяком	1	2
129	дальнейшем мы	1	1
130	новое время	3	1
131	и это	2	1
132	две клетки	1	1
133	можно говорить	3	1
134	значении в	1	1
135	своего развития	1	1
136	времени не	1	1
137	речи мы	1	1
138	человека и	1	1
139	функции в	1	1
140	через все	1	1
141	а из	1	1
142	на самом	6	1
143	ведь в	1	1
144	это и	1	1
145	необходимости и	1	1
146	между двумя	1	1
147	здесь и	4	1
148	характерное для	1	1
149	отношению к	1	1
150	так в	1	1
151	по преимуществу	1	1
152	и до	4	1
153	бы к	1	1
154	значение но	1	1
155	входящих в	1	1
156	можно было	1	1
157	мы уже	12	1
158	те же	1	1
159	их и	1	1
160	из всех	2	1
161	не полно	1	1
162	здесь нет	1	1
163	во многом	2	1
164	мы имеем	1	1
165	и само	2	1
166	еще в	1	1
167	это только	1	1
168	мы в	1	1
169	поэтому в	2	1
170	и занимать	1	1
171	и вообще	3	1
172	с человеком	1	1
173	значительно позже	1	1
174	и действительно	1	1
175	и начало	2	1
176	мы всегда	2	1
177	и ни	3	1
178	подчеркнуть что	2	1
179	о том	2	1
180	в ней	6	1
181	и та	1	1
182	главах мы	1	1
183	утверждает что	1	1
184	на них	2	1
185	именно эти	2	1
186	все его	1	1
187	перестал быть	1	1
188	же время	1	1
189	его в	7	1
190	с его	5	1
191	во всех	9	1
192	науке и	1	1
193	но конечно	1	1
194	пр но	1	1
195	раз и	2	1
196	различия между	2	1
197	но не	2	1
198	к этому	1	1
199	мы будем	3	1
200	но как	3	1
201	вся эта	3	1
202	по отношению	1	1
203	под ногами	1	1
204	а потому	1	1
205	позволит нам	2	1
206	во всей	3	1
207	может стать	1	1
208	сложное и	1	1
209	чем же	1	1
210	этого развития	1	1
211	к которому	1	1
212	свобода по	1	1
213	к нему	3	1
214	более и	1	1
215	известном смысле	1	1
216	один из	1	1
217	кроме того	2	1
218	сомнению что	1	1
219	условий а	1	1
220	одной из	1	1
221	ли он	1	1
222	развития все	1	1
223	только в	7	1
224	значение этих	1	1
225	именно эта	1	1
226	в этот	1	1
227	происходит новое	1	1
228	роль играет	1	1
229	до наших	1	1
230	в известном	1	1
231	остановиться на	1	1
232	явлений не	2	1
233	всего необходимо	1	1
234	этот вопрос	2	1
235	конечно не	1	1
236	и у	6	1
237	в большинстве	2	1
238	только на	2	1
239	в начале	1	1
240	этот процесс	1	1
241	и если	1	1
242	и чисто	2	1
243	он не	2	1
244	его и	1	1
245	и еще	4	1
246	и их	3	1
247	эти три	1	1
248	сами по	1	1
249	вовсе не	18	1
250	случае не	1	1
251	в основу	1	1
252	это конечно	1	1
253	заключение нужно	1	1
254	по его	3	1
255	в очень	1	1
256	не из	1	1
257	и только	1	1
258	а затем	2	1
259	и может	1	1
260	в совершенно	1	1
261	одной стороны	2	1
262	и речи	1	1
263	подлежит никакому	1	1
264	и т.п	17	1
265	наблюдать на	1	1
266	развития на	1	1
267	до сих	4	1
268	с другой	3	1
269	на ее	1	1
270	именно в	1	1
271	здесь в	8	1
272	и прежде	3	1
273	весь мир	3	1
274	в новое	3	1
275	только к	1	1
276	конечно совершенно	1	1
277	но уже	1	1
278	нет в	1	1
279	нужно сказать	4	1
280	не было	1	1
281	рядом с	5	1
282	она и	1	1
283	для своего	2	1
284	и вся	1	1
285	необходимость в	1	1
286	они одинаково	1	1
287	всегда и	2	1
288	несмотря на	2	1
289	при которых	1	1
290	жизни но	2	1
291	оно имеет	1	1
292	ведь именно	1	1
293	и ничего	1	1
294	и следовательно	1	1
295	в связи	1	1
296	том что	6	1
297	в эту	1	1
298	все более	1	1
299	и при	1	1
300	своему существу	2	1
301	всех трех	1	1
