N	2gram	Ircho_Kome_1	Literetu
1	не только	10	24
2	при этом	5	19
3	в качестве	4	17
4	но и	11	17
5	в том	11	16
6	в частности	3	15
7	том что	12	14
8	в году	3	13
9	может быть	9	13
10	и не	8	12
11	в этом	3	12
12	в своем	1	11
13	состоит в	1	11
14	прежде всего	5	11
15	в русской	1	10
16	такого рода	6	10
17	то что	2	10
18	или иначе	1	9
19	в целом	3	8
20	так или	1	8
21	не в	6	8
22	в тексте	1	8
23	и в	22	8
24	только в	3	8
25	как это	3	8
26	отказ от	1	7
27	как бы	1	7
28	в себе	2	7
29	не менее	3	7
30	в его	5	7
31	в рамках	2	6
32	то есть	1	6
33	как и	9	6
34	точки зрения	4	6
35	и сам	3	6
36	того что	1	6
37	в жизни	1	6
38	себя в	1	6
39	одним из	1	5
40	то же	6	5
41	отличие от	2	5
42	как в	5	5
43	в отличие	1	5
44	в то	10	5
45	для себя	2	5
46	казалось бы	3	5
47	а также	4	5
48	же время	4	5
49	же в	4	5
50	что он	6	5
51	уже в	5	5
52	не может	2	5
53	в данном	1	5
54	с этой	1	5
55	еще не	2	4
56	столь же	2	4
57	но не	2	4
58	в этой	7	4
59	все же	3	4
60	всего лишь	1	4
61	представляет собой	1	4
62	в силу	2	4
63	с собой	1	4
64	для этого	2	4
65	и его	8	4
66	данном случае	1	4
67	так и	5	4
68	еще в	5	4
69	и тем	2	4
70	из них	10	4
71	мир в	1	4
72	в конце	6	4
73	друг друга	1	4
74	как раз	3	4
75	со стороны	2	4
76	культуры в	1	4
77	в своих	2	4
78	тех же	2	3
79	тем же	1	3
80	исходит из	1	3
81	также и	1	3
82	по отношению	3	3
83	в самом	2	3
84	бы не	1	3
85	же году	1	3
86	в принципе	2	3
87	таким образом	8	3
88	той же	1	3
89	его в	3	3
90	в душе	1	3
91	далеко не	1	3
92	несмотря на	4	3
93	не мог	3	3
94	в их	4	3
95	но в	4	3
96	том же	1	3
97	одна из	2	3
98	в области	2	3
99	к себе	1	3
100	ли не	4	3
101	всего в	3	3
102	приводит к	1	3
103	по аналогии	1	3
104	одного из	6	3
105	общественного сознания	1	3
106	нуждается в	1	3
107	по своей	2	3
108	один из	5	3
109	и прежде	1	3
110	потому что	5	3
111	у него	3	3
112	и даже	5	3
113	с другой	5	3
114	еще и	2	3
115	и др	1	3
116	мира в	1	3
117	да и	3	3
118	этой точки	1	3
119	аналогии с	2	3
120	при всем	2	3
121	жизни и	1	3
122	что в	6	3
123	а в	6	3
124	во всяком	2	3
125	чтобы не	1	2
126	того же	2	2
127	не остается	1	2
128	из его	4	2
129	для своего	1	2
130	в сущности	2	2
131	на себя	2	2
132	х годов	3	2
133	из того	1	2
134	то это	1	2
135	и самого	2	2
136	как правило	3	2
137	а только	1	2
138	относится к	2	2
139	отнюдь не	1	2
140	мысль в	1	2
141	этой цели	2	2
