N	3gram	Tiupa_Anal_3	formyVre
1	то же время	3	9
2	человека и его	1	7
3	в то же	3	6
4	и того же	3	5
5	одного и того	3	5
6	в связи с	1	5
7	для того чтобы	1	5
8	к себе самому	1	4
9	как раз в	1	4
10	по отношению к	7	3
11	до сих пор	1	3
12	в этом отношении	3	3
13	с самим собою	1	3
14	не может быть	1	3
15	и в сущности	1	2
16	в этом мире	1	2
17	то есть не	1	2
18	дело в том	2	2
19	и в особенности	1	2
20	как если бы	1	2
21	с точки зрения	2	2
22	в отличие от	2	2
23	не только в	1	2
24	с одной стороны	2	2
25	по природе своей	1	2
26	не для того	1	2
27	под углом зрения	1	2
28	и прежде всего	2	2
29	той или иной	3	2
30	в том что	7	2
31	как и в	4	2
32	к тому же	3	2
33	к тому времени	1	1
34	по своей природе	1	1
35	и может быть	1	1
36	раз в том	1	1
37	в той или	1	1
38	самим собою в	1	1
39	прежде всего они	1	1
40	единство и целостность	1	1
41	как раз не	1	1
42	в самом деле	1	1
43	жанров в частности	1	1
44	так и его	2	1
45	тех случаях когда	1	1
46	в зависимости от	1	1
47	свой жизненный путь	1	1
48	автора и читателей	1	1
49	есть одна из	1	1
50	со всех сторон	1	1
51	сказать что жанр	1	1
52	в тех случаях	1	1
53	до известной степени	3	1
54	в значительной степени	2	1
55	в самом начале	1	1
56	в данном случае	3	1
57	романа хотя и	1	1
58	в особенности же	1	1
59	в один ряд	1	1
60	тот факт что	1	1
61	в себя и	1	1
62	так и в	1	1
63	героев и их	1	1
64	не могут быть	1	1
65	и как бы	1	1
66	отличие от всех	1	1
67	во всяком случае	2	1
68	здесь не только	1	1
69	и все же	1	1
70	к ним не	1	1
71	внешних и внутренних	1	1
72	в свою очередь	4	1
73	в этом ряду	2	1
74	в этом случае	1	1
75	и т.п в	1	1
76	о том что	5	1
77	то что не	1	1
78	то есть в	1	1
79	мы понимаем как	1	1
80	человека с самим	1	1
81	и вступает в	1	1
82	в частности с	1	1
83	но дело в	1	1
84	сама по себе	2	1
85	оставляем в стороне	1	1
86	здесь как и	1	1
87	в себе не	1	1
