N	3gram	Vinokur_Ku_3	FransuaR
1	то же время	1	6
2	в то же	1	6
3	до сих пор	8	4
4	в связи с	4	4
5	на самом деле	3	3
6	в том числе	2	3
7	в отличие от	2	3
8	и прежде всего	1	3
9	для того чтобы	11	3
10	в той или	2	2
11	по отношению к	2	2
12	но и в	1	2
13	можно было бы	10	2
14	это вовсе не	1	2
15	одной и той	1	2
16	имеет в виду	1	2
17	но вернемся к	1	2
18	и той же	1	2
19	не может быть	3	2
20	в данном случае	4	2
21	о том что	3	2
22	той или иной	5	2
23	как мы видели	2	2
24	следует прежде всего	1	1
25	смысле этого слова	2	1
26	в другом месте	1	1
27	прежде всего в	1	1
28	оно свидетельствует о	1	1
29	слов и выражений	2	1
30	также и в	1	1
31	здесь прежде всего	1	1
32	имеются в виду	1	1
33	в этом случае	4	1
34	сих пор еще	3	1
35	имеется в виду	1	1
36	так в особенности	1	1
37	как раз и	2	1
38	с точки зрения	16	1
39	они не могут	1	1
40	отношению же к	1	1
41	и не может	1	1
42	хотя бы и	1	1
43	в строгом смысле	1	1
44	для этой цели	1	1
45	бы то ни	1	1
46	но для этого	1	1
47	в собственном смысле	1	1
48	было бы привести	2	1
49	или иной степени	1	1
50	и в области	3	1
51	может быть и	1	1
52	в своей статье	2	1
53	войне и мире	1	1
54	больших и малых	1	1
55	в нашем смысле	2	1
56	в том чтобы	3	1
57	в первом случае	2	1
58	и тем же	2	1
59	какое же значение	1	1
60	и в этом	4	1
61	с помощью которого	1	1
62	со всем тем	1	1
63	не только для	1	1
64	примеров можно было	1	1
65	то что он	1	1
66	или иной форме	1	1
67	по отношению же	1	1
68	в связи со	1	1
69	во всяком случае	1	1
70	здесь как мы	1	1
71	с другой стороны	3	1
72	само по себе	1	1
73	одним и тем	2	1
74	в свое время	2	1
75	только то что	2	1
76	тому как в	1	1
77	в вопросе о	1	1
78	заключается в том	1	1
79	и вместе с	1	1
80	в свою очередь	1	1
81	что в ней	1	1
82	первом случае мы	1	1
83	в одном из	1	1
84	в котором в	1	1
85	и в самом	4	1
86	и др как	1	1
87	вовсе не в	1	1
88	мы имеем в	1	1
89	как мы видим	1	1
90	в ее целом	1	1
91	тех или иных	1	1
92	один из собеседников	2	1
93	но все же	1	1
94	но также и	1	1
95	в том что	8	1
96	что и в	2	1
