N	2gram	Bakhtin_Pr_5	VeschiIm
1	не может	18	33
2	не только	10	31
3	может быть	14	29
4	и не	27	28
5	и в	35	26
6	то что	10	24
7	а не	4	20
8	не просто	2	18
9	есть только	2	17
10	что я	13	16
11	только в	6	14
12	по себе	4	13
13	и что	6	13
14	того что	3	13
15	и то	5	12
16	есть не	1	12
17	все же	8	12
18	в себя	1	12
19	что это	4	12
20	было бы	3	12
21	и ее	1	12
22	но и	14	12
23	сказать что	3	12
24	таким образом	7	11
25	общения с	1	11
26	что же	7	11
27	и больше	1	10
28	то же	15	10
29	есть нечто	1	10
30	в ней	2	10
31	как бы	31	10
32	что такое	1	10
33	потому что	8	10
34	уже не	3	10
35	бы то	3	9
36	в самом	6	9
37	то ни	3	9
38	и с	12	9
39	в том	5	9
40	что не	4	9
41	еще и	1	9
42	прежде всего	12	9
43	ни было	3	9
44	с ее	3	8
45	в себе	5	8
46	и это	5	8
47	ничего не	3	8
48	себя и	8	8
49	но это	6	8
50	говорить о	3	7
51	в этом	14	7
52	его в	4	7
53	с другими	2	7
54	том что	3	7
55	в то	11	7
56	со своим	2	7
57	ли это	2	7
58	что оно	2	7
59	себя в	2	7
60	и их	1	7
61	так как	4	7
62	как раз	4	7
63	и пр	1	7
64	если оно	1	7
65	с собою	5	6
66	что они	6	6
67	и как	2	6
68	но в	19	6
69	бы и	2	6
70	одно и	3	6
71	точки зрения	7	6
72	по крайней	1	6
73	с ним	7	6
74	она не	1	6
75	отличается от	1	6
76	можно было	2	6
77	должно быть	3	6
78	и только	1	6
79	крайней мере	1	6
80	есть ни	1	6
81	так что	5	6
82	для него	14	6
83	но что	2	6
84	когда мы	1	6
85	в результате	1	6
86	что в	6	6
87	того же	1	5
88	это и	3	5
89	и до	1	5
90	ведь и	4	5
91	и тут	2	5
92	в сущности	14	5
93	в чем	4	5
94	но не	6	5
95	с самой	1	5
96	отнюдь не	1	5
97	чем же	1	5
98	как к	5	5
99	же это	1	5
100	вообще не	2	5
101	что тут	2	5
102	это не	3	5
103	с тем	3	5
104	не в	10	5
105	тем не	1	5
106	в отношении	9	5
107	не менее	2	5
108	одна из	1	5
109	для себя	7	5
110	свою очередь	1	5
111	в ее	3	5
112	если бы	1	5
113	для этого	2	5
114	еще не	7	5
115	или не	1	5
116	ни на	2	5
117	с этой	2	5
118	и для	8	5
119	а в	7	5
120	в свою	1	5
121	я понимаю	1	4
122	мы не	1	4
123	так чтобы	4	4
124	я не	8	4
125	как я	1	4
126	то это	1	4
127	в их	1	4
128	во всех	3	4
129	нет и	4	4
130	независимо от	1	4
131	с этим	3	4
132	в своем	2	4
133	есть ее	1	4
134	ведь не	1	4
135	же не	4	4
136	и мы	1	4
137	как и	18	4
138	с точки	2	4
139	и более	1	4
140	на себе	1	4
141	слово и	2	4
142	же время	10	4
143	смысле и	1	4
144	о том	2	4
145	с другой	4	4
146	что и	3	4
147	быть и	2	4
148	этот вопрос	1	4
149	то и	1	4
150	из них	3	4
151	тем что	4	4
152	со всем	1	4
153	и даже	5	4
154	когда я	5	4
155	и потому	1	4
156	в данном	1	4
157	вы говорите	1	4
158	и все	15	4
159	требует чтобы	1	4
160	между ними	1	4
161	оно не	1	4
162	себя как	3	3
163	сам по	2	3
164	самом деле	10	3
165	к другому	16	3
166	отношения к	1	3
167	если я	2	3
168	вопрос о	2	3
169	но даже	1	3
170	собою и	1	3
171	момент в	1	3
172	не то	1	3
173	себе не	1	3
174	ее как	3	3
175	в нем	16	3
176	подобно тому	2	3
177	на этом	2	3
178	было в	2	3
179	в жизни	2	3
