N	3gram	Tiupa_Narr_1	Problema
1	о том что	6	9
2	с точки зрения	2	8
3	в том что	8	8
4	в связи с	2	7
5	тем не менее	3	5
6	с другой стороны	4	5
7	по крайней мере	1	4
8	что иное как	2	3
9	в этом смысле	1	3
10	и то что	1	3
11	точно так же	2	3
12	может быть только	1	3
13	далеко не всегда	1	3
14	с одной стороны	7	3
15	а с другой	1	3
16	все же не	4	3
17	в русской литературе	1	3
18	можно сказать что	4	3
19	не что иное	2	3
20	дело в том	1	2
21	по отношению к	6	2
22	в том числе	6	2
23	до нас в	1	2
24	том что он	1	2
25	до сих пор	1	2
26	в таком случае	2	2
27	бы то ни	3	2
28	и не в	4	2
29	при всем своем	1	2
30	не кто иной	1	2
31	в данном случае	4	2
32	не может быть	5	2
33	но все же	4	2
34	тех или иных	1	2
35	он видит в	1	2
36	кто иной как	1	2
37	как то что	1	1
38	но и самого	1	1
39	того что существует	1	1
40	вовсе и не	1	1
41	не только о	2	1
42	на самом деле	1	1
43	в себе самом	1	1
44	в самом деле	1	1
45	то только потому	1	1
46	так и его	1	1
47	не было и	1	1
48	сам по себе	1	1
49	не входит в	1	1
50	как мы увидим	1	1
51	в этом отношении	3	1
52	по аналогии с	1	1
53	том числе и	4	1
54	но это не	1	1
55	можно было бы	2	1
56	здесь не в	2	1
57	нет у него	2	1
58	с этой точки	1	1
59	ту или иную	2	1
60	только потому что	1	1
61	человеческой жизни в	1	1
62	не в его	1	1
63	не только в	2	1
64	то ни было	3	1
65	рода но и	1	1
66	на первый взгляд	2	1
67	говорит о своей	1	1
68	состоит в том	3	1
69	а также и	1	1
70	это не так	1	1
71	и как бы	1	1
72	так или иначе	2	1
73	содержит в себе	1	1
74	о любви и	1	1
75	и после его	1	1
76	мере в какой	1	1
77	нем не только	1	1
78	что несмотря на	1	1
79	этой точки зрения	2	1
80	то же время	3	1
81	по себе а	1	1
82	так и в	1	1
83	то или иное	2	1
84	то есть в	2	1
85	времени и пространстве	5	1
86	что никогда не	1	1
87	той или иной	4	1
88	которая может быть	1	1
89	силу которого он	1	1
90	в то же	3	1
91	в силу которого	1	1
92	во времени и	4	1
93	по поводу этой	1	1
94	никогда и не	1	1
95	и как будто	1	1
96	к тому же	4	1
97	в нем не	1	1
