N	2gram	Voloshinov_2	Russkaja
1	не может	18	22
2	и не	19	19
3	в том	7	17
4	в этом	15	17
5	и в	19	14
6	с другом	1	14
7	друг с	1	14
8	национальной культуры	1	13
9	то что	4	13
10	то же	16	11
11	точки зрения	17	11
12	таким образом	14	11
13	в то	8	10
14	же время	8	10
15	но и	10	10
16	в себе	4	9
17	не только	13	9
18	том что	10	9
19	с точки	13	9
20	может быть	28	9
21	во всяком	3	9
22	того чтобы	6	8
23	прежде всего	7	8
24	как на	2	8
25	самом деле	9	7
26	отнюдь не	8	7
27	и если	1	7
28	и с	2	7
29	в данном	5	7
30	к тому	6	7
31	не будет	3	7
32	о том	3	7
33	мы должны	1	7
34	ни к	1	7
35	к которой	1	6
36	если в	1	6
37	в своем	2	6
38	с тем	1	6
39	если бы	11	6
40	все это	1	6
41	и для	7	6
42	для того	6	6
43	что он	4	6
44	всяком случае	2	6
45	для него	9	6
46	на самом	7	6
47	вопрос о	2	5
48	и на	5	5
49	между собой	1	5
50	во всех	6	5
51	на то	4	5
52	в нем	11	5
53	при этом	9	5
54	он не	3	5
55	было бы	4	5
56	в своей	3	5
57	никогда не	7	5
58	потому что	1	5
59	лишь при	2	5
60	между тем	6	5
61	и только	1	5
62	только в	8	5
63	хотя бы	6	5
64	конечно не	4	5
65	или иной	5	5
66	до сих	3	5
67	себя и	1	5
68	сих пор	3	5
69	а в	3	5
70	жизни в	1	5
71	и то	3	4
72	бы то	4	4
73	но не	2	4
74	себя в	2	4
75	все же	5	4
76	более или	2	4
77	не в	10	4
78	в этой	3	4
79	в корне	3	4
80	то ни	5	4
81	в совершенно	1	4
82	его в	7	4
83	как и	9	4
84	которой он	1	4
85	или менее	2	4
86	в их	5	4
87	точку зрения	2	4
88	тогда когда	1	4
89	а лишь	1	4
90	ли это	2	4
91	от того	1	4
92	не могут	1	4
93	приводит к	2	4
94	и т.д	4	4
95	в его	5	4
96	так как	3	4
97	со стороны	1	4
98	вместе с	2	4
99	что же	1	4
100	как бы	19	4
101	к вопросу	1	4
102	жизни и	2	4
103	что в	2	4
104	то в	1	3
105	говорить о	1	3
106	и ни	1	3
107	еще не	3	3
108	из этих	1	3
109	что они	2	3
110	в самом	6	3
111	что это	2	3
112	ни одна	1	3
113	главным образом	1	3
114	на том	1	3
115	в другом	3	3
116	лишь в	14	3
117	о которых	1	3
118	несмотря на	1	3
119	должно быть	3	3
120	всех этих	1	3
121	одна из	7	3
122	связи с	13	3
123	то это	1	3
124	что оно	3	3
125	той или	4	3
126	что все	1	3
127	сводится к	2	3
128	в вопросах	1	3
129	в значительной	2	3
130	вопросу о	1	3
131	что и	3	3
132	а следовательно	1	3
133	того что	4	3
134	одной из	3	3
135	в качестве	3	3
136	в большинстве	5	3
137	в виде	2	3
138	из них	1	3
139	себя от	1	3
140	друг друга	2	3
141	тем что	2	3
142	именно в	2	3
143	не было	3	3
144	ко всем	2	3
145	и потому	2	3
146	да и	3	3
147	этом случае	1	3
148	при условии	1	3
149	или в	2	3
150	о котором	1	3
151	и как	6	3
152	ибо в	1	3
153	все они	1	3
154	не есть	3	3
155	из этого	1	3
156	речь идет	1	2
157	должна быть	4	2
158	этом направлении	1	2
159	к чему	1	2
160	приводят к	1	2
161	но она	1	2
162	на себя	1	2
163	в ней	3	2
164	в таком	7	2
165	время в	1	2
166	там и	1	2
167	именно на	1	2
168	по отношению	8	2
169	друг от	1	2
170	всю эту	1	2
171	с этим	3	2
172	последнее время	1	2
173	бы речь	1	2
174	и наконец	1	2
175	но в	7	2
176	все эти	3	2
177	сами эти	1	2
178	стремиться к	1	2
179	не к	3	2
180	дела не	1	2
181	и вот	1	2
182	касается до	1	2
183	мы уже	6	2
184	на этой	5	2
185	того или	2	2
186	на почве	9	2
187	по себе	3	2
188	и тем	4	2
189	соотношения сил	1	2
190	на основании	1	2
191	этого не	1	2
192	и тогда	2	2
193	в этих	3	2
194	во время	1	2
195	что такое	1	2
196	в котором	3	2
197	место в	2	2
198	в силу	1	2
199	друг другу	1	2
200	и более	7	2
201	для нее	1	2
202	тому что	4	2
203	только для	1	2
204	что с	1	2
205	у него	2	2
206	следовательно и	2	2
207	в противоречие	1	2
208	и является	2	2
209	на которой	1	2
210	если только	1	2
211	к себе	1	2
212	в роде	1	2
213	всю свою	1	2
214	т.е к	2	2
215	если же	2	2
216	для себя	4	2
217	и о	2	2
218	от друга	1	2
219	ясно что	1	2
220	и что	1	2
221	были бы	1	2
222	от него	2	2
223	к нему	5	2
224	эта работа	1	2
225	народов и	1	2
226	быть и	6	2
227	совершенно не	5	2
228	их не	1	2
229	так что	1	2
230	уже не	1	2
231	только на	4	2
232	в начале	2	2
233	является не	5	2
234	его и	3	2
235	разных сторон	1	2
236	не так	2	2
237	ни в	6	2
238	не о	1	2
239	мы можем	6	2
240	только с	2	2
241	она будет	1	2
242	в других	1	2
243	даже и	2	2
244	и даже	2	2
245	будет ли	2	2
246	исторической роли	2	2
247	а с	2	2
248	в некоторых	1	2
249	а не	9	2
250	большинстве случаев	5	2
251	на эту	1	2
252	себя на	1	2
253	так же	5	2
254	противоречие с	1	2
255	– не	6	2
256	политической жизни	1	2
257	в течение	1	2
258	принадлежащий к	1	2
259	или иного	2	2
260	отношения к	2	2
261	но это	1	2
262	общественной жизни	1	2
263	этом и	1	2
264	но для	2	2
265	остается в	1	2
266	если не	1	2
267	и от	3	2
268	не подлежит	1	2
269	всем этим	2	2
270	чтобы понять	2	2
271	с ним	1	2
272	отношении к	5	2
273	пути к	1	2
274	ее в	1	2
275	и действительно	1	1
276	должен быть	2	1
277	того же	5	1
278	это и	1	1
279	основан на	1	1
280	не меняется	1	1
281	что эти	1	1
282	исходит из	3	1
283	противном случае	2	1
284	к созданию	1	1
285	в зависимости	2	1
286	существо а	1	1
287	и за	1	1
288	яркое и	1	1
289	также и	1	1
290	на тех	1	1
291	т.е отдельные	1	1
292	мы не	2	1
293	неизбежно приводит	1	1
294	дела от	1	1
295	имеет свою	1	1
296	не была	1	1
297	in adjecto	1	1
298	он как	1	1
299	и дать	1	1
300	в сущности	14	1
301	деле ничего	1	1
302	которое в	1	1
303	образом оказывается	1	1
304	формы в	1	1
305	дать ему	1	1
306	он был	2	1
307	столь же	3	1
308	с родным	1	1
309	жизни данного	1	1
310	что его	1	1
311	подходить к	1	1
312	к этому	5	1
313	но как	2	1
314	а только	1	1
315	точка зрения	1	1
316	значение и	2	1
317	только тогда	1	1
318	данного человека	1	1
319	оно является	2	1
320	необходимый для	1	1
321	уверенность в	1	1
322	в истории	3	1
323	в одной	2	1
324	данный момент	1	1
325	в противном	2	1
326	перед нами	3	1
327	может совершиться	1	1
328	когда он	1	1
329	не являются	1	1
330	от этого	2	1
331	искусство и	1	1
332	в которой	1	1
333	бы не	2	1
334	выражение в	5	1
335	но ведь	3	1
336	быть как	1	1
337	тому же	2	1
338	вообще не	1	1
339	чем сильнее	1	1
340	как оно	1	1
341	не могла	1	1
342	не следует	2	1
343	этого мало	1	1
344	силу и	1	1
345	не изменится	1	1
346	тем не	1	1
347	однако при	1	1
348	о которой	1	1
349	они в	1	1
350	к одному	1	1
351	этого вопроса	1	1
352	– на	3	1
353	внешней политики	1	1
354	войти в	1	1
355	языком и	1	1
356	лишь с	2	1
357	так например	1	1
358	находит себе	2	1
359	но все	1	1
360	значительной степени	2	1
361	время эти	1	1
362	подход к	2	1
363	здесь мы	3	1
364	этой внутренней	1	1
365	тем же	4	1
366	и второй	1	1
367	то есть	2	1
368	или даже	1	1
369	в данной	4	1
370	входит в	1	1
371	заключается в	1	1
372	не умеет	1	1
373	данный человек	1	1
374	с другими	3	1
375	это не	4	1
376	уже знаем	2	1
377	в жизни	2	1
378	может стремиться	2	1
379	выйти не	1	1
380	из нее	1	1
381	родной язык	2	1
382	этого слова	5	1
383	различных языках	1	1
384	свелась бы	1	1
385	в общей	1	1
386	всегда и	2	1
387	не сам	1	1
388	и того	5	1
389	одного и	4	1
390	другом как	1	1
391	переносится в	2	1
392	бы на	1	1
393	от своего	2	1
394	другим и	1	1
395	нас не	2	1
396	бы к	1	1
397	в существенных	1	1
398	не столько	1	1
399	собой не	1	1
400	только но	1	1
401	далее что	1	1
402	по крайней	2	1
403	на такое	2	1
404	ни было	6	1
405	возможно только	1	1
406	вовсе не	11	1
407	же мы	1	1
408	и вся	1	1
409	исторических эпох	1	1
410	не менее	1	1
411	его целом	1	1
412	мы были	1	1
413	до известной	1	1
414	что эта	1	1
415	в психике	1	1
416	самого начала	5	1
417	и всегда	1	1
418	и проч	1	1
419	дело в	1	1
420	в основе	9	1
421	образом в	1	1
422	говорить что	1	1
423	– от	1	1
424	отличное от	1	1
425	идет в	1	1
426	при полной	1	1
427	но только	1	1
428	это же	2	1
429	однако если	1	1
430	в разных	1	1
431	и весь	1	1
432	всего на	1	1
433	с одним	1	1
434	внутренней и	2	1
435	и сама	1	1
436	исходный пункт	1	1
437	было не	1	1
438	этом отношении	1	1
439	с определенным	1	1
440	по нашему	1	1
441	исходить из	1	1
442	стороны и	2	1
443	в духе	1	1
444	есть только	1	1
445	могут быть	3	1
446	человека в	1	1
447	те кто	1	1
448	слова но	1	1
449	же самое	6	1
450	должны быть	2	1
451	а ее	1	1
452	действительно можно	1	1
453	и это	3	1
454	оно может	3	1
455	из всего	2	1
456	как мы	15	1
457	но по	2	1
458	свою очередь	5	1
459	но при	1	1
460	на нем	1	1
461	всего этого	1	1
462	в ее	3	1
463	только при	1	1
464	не могло	1	1
465	языка и	15	1
466	в собственном	2	1
467	мысль о	1	1
468	лишь две	1	1
469	в себя	1	1
470	с самого	5	1
471	роль в	1	1
472	являются лишь	2	1
473	этот тип	2	1
474	и когда	1	1
475	понимание и	1	1
476	так и	10	1
477	его жизни	1	1
478	и религии	1	1
479	с реальными	1	1
480	остается только	1	1
481	по сравнению	1	1
482	мы в	1	1
483	из одного	4	1
484	ибо всякое	1	1
485	существенны и	1	1
486	иное как	2	1
487	это зависит	1	1
488	возможна лишь	1	1
489	другом месте	1	1
490	и внутреннее	1	1
491	можно сказать	1	1
492	в различных	3	1
493	с другой	3	1
494	правильную оценку	1	1
495	должно было	1	1
496	которые и	1	1
497	должен учитывать	1	1
498	глубоко различны	2	1
499	лишь поскольку	1	1
500	переходит в	1	1
501	когда оно	1	1
502	убедимся что	2	1
503	крайней мере	2	1
504	в русском	4	1
505	в лице	1	1
506	эти последние	2	1
507	он есть	1	1
508	оставаясь в	2	1
509	оно и	1	1
510	внутреннее противоречие	1	1
511	каждого человека	2	1
512	сомнению что	1	1
513	опереться на	1	1
514	с ними	4	1
515	зрения в	1	1
516	в разные	1	1
517	не идет	3	1
518	может оказаться	1	1
519	они –	2	1
520	воплощения в	2	1
521	в обществе	1	1
522	они могут	2	1
523	тот или	1	1
524	же и	1	1
525	и у	2	1
526	и политической	1	1
527	если мы	6	1
528	вопроса о	1	1
529	при этих	1	1
530	или не	1	1
531	прямо в	1	1
532	и теоретическая	1	1
533	здесь же	1	1
534	в праве	1	1
535	и других	1	1
536	дает ему	1	1
537	лишь постольку	1	1
538	конечно нет	1	1
539	мы знаем	2	1
540	и их	4	1
541	был признан	1	1
542	могло бы	1	1
543	жизни конечно	1	1
544	ее не	1	1
545	к ним	1	1
546	случае не	1	1
547	связано с	3	1
548	превращается в	1	1
549	на слове	1	1
550	ближайшим образом	2	1
551	но из	1	1
552	бы это	2	1
553	это будет	2	1
554	чему не	1	1
555	или политической	1	1
556	за ними	1	1
557	влияние на	4	1
558	связаны с	1	1
559	к которому	1	1
560	и прежде	2	1
561	– к	2	1
562	как же	1	1
563	еще и	1	1
564	что не	2	1
565	это –	9	1
566	а на	1	1
567	хоть сколько-нибудь	3	1
568	и современный	1	1
569	которых мы	1	1
570	а наоборот	1	1
571	на которых	1	1
572	до конца	2	1
573	не на	2	1
574	однако и	2	1
575	для человека	1	1
576	душевной жизни	1	1
577	в связи	7	1
578	как элемент	1	1
579	связь с	4	1
580	конечно мы	1	1
581	в самой	1	1
582	как это	1	1
583	как та	1	1
584	без помощи	1	1
585	этих случаях	1	1
586	в чужих	1	1
587	смысле этого	4	1
588	вкусов и	1	1
589	когда же	1	1
590	эту мысль	1	1
591	то к	2	1
592	в состоянии	1	1
593	быть не	1	1
594	– мы	2	1
595	какие же	1	1
596	является для	2	1
597	языках и	1	1
598	числе и	1	1
599	независимое от	1	1
600	не является	8	1
601	известной степени	1	1
602	на все	2	1
603	являются не	1	1
604	исключительно от	1	1
605	но когда	1	1
606	очередь является	1	1
607	и внешней	2	1
608	бы в	4	1
609	тем более	5	1
610	было только	1	1
611	и все	6	1
612	ибо они	1	1
613	к ее	1	1
614	к самому	1	1
615	психики и	1	1
616	в свою	6	1
617	но можно	1	1
618	к его	2	1
619	отношению к	8	1
620	этот последний	1	1
621	значение их	1	1
622	ни на	1	1
623	т.е как	1	1
624	для эпохи	1	1
625	можно назвать	1	1
626	том числе	1	1
627	они не	2	1
