N	2gram	Vygotskiy__7	Otkroven
1	о человеке	2	29
2	у него	1	22
3	и в	26	19
4	но и	11	13
5	и не	18	13
6	в этом	29	12
7	не в	4	11
8	не только	24	11
9	может быть	7	11
10	а не	6	11
11	вопрос о	6	10
12	в нем	2	10
13	и все	1	10
14	в самой	3	9
15	прежде всего	7	9
16	не было	1	9
17	никогда не	4	9
18	потому что	16	9
19	и он	2	8
20	в его	4	7
21	он не	3	7
22	лишь в	2	7
23	до конца	5	7
24	но он	2	7
25	как и	15	6
26	все это	3	6
27	отношение к	2	5
28	в том	18	5
29	в самом	9	5
30	в этой	3	5
31	для него	3	5
32	о его	3	5
33	а в	2	5
34	то что	24	5
35	он сам	1	4
36	все эти	6	4
37	него и	1	4
38	его мысли	2	4
39	что не	2	4
40	не может	11	4
41	в романах	1	4
42	того чтобы	19	4
43	и мысли	1	4
44	и его	12	4
45	что в	12	4
46	только и	3	4
47	и есть	2	3
48	быть может	1	3
49	о том	4	3
50	еще не	4	3
51	к нему	3	3
52	было бы	6	3
53	того что	14	3
54	что он	8	3
55	и ее	2	3
56	в себе	9	3
57	о природе	7	3
58	не могут	4	3
59	для того	18	3
60	это было	1	3
61	это не	3	3
62	только одно	2	3
63	никто не	2	3
64	мысли и	11	3
65	могут быть	2	3
66	как бы	6	3
67	с ним	3	3
68	и от	4	3
69	в этих	2	3
70	в своих	2	3
71	все что	6	3
72	и с	5	2
73	из всего	1	2
74	и то	7	2
75	в ее	6	2
76	мысль о	1	2
77	что у	4	2
78	так и	3	2
79	ни у	1	2
80	и о	3	2
81	по себе	3	2
82	вместо того	1	2
83	совсем не	1	2
84	что и	3	2
85	что они	10	2
86	как к	3	2
87	в своем	1	2
88	все же	6	2
89	и к	7	2
90	в этот	3	2
91	и потому	3	2
92	должен был	1	2
93	в которой	11	2
94	учение о	3	2
95	так что	4	2
96	уже в	2	2
97	о которой	1	2
98	что для	2	2
99	одно из	5	2
100	ведь это	2	2
101	так как	14	2
102	тем что	9	2
103	в других	1	2
104	момент в	3	2
105	в другом	1	2
106	и из	1	2
107	его в	2	2
108	сказать что	8	2
109	с тем	5	2
110	чем в	4	2
111	должно быть	2	2
112	том что	17	2
113	что есть	1	2
114	ко всем	2	2
115	и против	2	2
116	к этому	2	2
117	что же	2	2
118	и там	1	2
119	то к	1	2
120	можно ли	2	2
121	не имеет	2	2
122	и для	5	2
123	и бесконечно	1	2
124	самое главное	1	2
125	ничего не	2	2
126	природы в	1	2
127	к ней	2	2
128	не есть	4	2
129	в глубину	1	2
130	в своей	3	2
131	что все	2	2
132	всего в	2	2
133	к этой	2	2
134	хотя и	1	2
135	ее в	8	2
136	но в	4	2
137	всегда в	1	1
