N	3gram	Bakhtin_Pr_1	Morfolog
1	мы видим что	1	9
2	не может быть	3	8
3	подобно тому как	3	5
4	то перед нами	2	5
5	по отношению к	11	4
6	с точки зрения	15	4
7	с другой стороны	2	4
8	в первом случае	1	3
9	не могут быть	1	3
10	на самом деле	3	3
11	но все же	1	3
12	оно может быть	1	2
13	ни одной из	1	2
14	точно так же	1	2
15	может быть и	1	2
16	то время как	1	2
17	на первый взгляд	1	2
18	это не значит	2	2
19	в то время	2	2
20	в большинстве случаев	2	2
21	друг за другом	1	2
22	для того чтобы	2	2
23	в том что	7	2
24	хотя и не	1	1
25	то ни стало	1	1
26	а вовсе не	1	1
27	он может быть	2	1
28	и по существу	1	1
29	том что он	4	1
30	она может быть	1	1
31	как бы в	2	1
32	во что бы	1	1
33	тому что в	1	1
34	до сих пор	2	1
35	бы то ни	3	1
36	но это не	3	1
37	можно было бы	3	1
38	он как бы	1	1
39	как таковое не	1	1
40	на первом месте	1	1
41	в противном случае	1	1
42	точки зрения их	1	1
43	отличие от других	1	1
44	в данном случае	2	1
45	что бы то	1	1
46	на этот вопрос	1	1
47	не входит в	1	1
48	важно не то	1	1
49	другой вопрос в	1	1
50	то что он	1	1
51	перед нами в	1	1
52	во всяком случае	3	1
53	во всех этих	1	1
54	друг к другу	1	1
55	то же время	7	1
56	один из любимейших	1	1
57	между героем и	1	1
58	о том что	2	1
59	с самого начала	2	1
60	ни одна из	1	1
61	в этих условиях	1	1
62	он не может	1	1
63	можно сказать что	2	1
64	эта форма является	1	1
65	они ни были	1	1
66	в то же	7	1
67	к тому что	1	1
68	типа а не	2	1
69	так как не	2	1
70	друг с другом	3	1
71	что и в	1	1
