N	4gram	Vygotskiy__1	Narrotol
1	состоит в том что	1	4
2	в той мере в	1	2
3	той мере в какой	1	2
4	точно так же как	1	2
5	а в том как	1	1
6	в том или ином	1	1
7	не что иное как	1	1
8	с этой точки зрения	4	1
9	никак не может быть	2	1
10	одной стороны и в	1	1
11	что с точки зрения	1	1
12	с одной стороны и	1	1
13	одного и того же	1	1
14	в то время как	5	1
15	и т п все	2	1
16	о том что искусство	1	1
17	может быть сведена к	2	1
18	одним и тем же	1	1
19	и в известном смысле	1	1
20	отнюдь не означает что	2	1
