N	2gram	Voloshinov_1	OGranits
1	и в	15	13
2	и его	15	12
3	прежде всего	11	9
4	может быть	13	8
5	не может	13	8
6	и не	16	8
7	и т.п	2	7
8	в его	9	7
9	и пр	9	7
10	точки зрения	13	7
11	социального общения	1	6
12	только в	6	6
13	как бы	11	6
14	не только	5	6
15	то что	10	6
16	мы должны	7	6
17	таким образом	21	6
18	все же	5	5
19	и наконец	10	5
20	с точки	10	5
21	в процессе	4	5
22	хотя бы	7	5
23	и эта	1	5
24	мы не	4	4
25	социальной группы	1	4
26	но мы	2	4
27	слов и	1	4
28	но в	9	4
29	мы можем	12	4
30	то же	7	4
31	в сознании	3	4
32	в своей	9	4
33	было бы	6	4
34	все это	5	4
35	в двух	1	4
36	не является	3	4
37	материала в	1	4
38	связана с	1	3
39	и то	2	3
40	в ее	4	3
41	самом деле	7	3
42	так и	10	3
43	г в	1	3
44	при анализе	3	3
45	похожим на	1	3
46	по отношению	11	3
47	за пределы	2	3
48	только путем	1	3
49	тела и	1	3
50	общего с	1	3
51	с этим	6	3
52	в которой	1	3
53	ни один	2	3
54	в себе	4	3
55	не как	1	3
56	в одном	3	3
57	так как	9	3
58	одно и	1	3
59	здесь мы	1	3
60	но и	4	3
61	слово в	1	3
62	как и	6	3
63	и уже	1	3
64	точку зрения	4	3
65	что же	4	3
66	не в	4	3
67	есть прежде	1	3
68	и для	2	3
69	никогда не	7	3
70	и все	4	3
71	превращается в	1	3
72	отношению к	9	3
73	что в	6	3
74	в искусстве	3	3
75	ничего общего	2	3
76	смысле слова	2	2
77	ни одно	1	2
78	и др	8	2
79	данном случае	3	2
80	зависимости от	2	2
81	только его	1	2
82	и может	4	2
83	роль в	6	2
84	на две	3	2
85	и этот	1	2
86	конечно в	2	2
87	мы уже	5	2
88	те же	4	2
89	мог бы	1	2
90	представлений и	2	2
91	не исчерпывается	1	2
92	если бы	3	2
93	может в	1	2
94	с самого	7	2
95	в ней	5	2
96	ее в	2	2
97	а также	1	2
98	в чем	4	2
99	между тем	2	2
100	явлений и	2	2
101	в общем	1	2
102	нуждается в	2	2
103	во всей	1	2
104	что они	1	2
105	наконец в	1	2
106	к сожалению	1	2
107	чем же	5	2
108	и следовательно	1	2
109	материалом для	1	2
110	может иметь	1	2
111	как в	3	2
112	в которую	1	2
113	в данном	3	2
114	в этом	13	2
115	но так	1	2
116	в том	4	2
117	мы видим	1	2
118	тот же	5	2
119	вся область	1	2
120	с ними	4	2
121	от этого	1	2
122	в этот	4	2
123	в целом	2	2
124	и тем	1	2
125	все эти	9	2
126	с одной	1	2
127	учение о	2	2
128	думать что	2	2
129	уже в	1	2
130	кажется что	1	2
131	иным как	1	2
132	в нем	4	2
133	связанные с	2	2
134	при этом	7	2
135	для него	5	2
136	в другом	1	2
137	вовсе не	2	2
138	в зависимости	2	2
139	тем что	1	2
140	объект и	1	2
141	связанных с	4	2
142	в области	3	2
143	с другой	1	2
144	а как	1	2
145	в самом	6	2
146	входит в	1	2
147	может стать	3	2
148	мы считаем	1	2
149	не чем	1	2
150	одной стороны	1	2
151	более того	2	2
152	не на	1	2
153	а не	2	2
154	в руках	1	2
155	между собою	1	2
156	том что	5	2
157	и истории	2	2
158	с помощью	9	2
159	в г	3	2
160	и при	3	2
161	и ее	3	2
162	так же	1	2
163	в отношении	2	2
164	телом и	1	2
165	в течение	2	2
166	слова и	2	2
167	не менее	3	2
168	самого начала	5	2
169	разумеется что	1	2
170	в книге	1	2
171	сознания и	5	2
172	на язык	2	2
173	наиболее полно	1	2
174	от всех	1	2
175	бы в	2	2
176	и является	1	2
