N	3gram	Bakhtin_sl_2	Problemy
1	и т п	33	9
2	в пределах одного	7	9
3	с точки зрения	3	8
4	в большинстве случаев	5	8
5	до сих пор	2	7
6	к чужому слову	2	6
7	по отношению к	4	5
8	то же время	4	5
9	чужое слово и	1	5
10	то перед нами	1	5
11	в то же	4	5
12	в одном слове	1	4
13	с чужим словом	10	4
14	и не может	1	4
15	в отличие от	12	4
16	сама по себе	3	4
17	не может быть	15	4
18	и т д	2	4
19	в той или	3	3
20	более или менее	2	3
21	чужим словом в	1	3
22	чужого слова и	3	3
23	мы уже говорили	1	3
24	с другой стороны	1	3
25	чужого слова в	5	3
26	но в то	3	3
27	той или иной	5	3
28	как и в	1	3
29	хотя и не	1	2
30	том что он	1	2
31	как мы сказали	2	2
32	рядом с собой	1	2
33	может быть и	2	2
34	перед нами уже	1	2
35	в отношении к	4	2
36	по себе еще	1	2
37	в одно высказывание	1	2
38	друг к другу	1	2
39	как чужое слово	1	2
40	объектности чужого слова	1	2
41	тем не менее	1	2
42	никогда не может	2	2
43	отношения к чужому	1	2
44	от автора и	1	2
45	чужого слова с	1	2
46	в романах достоевского	1	2
47	но все же	4	2
48	на то что	1	2
49	в этих случаях	1	2
50	в узком смысле	4	2
51	человека и его	2	2
52	точки зрения и	1	1
53	но прежде всего	2	1
54	в этом его	1	1
55	и в поэзии	1	1
56	не с точки	1	1
57	поэтому менее всего	1	1
58	а следовательно и	1	1
59	высказывания и потому	1	1
60	иначе обстоит дело	1	1
61	чужого слова от	1	1
62	отношения слова к	1	1
63	чужую речь а	1	1
64	типы и разновидности	1	1
65	иметь в виду	1	1
66	значение чужого слова	1	1
67	то есть не	1	1
68	а вовсе не	2	1
69	и наконец в	2	1
70	стилизация отличается от	1	1
71	отношению к себе	1	1
72	большей или меньшей	1	1
73	также и в	1	1
74	для наших целей	1	1
75	в том числе	1	1
76	но здесь они	1	1
77	он не только	1	1
78	одной стороны и	3	1
79	с установкой на	3	1
80	к нему не	1	1
81	чужого слова как	1	1
82	сих пор не	2	1
83	по себе никогда	1	1
84	хотя бы и	2	1
85	сами по себе	1	1
86	что он не	1	1
87	и ту же	1	1
88	лишь тогда когда	2	1
89	но и в	1	1
90	между тем как	1	1
91	чужого слова о	1	1
92	в нем новые	1	1
93	в собственном смысле	3	1
94	том числе и	1	1
95	предметом изображения в	1	1
96	или иной степени	3	1
97	рано или поздно	1	1
98	чужого слова на	1	1
99	дистанции без преломления	1	1
100	что как раз	1	1
101	и не в	1	1
102	у него нет	2	1
103	без дистанции без	1	1
104	слова не входят	1	1
105	в каждом новом	1	1
106	в значительной степени	6	1
107	на этой почве	1	1
108	в самую гущу	1	1
109	словом и с	2	1
110	до конца и	1	1
111	мы не знаем	1	1
112	себе никогда не	1	1
113	с одной стороны	5	1
114	речь как бы	1	1
115	он знает что	1	1
116	в связи с	2	1
117	в той же	1	1
118	как один из	1	1
119	как это возможно	1	1
120	может стремиться к	1	1
121	рассказ от автора	1	1
122	до некоторой степени	1	1
123	отношение к слову	1	1
124	не сливается с	1	1
125	в нем не	1	1
126	это возможно в	1	1
127	него свои интенции	1	1
128	к своему предмету	5	1
129	его слово в	2	1
130	во всяком случае	2	1
131	в точном смысле	2	1
132	чужой речи и	1	1
133	его и нет	1	1
134	о нем он	1	1
135	своими корнями в	2	1
136	о которых мы	1	1
137	и с чужим	1	1
138	большинстве случаев в	1	1
139	неразрывно связано с	1	1
140	о том что	1	1
141	и чужое слово	1	1
142	не менее чем	1	1
143	нем новые стороны	1	1
144	здесь не только	1	1
145	между этими двумя	1	1
146	между стилизацией и	1	1
147	может быть весьма	1	1
148	так и в	3	1
149	не может не	1	1
150	при этом такое	1	1
151	мы можем сказать	1	1
152	обстоит дело в	1	1
153	в нем двух	1	1
154	авторское слово в	1	1
155	не только не	1	1
156	и в идеологическом	1	1
157	в пределах одной	1	1
158	т п в	2	1
159	но в этом	1	1
160	он никогда не	1	1
161	а лишь в	1	1
162	в результате их	1	1
163	конечно далеко не	1	1
164	в известной степени	1	1
165	различным может быть	1	1
166	и его слово	14	1
167	в другом случае	1	1
168	как мы уже	2	1
169	его смысла и	1	1
170	конечно не в	1	1
171	в него свои	2	1
172	значительной степени определяется	1	1
173	слово героя и	1	1
174	и в нем	1	1
175	романе как мы	1	1
176	одну и ту	1	1
177	во всех его	2	1
178	в том что	4	1
179	точки зрения другого	1	1
180	в процессе его	1	1
181	сознания и слова	1	1
182	все это не	1	1
183	чужой акцент и	1	1
184	мы увидим что	1	1
185	чужим словом и	4	1
186	не решенным и	1	1
187	свой предмет как	1	1
188	выражения себя и	1	1
189	не менее в	1	1
