N	3gram	Bakhtin_Pr_3	Mirosoze
1	не может быть	6	17
2	записок из подполья	3	5
3	вместе с тем	2	5
4	у достоевского есть	1	5
5	о великом инквизиторе	1	4
6	а не в	2	4
7	в творчестве достоевского	3	4
8	у достоевского нет	2	4
9	и вместе с	1	4
10	потому что в	1	3
11	заключает в себе	1	3
12	и в самом	3	3
13	мы увидим что	2	3
14	в братьях карамазовых	3	3
15	и в нем	3	3
16	у достоевского это	1	2
17	прежде всего в	1	2
18	по отношению к	5	2
19	он не может	3	2
20	до сих пор	1	2
21	и не может	2	2
22	хотя бы и	2	2
23	что он не	1	2
24	к тому чтобы	2	2
25	к нему все	1	2
26	у достоевского никогда	1	2
27	достоевского никогда не	1	2
28	в конце концов	3	2
29	как будто бы	1	2
30	новый момент в	1	2
31	в нем не	1	2
32	тем что он	2	2
33	для того чтобы	1	2
34	в высшей степени	3	2
35	все переходит в	1	1
36	но она не	1	1
37	он сам не	1	1
38	и он был	1	1
39	от него и	1	1
40	с настасьей филипповной	1	1
41	а вовсе не	2	1
42	это потому что	1	1
43	кто бы он	2	1
44	что и это	1	1
45	ивана карамазова со	1	1
46	в самом деле	3	1
47	в записках из	2	1
48	так и не	1	1
49	оно менее всего	1	1
50	он мог бы	1	1
51	потому что не	1	1
52	бы он ни	3	1
53	и не было	1	1
54	в мою душу	2	1
55	как и все	2	1
56	не может найти	1	1
57	период его творчества	1	1
58	в отличие от	2	1
59	потому что сознание	1	1
60	он должен быть	1	1
61	в романах достоевского	3	1
62	сохранить за собой	1	1
63	и т п	6	1
64	достоевского особенно в	1	1
65	и кажется что	1	1
66	он ни был	3	1
67	в нем нет	1	1
68	у него нет	1	1
69	и у других	1	1
70	вы скажете что	2	1
71	записках из подполья	2	1
72	может быть и	1	1
73	сам же он	1	1
74	может быть что	1	1
75	имел в виду	1	1
76	для него как	1	1
77	что в центре	1	1
78	это имел в	1	1
79	я уверен что	2	1
80	в значительной степени	1	1
81	человек у достоевского	1	1
82	и к чему	1	1
83	быть и речи	1	1
84	к чему бы	1	1
85	и по отношению	1	1
86	в котором не	1	1
87	и ничего не	1	1
88	не только для	1	1
89	для него и	1	1
90	карамазова со смердяковым	1	1
91	в этот момент	1	1
92	все более и	1	1
93	герой из подполья	4	1
94	друг к другу	1	1
95	во всяком случае	5	1
96	как бы в	1	1
97	в отношении к	7	1
98	но не может	1	1
99	как бы не	1	1
100	записки из подполья	1	1
101	и в том	1	1
102	между этими двумя	1	1
103	по целым дням	1	1
104	но в конце	1	1
105	не мог вынести	1	1
106	настасьи филипповны и	1	1
107	самое главное и	1	1
108	но у достоевского	1	1
109	на протяжении всего	4	1
110	к нему и	5	1
111	что и в	1	1
112	да ведь это	1	1
113	что он мог	1	1
114	о том что	2	1
115	с собой он	1	1
116	возможно лишь в	1	1
117	мог бы быть	1	1
118	более и более	1	1
119	и во всем	1	1
120	в нем есть	1	1
121	по сравнению со	1	1
122	не знает и	2	1
123	и все уже	1	1
124	братьях карамазовых но	1	1
125	в них не	1	1
126	в том что	1	1
127	и петра верховенского	1	1
128	выходит за пределы	2	1
129	он не видит	1	1
130	но и с	1	1
131	и в братьях	1	1
