N	2gram	Bakhtin_fo_2	Mirosoze
1	и в	46	46
2	в нем	5	22
3	у него	9	22
4	может быть	7	21
5	в этом	22	20
6	не только	11	18
7	и не	9	18
8	никогда не	6	18
9	для него	3	18
10	но и	9	15
11	не может	2	15
12	человека в	6	14
13	как и	8	13
14	а не	4	13
15	прежде всего	14	12
16	потому что	8	12
17	и он	4	11
18	не было	3	11
19	но он	2	11
20	в ней	1	11
21	у нас	2	11
22	но в	10	10
23	та же	3	10
24	в себе	4	10
25	он не	5	10
26	он был	2	9
27	не в	9	9
28	не знает	2	9
29	и есть	2	8
30	отношение к	3	8
31	в своем	5	8
32	на земле	2	8
33	так как	6	8
34	она не	2	8
35	в любви	1	8
36	как бы	10	8
37	но это	2	8
38	человека и	4	7
39	человеческой природы	2	7
40	в мире	4	7
41	как в	4	7
42	и к	2	7
43	в нашем	1	7
44	в этой	2	7
45	человек не	2	7
46	и потому	2	7
47	и для	9	7
48	что он	3	7
49	вопрос о	1	6
50	революции и	1	6
51	он сам	1	6
52	и здесь	1	6
53	доходит до	1	6
54	так же	2	6
55	того что	3	6
56	жизни и	8	6
57	по преимуществу	1	5
58	то же	8	5
59	есть не	1	5
60	совсем не	2	5
61	в самом	1	5
62	бы и	1	5
63	и вот	2	5
64	что все	2	5
65	бога и	2	5
66	в своей	1	5
67	в отношении	2	5
68	в конце	2	5
69	есть прежде	1	5
70	во всем	1	5
71	и его	12	5
72	к тому	3	5
73	и это	2	5
74	те же	6	5
75	это не	2	5
76	один из	2	5
77	в его	8	5
78	для того	8	5
79	то что	7	5
80	и все	6	5
81	в духе	2	5
82	также и	4	4
83	с его	1	4
84	вечной жизни	1	4
85	у них	2	4
86	его на	1	4
87	народа и	1	4
88	в царстве	2	4
89	том что	4	4
90	жизнь и	3	4
91	тому что	1	4
92	не имеет	1	4
93	того чтобы	8	4
94	должны быть	1	4
95	должен быть	1	4
96	так и	7	4
97	себя в	1	4
98	уже не	3	4
99	что и	3	4
100	в свою	1	4
101	они не	1	4
102	до конца	2	4
103	что в	5	4
104	все что	2	4
105	смысле слова	2	3
106	чтобы не	1	3
107	это и	1	3
108	они были	2	3
109	и на	7	3
110	в чем	1	3
111	менее всего	1	3
112	как он	2	3
113	в каждом	1	3
114	и с	6	3
115	его в	6	3
116	с самим	1	3
117	ни в	1	3
118	в них	7	3
119	он же	1	3
120	все равно	1	3
121	одна и	2	3
122	для чего	2	3
123	и тогда	1	3
124	не мог	2	3
125	что всякий	1	3
126	что было	3	3
127	не для	2	3
128	любви и	1	3
129	и всегда	2	3
130	он хочет	1	3
131	по своей	1	3
132	людей и	2	3
133	только с	1	3
134	в трагедии	1	3
135	себя и	3	3
136	момент в	1	3
137	в образе	4	3
138	было в	1	3
139	если бы	1	3
140	с ним	4	3
141	и должно	2	3
142	о том	4	3
143	и во	6	3
144	что они	4	3
145	в том	10	3
146	только в	11	3
147	есть в	1	3
148	тем что	3	3
149	до сих	2	3
150	человек в	2	3
151	для человека	1	3
152	не знал	1	3
153	жизни в	4	3
154	он раскрывает	1	3
155	сих пор	2	3
156	и от	2	3
157	лишь как	1	3
158	природа человека	1	3
159	сказать что	1	3
160	есть и	4	3
161	отношения к	4	2
162	в обычном	1	2
163	который должен	1	2
164	человеческая жизнь	1	2
165	не имеют	1	2
166	как то	1	2
167	принадлежит к	2	2
168	же что	1	2
169	не был	2	2
170	во всех	11	2
171	с гениальной	1	2
172	землю и	1	2
173	из человеческого	1	2
174	себе и	1	2
175	хотя и	3	2
176	от этого	2	2
177	то в	2	2
178	и этим	1	2
179	в которой	1	2
180	бы не	1	2
181	и тот	1	2
182	и те	1	2
183	дальше и	1	2
184	на его	1	2
185	на этом	2	2
186	с собой	1	2
187	еще более	4	2
188	лишь в	2	2
189	мире как	1	2
190	еще вернемся	3	2
191	а за	1	2
192	чем в	1	2
193	должно быть	5	2
194	в этих	3	2
195	точки зрения	10	2
196	ее в	3	2
197	место в	4	2
198	от его	1	2
199	но эта	2	2
200	которые в	1	2
201	сам он	1	2
202	ему как	1	2
203	быть лишь	1	2
204	что есть	1	2
205	правда в	1	2
206	должна раскрыться	1	2
207	чем не	2	2
208	связи с	8	2
209	не до	1	2
210	в основе	6	2
211	к себе	4	2
212	оно не	1	2
213	они стали	1	2
214	приходит к	1	2
215	самим собою	2	2
216	добродетели и	1	2
217	свои силы	1	2
218	он так	2	2
219	еще в	1	2
220	по себе	2	2
221	в разных	1	2
222	вот почему	1	2
223	и поэтому	1	2
224	и та	2	2
225	и что	1	2
226	в сущности	2	2
