N	3gram	Potebnia_M_3	FransuaR
1	как мы уже	1	6
2	о том что	1	5
3	то же время	5	5
4	в то же	5	5
5	в самом деле	1	4
6	с одной стороны	3	4
7	все то что	1	4
8	мы уже сказали	1	3
9	сих пор еще	1	3
10	в этом отношении	2	3
11	в первом случае	2	3
12	до сих пор	3	3
13	одной стороны и	1	2
14	и то что	1	2
15	в данном случае	1	2
16	и тот же	1	2
17	но и в	4	2
18	с другой стороны	4	2
19	таким образом в	1	2
20	но и с	1	2
21	в том что	16	2
22	и говорить о	1	1
23	по отношению к	5	1
24	дает нам право	1	1
25	с тем и	2	1
26	в чем же	1	1
27	более или менее	3	1
28	в себе самом	1	1
29	один и тот	1	1
30	и там где	1	1
31	именно то что	2	1
32	что именно в	1	1
33	в строгом смысле	1	1
34	у него в	1	1
35	лишь тогда когда	1	1
36	из того что	1	1
37	рано или поздно	1	1
38	со всех сторон	1	1
39	было для него	1	1
40	вместе с тем	4	1
41	явления природы и	1	1
42	сам по себе	5	1
43	только то что	1	1
44	в нем те	1	1
45	и тем же	3	1
46	то это было	1	1
47	смысле этого слова	7	1
48	и в языке	2	1
49	не будем говорить	1	1
50	тот же образ	1	1
51	притом не только	1	1
52	образа и его	1	1
53	а не как	1	1
54	нем те же	1	1
55	один из этих	1	1
56	для того чтобы	3	1
57	не может быть	3	1
58	потому что они	1	1
59	одним и тем	3	1
60	самом деле в	1	1
61	в то время	4	1
62	заключается в том	1	1
63	после того как	1	1
64	что касается до	1	1
65	не только в	4	1
66	с другими предметами	1	1
67	можно сказать что	2	1
68	за то что	1	1
69	том что он	2	1
70	и все что	1	1
71	что и в	3	1
