N	4gram	Vygotskiy__3	Myshleni
1	заключается в том что	4	6
2	в то время как	2	4
3	состоит в том что	1	3
4	мы могли бы сказать	1	3
5	мы уже говорили что	1	2
6	и вместе с тем	2	2
7	с этой точки зрения	1	2
8	одной и той же	1	2
9	только в том что	1	2
10	что с одной стороны	1	1
11	нового по сравнению с	1	1
12	указывает на то что	3	1
13	в малой степени не	2	1
14	как мы увидим ниже	1	1
15	заключается в том чтобы	1	1
16	мы могли бы формулировать	1	1
17	это или не так	1	1
18	ни в малой степени	2	1
19	как это имеет место	1	1
20	ясно до какой степени	1	1
21	в том что она	1	1
22	а отнюдь не как	1	1
23	мы никогда не можем	1	1
24	все более и более	2	1
25	это имеет место в	2	1
